gesture,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.0,"0.3118324875831604,0.8940544128417969,-1.1841081004604348e-06","0.4620731472969055,0.7866438627243042,-0.04682394489645958","0.5731424689292908,0.6151357889175415,-0.08269447088241577","0.6495910882949829,0.4610573351383209,-0.11729413270950317","0.67827308177948,0.29525813460350037,-0.14237073063850403","0.4510333240032196,0.22255629301071167,-0.07745730876922607","0.5923560261726379,0.28815555572509766,-0.14602673053741455","0.5722962617874146,0.4647311270236969,-0.17862187325954437","0.5349792838096619,0.5004665851593018,-0.1994488537311554","0.35709527134895325,0.23178483545780182,-0.08929803222417831","0.5320090055465698,0.44407689571380615,-0.1555180698633194","0.5007087588310242,0.6138930320739746,-0.1725960373878479","0.4563204348087311,0.6123334169387817,-0.18327759206295013","0.2796483635902405,0.319764107465744,-0.10743250697851181","0.4462185502052307,0.5664196014404297,-0.16440287232398987","0.42039164900779724,0.6943042278289795,-0.1619049459695816","0.3796255588531494,0.6705325841903687,-0.15897054970264435","0.21327850222587585,0.4451868236064911,-0.1314716935157776","0.3419831097126007,0.6425669193267822,-0.169707253575325","0.351870059967041,0.7252652049064636,-0.17346768081188202","0.33492428064346313,0.7052226662635803,-0.17234162986278534"
0.0,"0.29046374559402466,0.915084958076477,-8.178956250048941e-07","0.4586786925792694,0.799950361251831,-0.038599975407123566","0.5724203586578369,0.6165489554405212,-0.067240409553051","0.6458033323287964,0.45681068301200867,-0.09466774761676788","0.6779699921607971,0.29128143191337585,-0.11163073033094406","0.44456031918525696,0.23093774914741516,-0.06523489952087402","0.5850234031677246,0.2979423999786377,-0.12503419816493988","0.5678048133850098,0.4677637219429016,-0.14900444447994232","0.5257588624954224,0.4880876839160919,-0.16430732607841492","0.35359352827072144,0.2334817349910736,-0.07753124833106995","0.5237274765968323,0.4384649097919464,-0.1402520388364792","0.498156875371933,0.6058751940727234,-0.15433281660079956","0.4507896304130554,0.5939924716949463,-0.16276216506958008","0.2792622447013855,0.3175615072250366,-0.09496103227138519","0.44020819664001465,0.5615346431732178,-0.15056796371936798","0.41648176312446594,0.6909512877464294,-0.14596854150295258","0.3704545199871063,0.6605427265167236,-0.14160604774951935","0.21708747744560242,0.44262632727622986,-0.11707335710525513","0.3393721878528595,0.6392367482185364,-0.15592609345912933","0.3534148633480072,0.725730836391449,-0.16031211614608765","0.33760809898376465,0.702998161315918,-0.1596388816833496"
0.0,"0.29710882902145386,0.9063133001327515,-7.395747729788127e-07","0.4593020975589752,0.7967115640640259,-0.04148562252521515","0.5718820095062256,0.6170133948326111,-0.07244893908500671","0.6517227292060852,0.4597706198692322,-0.10113734006881714","0.6805191040039062,0.2966858148574829,-0.11855477839708328","0.4449717700481415,0.22790846228599548,-0.07118003070354462","0.5885540246963501,0.3058311343193054,-0.1316598355770111","0.5686338543891907,0.4770015478134155,-0.15244290232658386","0.5256702899932861,0.489411324262619,-0.1650477945804596","0.355998158454895,0.23133566975593567,-0.0824030190706253","0.5287508368492126,0.438541978597641,-0.14885513484477997","0.498830646276474,0.6072943806648254,-0.16117891669273376","0.4517851173877716,0.5880323052406311,-0.16728079319000244","0.2830592393875122,0.3142075538635254,-0.09867856651544571","0.44500967860221863,0.5696524977684021,-0.15764394402503967","0.41760218143463135,0.7018715739250183,-0.15157321095466614","0.3715727925300598,0.666401743888855,-0.14511016011238098","0.22272518277168274,0.4373369812965393,-0.11964976042509079","0.34207239747047424,0.6443811655044556,-0.15992799401283264","0.3506159782409668,0.7317638993263245,-0.16457341611385345","0.3299432694911957,0.7041735649108887,-0.16379500925540924"
0.0,"0.2981926500797272,0.9101369380950928,-7.301189270947361e-07","0.4633449912071228,0.8006293177604675,-0.04155450686812401","0.5756158828735352,0.6218209266662598,-0.07212049514055252","0.6525893211364746,0.46432337164878845,-0.10040533542633057","0.6815880537033081,0.3019116520881653,-0.11776348948478699","0.4493086338043213,0.2287311851978302,-0.0695125013589859","0.5884979963302612,0.307295024394989,-0.13012205064296722","0.5704127550125122,0.4736240804195404,-0.15176250040531158","0.5289654731750488,0.4886704087257385,-0.16482868790626526","0.359566867351532,0.23256489634513855,-0.08048846572637558","0.528977632522583,0.4438038170337677,-0.14646992087364197","0.49976396560668945,0.6093037724494934,-0.159423828125","0.45163002610206604,0.5929292440414429,-0.166012242436409","0.2857990860939026,0.31815892457962036,-0.09678635746240616","0.444985032081604,0.5722392201423645,-0.15591885149478912","0.4189138412475586,0.6997803449630737,-0.15141832828521729","0.3740125894546509,0.6644412875175476,-0.14605578780174255","0.2242155373096466,0.44450831413269043,-0.11765772104263306","0.3479919135570526,0.6530934572219849,-0.1583670824766159","0.35616040229797363,0.7396392822265625,-0.1639420986175537","0.3345130681991577,0.7100661993026733,-0.16391116380691528"
0.0,"0.2980576753616333,0.911872148513794,-7.355678803833143e-07","0.4645238518714905,0.803164005279541,-0.040435660630464554","0.5776849985122681,0.6224589943885803,-0.07042664289474487","0.6557677388191223,0.46310538053512573,-0.09813368320465088","0.6830242872238159,0.2998795211315155,-0.11522948741912842","0.4504025876522064,0.23465070128440857,-0.07015088945627213","0.5892891883850098,0.31716692447662354,-0.1309109926223755","0.5717989206314087,0.4848754107952118,-0.1528131067752838","0.5306408405303955,0.5004968643188477,-0.1660793572664261","0.3604966402053833,0.23745709657669067,-0.08145394176244736","0.53068608045578,0.4492425322532654,-0.14792825281620026","0.5019426941871643,0.6150863170623779,-0.16102176904678345","0.4537808895111084,0.6014370322227478,-0.16759905219078064","0.2862592935562134,0.32132312655448914,-0.09784862399101257","0.4456423223018646,0.5766629576683044,-0.1575179398059845","0.4198290705680847,0.7029547691345215,-0.15324503183364868","0.3749426007270813,0.6674356460571289,-0.14789023995399475","0.22419829666614532,0.4463573694229126,-0.11861361563205719","0.3475065529346466,0.6559207439422607,-0.1600225269794464","0.3568686246871948,0.7419869303703308,-0.1658354550600052","0.33638638257980347,0.7123129963874817,-0.16585876047611237"
0.0,"0.30091896653175354,0.9145153760910034,-7.338094292208552e-07","0.4646477997303009,0.8049449920654297,-0.03863362967967987","0.578492283821106,0.6253042817115784,-0.06767449527978897","0.6564638018608093,0.4684883654117584,-0.0949479341506958","0.6850061416625977,0.3076019883155823,-0.11172541975975037","0.4524570107460022,0.23527127504348755,-0.06776567548513412","0.5945633053779602,0.3126230239868164,-0.12711945176124573","0.5753074288368225,0.48247209191322327,-0.14933660626411438","0.5343149900436401,0.4980279207229614,-0.16342012584209442","0.3622472584247589,0.23730263113975525,-0.08026237040758133","0.5335558652877808,0.44225358963012695,-0.14413273334503174","0.5044977068901062,0.6093467473983765,-0.15721940994262695","0.45748433470726013,0.595885694026947,-0.16445878148078918","0.2876683175563812,0.3209291398525238,-0.0976463332772255","0.4480952322483063,0.57307368516922,-0.1545868068933487","0.42208734154701233,0.7038225531578064,-0.14992035925388336","0.37709954380989075,0.6721147298812866,-0.14497023820877075","0.2257751077413559,0.44617941975593567,-0.11947410553693771","0.3474430441856384,0.6507980227470398,-0.15833677351474762","0.35914096236228943,0.7381874918937683,-0.16294114291667938","0.34225034713745117,0.7137776613235474,-0.1625818908214569"
0.0,"0.3002919554710388,0.9169328212738037,-7.44440114885947e-07","0.46415525674819946,0.8080911636352539,-0.03896302357316017","0.5769124627113342,0.6281888484954834,-0.06795227527618408","0.6564426422119141,0.47077319025993347,-0.09523483365774155","0.687800407409668,0.3091038763523102,-0.11155255138874054","0.45342057943344116,0.23602816462516785,-0.0664244145154953","0.5942121744155884,0.3121156096458435,-0.12694308161735535","0.5762325525283813,0.4804776906967163,-0.1483805626630783","0.5345205664634705,0.49814853072166443,-0.1612912118434906","0.3641855716705322,0.23900553584098816,-0.07870971411466599","0.5344322919845581,0.44676539301872253,-0.14543156325817108","0.5046961903572083,0.6136083602905273,-0.15866422653198242","0.4561716318130493,0.6011574864387512,-0.16505151987075806","0.2903670370578766,0.3232940435409546,-0.09625200927257538","0.449297159910202,0.5800634026527405,-0.15600864589214325","0.4215486943721771,0.708804726600647,-0.15204036235809326","0.3759102523326874,0.6747697591781616,-0.14664167165756226","0.22847117483615875,0.44896575808525085,-0.1181500032544136","0.35257822275161743,0.6623518466949463,-0.15882179141044617","0.35925769805908203,0.7489281892776489,-0.1647963970899582","0.336764931678772,0.7183359861373901,-0.16502609848976135"
0.0,"0.30227556824684143,0.9143258929252625,-7.303114557544177e-07","0.4659627377986908,0.8071331977844238,-0.04034171253442764","0.5801070332527161,0.6282277703285217,-0.07054603844881058","0.6595470309257507,0.4710310995578766,-0.09860859811306","0.6876407861709595,0.3131002187728882,-0.11565864831209183","0.45597994327545166,0.23789334297180176,-0.0693289190530777","0.5969122052192688,0.31605660915374756,-0.13063541054725647","0.5781066417694092,0.4845411479473114,-0.1531028002500534","0.5370784997940063,0.5042576193809509,-0.16705746948719025","0.3660622835159302,0.24024531245231628,-0.08138959854841232","0.5357751250267029,0.4520684778690338,-0.14785605669021606","0.5062664747238159,0.6167174577713013,-0.16081775724887848","0.4595169126987457,0.6030635237693787,-0.16742093861103058","0.29177939891815186,0.3248435854911804,-0.09885900467634201","0.45012181997299194,0.5858277082443237,-0.1569914072751999","0.4232757091522217,0.709848165512085,-0.15239812433719635","0.37917327880859375,0.672396719455719,-0.14754946529865265","0.2304350584745407,0.45134884119033813,-0.12107519805431366","0.35376811027526855,0.6702688336372375,-0.16090650856494904","0.3592853248119354,0.7526147961616516,-0.1672077775001526","0.33618736267089844,0.7165659070014954,-0.16830624639987946"
0.0,"0.30405721068382263,0.9145101308822632,-7.315771313187724e-07","0.4661540687084198,0.8067758679389954,-0.038012534379959106","0.5797919034957886,0.6278683543205261,-0.0671030804514885","0.660287082195282,0.4713325798511505,-0.09441982954740524","0.6897885799407959,0.31209272146224976,-0.11083939671516418","0.4552209675312042,0.23411542177200317,-0.06841589510440826","0.5975548624992371,0.31353408098220825,-0.12709562480449677","0.5793428421020508,0.4822171628475189,-0.1471754014492035","0.5376622676849365,0.4993370771408081,-0.15969137847423553","0.3653464913368225,0.23754873871803284,-0.08110518008470535","0.5378988981246948,0.4516042470932007,-0.14518576860427856","0.5066653490066528,0.6170247793197632,-0.15712420642375946","0.457755446434021,0.6009413003921509,-0.16360360383987427","0.29166099429130554,0.3244486451148987,-0.09855704009532928","0.45317742228507996,0.5847479104995728,-0.15495102107524872","0.4247516095638275,0.711144745349884,-0.149594247341156","0.37876129150390625,0.6748977899551392,-0.14459651708602905","0.230229914188385,0.45344212651252747,-0.12043386697769165","0.35514283180236816,0.6699455976486206,-0.1591860055923462","0.36219531297683716,0.7521657347679138,-0.16476985812187195","0.3401058614253998,0.7181518077850342,-0.1654100865125656"
0.0,"0.298378050327301,0.9201873540878296,-7.486975164283649e-07","0.46056199073791504,0.80881667137146,-0.03897930309176445","0.5756148099899292,0.6290675401687622,-0.06853975355625153","0.6550295948982239,0.47234612703323364,-0.0962550938129425","0.6889382600784302,0.3117068111896515,-0.11291024088859558","0.45435595512390137,0.23872238397598267,-0.0657758116722107","0.5949391722679138,0.32332125306129456,-0.1249341294169426","0.5759822726249695,0.4901854395866394,-0.14627285301685333","0.5341217517852783,0.5063244104385376,-0.15969426929950714","0.36523953080177307,0.24116018414497375,-0.07825367897748947","0.5346985459327698,0.45399317145347595,-0.1426636278629303","0.5034985542297363,0.6205156445503235,-0.15531225502490997","0.454490065574646,0.6059399843215942,-0.161829873919487","0.2919386327266693,0.3269714117050171,-0.09585144370794296","0.4506724774837494,0.584074854850769,-0.15363967418670654","0.42243799567222595,0.7126296758651733,-0.14861908555030823","0.3768366873264313,0.6768544912338257,-0.14315688610076904","0.2306806892156601,0.4554860293865204,-0.11784499883651733","0.35492783784866333,0.6691848039627075,-0.15737508237361908","0.36064058542251587,0.7529541254043579,-0.16244767606258392","0.33727002143859863,0.7181578874588013,-0.1623430848121643"
