gesture,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.0,"0.33167529106140137,0.40440329909324646,-3.463831177441534e-08","0.3384352922439575,0.38081443309783936,-0.00045759754721075296","0.34235814213752747,0.36368852853775024,-0.0018939500441774726","0.3381214141845703,0.35055509209632874,-0.004517992027103901","0.3284364640712738,0.34954506158828735,-0.006593652535229921","0.3320900499820709,0.35151320695877075,0.003879970870912075","0.3349522054195404,0.34051352739334106,-0.0008278877357952297","0.33635592460632324,0.34928572177886963,-0.0046714902855455875","0.33409807085990906,0.35319462418556213,-0.006961159873753786","0.32401901483535767,0.35578325390815735,0.0016494662268087268","0.3270066976547241,0.34706684947013855,-0.002348059555515647","0.32990753650665283,0.3581967055797577,-0.00442604860290885","0.32786399126052856,0.36135566234588623,-0.005285903345793486","0.3173779249191284,0.36182039976119995,-0.0013113920576870441","0.3211572468280792,0.35606375336647034,-0.00509100453928113","0.3247424066066742,0.3654874861240387,-0.0038185252342373133","0.32277143001556396,0.3685773015022278,-0.0022903967183083296","0.3115825653076172,0.3694209158420563,-0.004499946720898151","0.31565430760383606,0.3644925355911255,-0.005648475140333176","0.31905338168144226,0.37065574526786804,-0.0029496087227016687","0.3177003264427185,0.3735688030719757,-0.0005454873316921294"
0.0,"0.32788243889808655,0.3965335786342621,-5.6321841412909635e-08","0.33578482270240784,0.3799205720424652,-0.003434694604948163","0.3406292498111725,0.36224281787872314,-0.0053551774471998215","0.3352782726287842,0.34969562292099,-0.007454569451510906","0.3261856138706207,0.34885287284851074,-0.008497239090502262","0.33087486028671265,0.35063713788986206,0.00010333827958675101","0.3323074281215668,0.3405701816082001,-0.005844461731612682","0.33477914333343506,0.3519665002822876,-0.008907782845199108","0.3337216377258301,0.35496512055397034,-0.01037408597767353","0.3229423761367798,0.3543033301830292,-0.0008768786210566759","0.32394939661026,0.3460778594017029,-0.0065477155148983","0.32784849405288696,0.3593565821647644,-0.007577619981020689","0.3265857696533203,0.36049869656562805,-0.007230098359286785","0.31641215085983276,0.36011776328086853,-0.002890909556299448","0.3179433345794678,0.3556380569934845,-0.009078983217477798","0.3224051892757416,0.36731040477752686,-0.0072133541107177734","0.32117927074432373,0.3682706654071808,-0.0046640196815133095","0.3101520240306854,0.3672865629196167,-0.005193376448005438","0.31263667345046997,0.36406171321868896,-0.008044213987886906","0.3165598213672638,0.3715825378894806,-0.005491889547556639","0.3157857358455658,0.3733948767185211,-0.002889879746362567"
0.0,"0.32533618807792664,0.3945186138153076,-5.493918209253934e-08","0.3330889642238617,0.37941354513168335,-0.0033676610328257084","0.33758312463760376,0.3623315989971161,-0.004893665201961994","0.33243846893310547,0.35017824172973633,-0.006555517669767141","0.3232565224170685,0.34966495633125305,-0.0072213648818433285","0.328895628452301,0.35218480229377747,-0.00020804924133699387","0.3293415307998657,0.3406674563884735,-0.0060838512144982815","0.3309473991394043,0.35195812582969666,-0.008998766541481018","0.3302033245563507,0.3562215566635132,-0.01020077709108591","0.3212461769580841,0.35569000244140625,-0.0009198485058732331","0.32174503803253174,0.3479773998260498,-0.006348835304379463","0.32483458518981934,0.36109182238578796,-0.007226311136037111","0.3238987624645233,0.36222708225250244,-0.006760286167263985","0.3149671256542206,0.3613308072090149,-0.002626454457640648","0.3156927227973938,0.3562306761741638,-0.008584852330386639","0.3194255232810974,0.3677588403224945,-0.006708390545099974","0.3185575604438782,0.36912068724632263,-0.004135452676564455","0.3088228106498718,0.36844685673713684,-0.004599678795784712","0.31081682443618774,0.36457204818725586,-0.0075570666231215","0.3141956925392151,0.3718010485172272,-0.005134934093803167","0.31350427865982056,0.37360692024230957,-0.0025263025891035795"
0.0,"0.3237755596637726,0.3945767283439636,-4.0529265277200466e-08","0.33096420764923096,0.3804173767566681,-0.003057050984352827","0.33590376377105713,0.3636007606983185,-0.004286946728825569","0.3305186927318573,0.35185229778289795,-0.00566901545971632","0.3215937316417694,0.35066309571266174,-0.00629711989313364","0.32838037610054016,0.3532189726829529,0.0009660916985012591","0.32821717858314514,0.3425447642803192,-0.004189926665276289","0.3285670280456543,0.34851306676864624,-0.00718515133485198","0.32722121477127075,0.3508688807487488,-0.008606311865150928","0.3206580579280853,0.3556842505931854,0.0002767134865280241","0.32014819979667664,0.34963488578796387,-0.004467696417123079","0.3233315646648407,0.3608495891094208,-0.005746892653405666","0.3228752315044403,0.36135029792785645,-0.005623346194624901","0.3142692446708679,0.3606486916542053,-0.0013496590545400977","0.31388136744499207,0.35746920108795166,-0.0070004090666770935","0.31782183051109314,0.36776819825172424,-0.005719202104955912","0.317584365606308,0.36779701709747314,-0.003620919305831194","0.30778786540031433,0.36759650707244873,-0.0031985982786864042","0.30881670117378235,0.36592432856559753,-0.006236295215785503","0.31256070733070374,0.37275996804237366,-0.0042015924118459225","0.3127038776874542,0.37324705719947815,-0.0018937690183520317"
0.0,"0.32249850034713745,0.39405572414398193,-3.325540376408753e-08","0.33015382289886475,0.3792700171470642,-0.0025800035800784826","0.33373236656188965,0.36248689889907837,-0.0036623983178287745","0.3281888961791992,0.3514552712440491,-0.004898509476333857","0.31976550817489624,0.351879358291626,-0.005499789025634527","0.32412946224212646,0.35331103205680847,0.0005621503805741668","0.32535937428474426,0.3437390625476837,-0.003949284087866545","0.327334463596344,0.35128089785575867,-0.006682521663606167","0.3261415958404541,0.35354551672935486,-0.008191505447030067","0.316909521818161,0.356803834438324,-0.00044643168803304434","0.3176220953464508,0.3488188087940216,-0.004404216539114714","0.3214229345321655,0.36039552092552185,-0.00526410760357976","0.32034003734588623,0.36209502816200256,-0.00521952984854579","0.3110143542289734,0.3627135157585144,-0.0022430471144616604","0.31174686551094055,0.3560076355934143,-0.007241861429065466","0.3160000145435333,0.3669557273387909,-0.00540976831689477","0.31486639380455017,0.3691685199737549,-0.0032107706647366285","0.30512353777885437,0.370439738035202,-0.004221739713102579","0.3068610429763794,0.3649798035621643,-0.006947016343474388","0.31069478392601013,0.3719731867313385,-0.004431683570146561","0.3100599944591522,0.37435245513916016,-0.001998140010982752"
0.0,"0.32047292590141296,0.3933725953102112,-3.178149299287725e-08","0.32766303420066833,0.37864622473716736,-0.003268573200330138","0.3314211368560791,0.36077025532722473,-0.004448317922651768","0.3246310353279114,0.3490382134914398,-0.0055218529887497425","0.3156755268573761,0.35026466846466064,-0.005871443543583155","0.3218096196651459,0.35396677255630493,0.00010438940080348402","0.32194358110427856,0.34435299038887024,-0.004549156874418259","0.3234560489654541,0.3515555262565613,-0.007282001432031393","0.32244938611984253,0.35504886507987976,-0.00864873081445694","0.3142475485801697,0.3578217923641205,-0.00038199310074560344","0.3143652379512787,0.35027793049812317,-0.004549887031316757","0.3181450366973877,0.3613516688346863,-0.00547582283616066","0.31742480397224426,0.3637619912624359,-0.005303069483488798","0.3082655966281891,0.3638305962085724,-0.0017282906919717789","0.30844396352767944,0.35817256569862366,-0.006779510993510485","0.3126097023487091,0.3681449890136719,-0.005274210125207901","0.31182560324668884,0.37033528089523315,-0.0031815003603696823","0.3023742735385895,0.3716050684452057,-0.0032877943012863398","0.3037608563899994,0.36658984422683716,-0.005871037021279335","0.3074833154678345,0.3726220428943634,-0.003604923840612173","0.3071742355823517,0.3744142949581146,-0.0012986990623176098"
0.0,"0.3176371157169342,0.3932484984397888,-2.6685365028811248e-08","0.3244546055793762,0.3807186484336853,-0.0027907672338187695","0.32839256525039673,0.3630486726760864,-0.00367653276771307","0.32270216941833496,0.35140639543533325,-0.004493019077926874","0.3144805133342743,0.3524455726146698,-0.004782326985150576","0.31868764758110046,0.3547491729259491,0.000349758513038978","0.3182861804962158,0.34518393874168396,-0.003669323865324259","0.3202786147594452,0.3501967191696167,-0.006019983906298876","0.32028594613075256,0.35285326838493347,-0.007197848055511713","0.3115541338920593,0.35844919085502625,-0.00020268374646548182","0.31125685572624207,0.3502689003944397,-0.00392362754791975","0.31553781032562256,0.3604719042778015,-0.00471680099144578","0.3153246343135834,0.36286842823028564,-0.004462473094463348","0.3056514859199524,0.36442092061042786,-0.001490481197834015","0.3052094280719757,0.3586045801639557,-0.006282696966081858","0.30999478697776794,0.3681788444519043,-0.004766999743878841","0.3096947968006134,0.37032413482666016,-0.0026960200630128384","0.29966506361961365,0.37215161323547363,-0.0029212613590061665","0.30034777522087097,0.3665488660335541,-0.005531217437237501","0.3042885661125183,0.3726917803287506,-0.0032303554471582174","0.3039921224117279,0.3749205768108368,-0.0009177151368930936"
0.0,"0.3146098256111145,0.3936959207057953,-2.6472770642271826e-08","0.3210681676864624,0.3803165555000305,-0.0037995553575456142","0.32471323013305664,0.3620256185531616,-0.004946812521666288","0.3182368874549866,0.35110336542129517,-0.005841882899403572","0.3095155656337738,0.35263288021087646,-0.00596147496253252","0.31662172079086304,0.35481613874435425,0.00014247318904381245","0.3161783516407013,0.34475183486938477,-0.004682546015828848","0.31679368019104004,0.34983131289482117,-0.007425894029438496","0.3151050806045532,0.3517513871192932,-0.008737476542592049","0.3091045618057251,0.35860928893089294,-0.0001456804311601445","0.30806735157966614,0.350837379693985,-0.005006446503102779","0.3121856451034546,0.36172375082969666,-0.006231020670384169","0.3117460310459137,0.36346426606178284,-0.005905486177653074","0.30321621894836426,0.3645258843898773,-0.0013222602428868413","0.3018650412559509,0.3592090606689453,-0.007296637631952763","0.3067242205142975,0.36985138058662415,-0.005769689101725817","0.3065694570541382,0.3713921308517456,-0.003272475441917777","0.2975229024887085,0.37210628390312195,-0.002723983721807599","0.29767119884490967,0.36767539381980896,-0.006156989373266697","0.3016510605812073,0.37453341484069824,-0.003914550878107548","0.30169087648391724,0.37618184089660645,-0.0013441029004752636"
0.0,"0.31260907649993896,0.3943019211292267,-2.552363476127084e-08","0.31805795431137085,0.37988752126693726,-0.0040746452286839485","0.3211323022842407,0.3620893061161041,-0.005573981441557407","0.3150574862957001,0.35121917724609375,-0.006867763586342335","0.3067755401134491,0.35147517919540405,-0.007285808678716421","0.3108251690864563,0.35490530729293823,-0.00010230530460830778","0.31133487820625305,0.3454594910144806,-0.005381607450544834","0.3133711516857147,0.35131990909576416,-0.008154911920428276","0.31175416707992554,0.35279467701911926,-0.009387417696416378","0.30382978916168213,0.3591780364513397,-0.0003521908656693995","0.3047504723072052,0.3516215980052948,-0.005351207219064236","0.30922558903694153,0.3633494973182678,-0.0062129138968884945","0.30757129192352295,0.3645850718021393,-0.005732017103582621","0.29822075366973877,0.3652581572532654,-0.001644421019591391","0.29921063780784607,0.35929161310195923,-0.007856824435293674","0.3041200339794159,0.37032902240753174,-0.006160339806228876","0.3023836016654968,0.37203919887542725,-0.003566190367564559","0.29270845651626587,0.37313312292099,-0.0032070050947368145","0.29486384987831116,0.36764034628868103,-0.006728066597133875","0.29885587096214294,0.3745323121547699,-0.004497066140174866","0.2972294092178345,0.37682440876960754,-0.0019613008480519056"
0.0,"0.3094775676727295,0.39494848251342773,-1.1475463246313211e-08","0.31519994139671326,0.380992591381073,-0.0028798640705645084","0.31825852394104004,0.3630165755748749,-0.0038374150171875954","0.31158554553985596,0.35225555300712585,-0.004679746460169554","0.3031930923461914,0.3540762662887573,-0.0051356214098632336","0.3101746141910553,0.35631150007247925,0.0004363152547739446","0.3097672760486603,0.34661731123924255,-0.0030425088480114937","0.3103436827659607,0.34838545322418213,-0.005489635746926069","0.30937689542770386,0.3491906225681305,-0.006927520502358675","0.3025468587875366,0.3604011833667755,-0.00011415193876018748","0.3010740578174591,0.3517783284187317,-0.003124651499092579","0.3044321537017822,0.3596462309360504,-0.004119624849408865","0.304056853055954,0.3615569770336151,-0.0042456830851733685","0.2965279519557953,0.36679232120513916,-0.0013204029528424144","0.29540908336639404,0.36080098152160645,-0.005436539184302092","0.2997254431247711,0.36899229884147644,-0.004056442994624376","0.2996208071708679,0.3710200786590576,-0.002326721791177988","0.29071512818336487,0.3751308023929596,-0.0027122842147946358","0.290671169757843,0.36938825249671936,-0.004996497184038162","0.29463648796081543,0.3748898506164551,-0.002619416220113635","0.2950531542301178,0.37720614671707153,-0.00037627556594088674"
