gesture,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.0,"0.4267106056213379,0.38929814100265503,-6.142550290633153e-08","0.44042328000068665,0.37383681535720825,-0.0003918763541150838","0.44829580187797546,0.3582164943218231,-0.0016140094958245754","0.45084837079048157,0.3443024754524231,-0.003880353644490242","0.44424954056739807,0.3371654450893402,-0.005577708128839731","0.4406467378139496,0.34208497405052185,0.0016219241078943014","0.44576844573020935,0.3304045796394348,-0.002976440591737628","0.4457100033760071,0.34376510977745056,-0.006453849840909243","0.4438129961490631,0.3481038510799408,-0.008687950670719147","0.4334429204463959,0.34356632828712463,-0.0008182255551218987","0.43880903720855713,0.3350456953048706,-0.004595126956701279","0.43929800391197205,0.34931039810180664,-0.006147352047264576","0.4369921088218689,0.3509546220302582,-0.007284536957740784","0.4262990355491638,0.3465982675552368,-0.0038565429858863354","0.4323553442955017,0.3393324911594391,-0.0078043690882623196","0.4331222176551819,0.3522336781024933,-0.0058991010300815105","0.4302443265914917,0.3543233275413513,-0.004360283259302378","0.41887134313583374,0.35054466128349304,-0.007052174303680658","0.4252445101737976,0.34488821029663086,-0.008737809956073761","0.4265451729297638,0.35369813442230225,-0.005820329301059246","0.42374879121780396,0.3564918339252472,-0.003595400834456086"
0.0,"0.42791131138801575,0.384816437959671,-5.748027831486979e-08","0.4403652548789978,0.371530681848526,-0.0016756003024056554","0.44774186611175537,0.35692518949508667,-0.0030456187669187784","0.4486965537071228,0.3428826630115509,-0.005178365856409073","0.4422377049922943,0.3364744782447815,-0.0065536838956177235","0.440179705619812,0.3435022532939911,0.0009609098779037595","0.44410911202430725,0.3307967483997345,-0.004069297108799219","0.44482842087745667,0.3427519202232361,-0.006988969165831804","0.4432850182056427,0.3477243483066559,-0.00840237271040678","0.4332585334777832,0.3448476791381836,-0.0005685612559318542","0.43704667687416077,0.3356192111968994,-0.004880812484771013","0.43828773498535156,0.34908461570739746,-0.005879770033061504","0.4364697337150574,0.3512362241744995,-0.006134616211056709","0.42619627714157104,0.3473243713378906,-0.0029059299267828465","0.43082863092422485,0.33874914050102234,-0.00763738201931119","0.4323095977306366,0.35146453976631165,-0.005415087100118399","0.4302104115486145,0.3547379970550537,-0.0031452798284590244","0.4184790253639221,0.3504481017589569,-0.005445077549666166","0.4238598048686981,0.34314200282096863,-0.007554059382528067","0.42583510279655457,0.35180288553237915,-0.0046083671040833","0.42394089698791504,0.35570016503334045,-0.002025545807555318"
0.0,"0.42808130383491516,0.3835577368736267,-5.676130854226358e-08","0.4397324025630951,0.3710188567638397,-0.002414350863546133","0.4477270543575287,0.356355220079422,-0.0037564390804618597","0.44840437173843384,0.34306907653808594,-0.005559753160923719","0.4416807293891907,0.336446076631546,-0.006510378792881966","0.4399449825286865,0.3437986969947815,0.0006338142557069659","0.44356533885002136,0.3315322995185852,-0.004455276764929295","0.4441283941268921,0.3434503972530365,-0.007360318209975958","0.4424980878829956,0.34788861870765686,-0.008662386797368526","0.4329102635383606,0.3446861505508423,-0.00039863979327492416","0.4363768398761749,0.3364247977733612,-0.004589112009853125","0.4373551905155182,0.34941112995147705,-0.005633484106510878","0.4352220594882965,0.35076960921287537,-0.0058282967656850815","0.42578500509262085,0.34695369005203247,-0.002311334479600191","0.42967551946640015,0.33912837505340576,-0.0068282680585980415","0.4311615824699402,0.3512267470359802,-0.00476167444139719","0.4290388524532318,0.3533993363380432,-0.002610529540106654","0.41808947920799255,0.3500730097293854,-0.004474022891372442","0.4228808581829071,0.3431474566459656,-0.006466201972216368","0.4247913658618927,0.3515796661376953,-0.00352769298478961","0.42279091477394104,0.35507163405418396,-0.0008830058504827321"
0.0,"0.4289962649345398,0.3815123438835144,-6.086572312824501e-08","0.4400966465473175,0.3706129193305969,-0.002253038575872779","0.44754302501678467,0.3568294644355774,-0.003418689826503396","0.44885924458503723,0.34423118829727173,-0.005014229565858841","0.4436347782611847,0.336364209651947,-0.00570360803976655","0.4401771128177643,0.34356391429901123,0.00016905259690247476","0.44381654262542725,0.3310553729534149,-0.004929171409457922","0.4442957937717438,0.34347179532051086,-0.007448649499565363","0.4422518312931061,0.34758877754211426,-0.008384492248296738","0.4331367313861847,0.3446577489376068,-0.0008317564497701824","0.43675485253334045,0.3364930748939514,-0.005235407035797834","0.4375647008419037,0.3499581813812256,-0.006033534184098244","0.43506869673728943,0.3508261740207672,-0.005923048593103886","0.4259480834007263,0.3468247354030609,-0.0026867131236940622","0.43015360832214355,0.33915987610816956,-0.007570503279566765","0.43140873312950134,0.3517168462276459,-0.005564320366829634","0.4289413392543793,0.3531132936477661,-0.003303411416709423","0.4181774854660034,0.34958815574645996,-0.004717591218650341","0.42314285039901733,0.3430550992488861,-0.006985260173678398","0.42489275336265564,0.3516857326030731,-0.004189506638795137","0.42264696955680847,0.3547791540622711,-0.0015580861363559961"
0.0,"0.43014976382255554,0.3806093633174896,-5.984595929930947e-08","0.44115889072418213,0.37041592597961426,-0.002666583750396967","0.4490530490875244,0.3556608557701111,-0.0040613217279314995","0.4502308964729309,0.34248995780944824,-0.0057454900816082954","0.4433686435222626,0.3372553586959839,-0.006493511609733105","0.4417438209056854,0.3426720201969147,-0.0002877750957850367","0.44592368602752686,0.33106327056884766,-0.005356727633625269","0.4459613263607025,0.34376245737075806,-0.007983273826539516","0.4435054063796997,0.34693443775177,-0.009285245090723038","0.4346785545349121,0.34347423911094666,-0.0013490691781044006","0.43873029947280884,0.33460497856140137,-0.006010242737829685","0.4394139349460602,0.3485105335712433,-0.006905211601406336","0.4367467164993286,0.34908419847488403,-0.0068926201201975346","0.4275040626525879,0.34578466415405273,-0.0032313221599906683","0.4317058324813843,0.3374010920524597,-0.00798704195767641","0.43306678533554077,0.3502488434314728,-0.0056856656447052956","0.43037596344947815,0.3517910838127136,-0.0034063132479786873","0.4197556674480438,0.34879741072654724,-0.005384339950978756","0.4245585501194,0.3427063524723053,-0.007574543356895447","0.4263016879558563,0.3514782190322876,-0.0047515942715108395","0.4240754246711731,0.35430482029914856,-0.0022709753829985857"
0.0,"0.43194612860679626,0.3788415789604187,-5.494007382367272e-08","0.44290146231651306,0.36876359581947327,-0.002900300547480583","0.45111432671546936,0.35519158840179443,-0.004559273365885019","0.4517451822757721,0.3421512246131897,-0.006532010622322559","0.4455779790878296,0.3351656198501587,-0.00749766593798995","0.4455385208129883,0.341741144657135,-0.0001009293700917624","0.4495043456554413,0.33028295636177063,-0.005762940272688866","0.4493906795978546,0.34264257550239563,-0.00846864003688097","0.4472969174385071,0.346341997385025,-0.009504346176981926","0.43801307678222656,0.3418143391609192,-0.0010457450989633799","0.4418793022632599,0.3331494927406311,-0.0061795469373464584","0.4422514736652374,0.34722626209259033,-0.00704361405223608","0.4397411048412323,0.3476971983909607,-0.006681493483483791","0.43043187260627747,0.3433219790458679,-0.002930924529209733","0.4341853857040405,0.33610767126083374,-0.008494144305586815","0.4354569911956787,0.34922823309898376,-0.00630873953923583","0.43313243985176086,0.3502867817878723,-0.00371895101852715","0.42235875129699707,0.34564289450645447,-0.00503819203004241","0.42701467871665955,0.340488076210022,-0.007753429468721151","0.42879340052604675,0.3496215343475342,-0.004920806270092726","0.4266813397407532,0.35218408703804016,-0.0021192452404648066"
0.0,"0.43210265040397644,0.37876465916633606,-6.117238626757171e-08","0.443158894777298,0.3688162863254547,-0.002983174519613385","0.45113417506217957,0.35489651560783386,-0.004485282581299543","0.45165368914604187,0.34222131967544556,-0.006157395429909229","0.4457377791404724,0.3352908790111542,-0.006765138357877731","0.4446888864040375,0.34198158979415894,-0.0008460335666313767","0.4486997425556183,0.3301790952682495,-0.006265293341130018","0.44868096709251404,0.34294837713241577,-0.008811602368950844","0.44659900665283203,0.34637755155563354,-0.009812585078179836","0.43745914101600647,0.34229034185409546,-0.0016336649423465133","0.4414277672767639,0.33376383781433105,-0.006300656590610743","0.44188371300697327,0.34800204634666443,-0.006961202714592218","0.43921959400177,0.3481821119785309,-0.006738096009939909","0.43025636672973633,0.34386706352233887,-0.003308290848508477","0.4343888759613037,0.3358505070209503,-0.008361020125448704","0.4355732500553131,0.34908512234687805,-0.006080255843698978","0.43308645486831665,0.35005995631217957,-0.003664234885945916","0.4225952923297882,0.34626418352127075,-0.005226269364356995","0.42732271552085876,0.34020286798477173,-0.007641832809895277","0.42900994420051575,0.3489483892917633,-0.004862155299633741","0.42664429545402527,0.35143253207206726,-0.0022749006748199463"
0.0,"0.43432456254959106,0.3745613992214203,-5.574325356860754e-08","0.445181667804718,0.365951269865036,-0.0029106370639055967","0.4543638527393341,0.3518926501274109,-0.004403590690344572","0.4552060067653656,0.3382680416107178,-0.006155967712402344","0.44834867119789124,0.33233731985092163,-0.006913306657224894","0.4476171135902405,0.33800408244132996,-0.0005432108300738037","0.4520356059074402,0.32597821950912476,-0.005997035186737776","0.451567679643631,0.3390602469444275,-0.008479747921228409","0.4494260549545288,0.343182772397995,-0.009362132288515568","0.44019731879234314,0.33816757798194885,-0.0013622140977531672","0.44440555572509766,0.33036312460899353,-0.006328883580863476","0.4442116320133209,0.3445466160774231,-0.007008187472820282","0.4416451156139374,0.3448822498321533,-0.006574041675776243","0.43291252851486206,0.33989259600639343,-0.0030506786424666643","0.4375855028629303,0.33281412720680237,-0.008242500014603138","0.4383067488670349,0.34573066234588623,-0.005895446520298719","0.43586230278015137,0.34698328375816345,-0.003308872925117612","0.42517194151878357,0.34231650829315186,-0.004975005052983761","0.4308531880378723,0.33672448992729187,-0.00744489673525095","0.43203699588775635,0.34587061405181885,-0.00453921128064394","0.4297182559967041,0.3486311733722687,-0.0017369870329275727"
0.0,"0.437190979719162,0.3694385886192322,-5.231547817174942e-08","0.44863593578338623,0.3604434132575989,-0.002372907707467675","0.45753389596939087,0.34705492854118347,-0.0035736002027988434","0.45916494727134705,0.33404093980789185,-0.005211323034018278","0.4528484046459198,0.327482134103775,-0.005944447126239538","0.45158663392066956,0.3332692086696625,0.0006835891981609166","0.456341028213501,0.32227760553359985,-0.004257087130099535","0.45554274320602417,0.3343038856983185,-0.0068756346590816975","0.45300373435020447,0.33774814009666443,-0.008049153722822666","0.44462692737579346,0.33286771178245544,-0.0003438495914451778","0.44900190830230713,0.32533493638038635,-0.004942183382809162","0.44879937171936035,0.3384711444377899,-0.006027881987392902","0.44643038511276245,0.3390917479991913,-0.00594796659424901","0.43750089406967163,0.3342568576335907,-0.0021983536425977945","0.4419376254081726,0.32743534445762634,-0.006848339922726154","0.44266045093536377,0.33942481875419617,-0.004993271082639694","0.4402201473712921,0.3406018912792206,-0.00284504983574152","0.4299701750278473,0.33647045493125916,-0.004287300631403923","0.4352025091648102,0.3312342166900635,-0.006399271544069052","0.43632638454437256,0.3396424949169159,-0.0037944798823446035","0.43405815958976746,0.34221047163009644,-0.001302317134104669"
0.0,"0.4392084777355194,0.3618640899658203,-4.2295759783428366e-08","0.45175614953041077,0.3522305488586426,-0.0019111562287434936","0.46059995889663696,0.33921071887016296,-0.003091075224801898","0.46178436279296875,0.3261541724205017,-0.0047349995002150536","0.4550687074661255,0.31993260979652405,-0.005643253680318594","0.4543965756893158,0.3268698751926422,0.0005583136808127165","0.4594184458255768,0.31606462597846985,-0.003928251564502716","0.4585531949996948,0.32770687341690063,-0.006480526644736528","0.4559366703033447,0.3311718702316284,-0.007745945360511541","0.4472658038139343,0.3261767327785492,-0.000617484503891319","0.45189663767814636,0.31790274381637573,-0.004567882977426052","0.45147964358329773,0.3310248851776123,-0.005519916769117117","0.4485805332660675,0.33231866359710693,-0.005613240879029036","0.4400067925453186,0.3272268772125244,-0.0024926511105149984","0.4444833993911743,0.3195521831512451,-0.006500393617898226","0.44510984420776367,0.33163684606552124,-0.004416353534907103","0.4425372779369354,0.3338216543197632,-0.002328849397599697","0.43221527338027954,0.3291086256504059,-0.004554920829832554","0.4370673894882202,0.32320186495780945,-0.0062394230626523495","0.4384106695652008,0.331389844417572,-0.0034630929585546255","0.43637028336524963,0.3343895673751831,-0.0010301365982741117"
