gesture,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.0,"0.5146442651748657,0.3586932122707367,-7.287344772066717e-08","0.5266743898391724,0.37230634689331055,-0.00041018513729795814","0.5362629890441895,0.3776077926158905,-0.0027137326542288065","0.5436010360717773,0.3817967474460602,-0.005941412877291441","0.5487965941429138,0.38387227058410645,-0.00846458412706852","0.5492036938667297,0.3436448872089386,-0.00165906164329499","0.555554986000061,0.36665448546409607,-0.007025149650871754","0.547229528427124,0.37305179238319397,-0.010378002189099789","0.5429883599281311,0.36946916580200195,-0.012405365705490112","0.5458163022994995,0.3377678692340851,-0.004419685807079077","0.5508759617805481,0.366027295589447,-0.009215055964887142","0.5425335168838501,0.3718251585960388,-0.010021970607340336","0.5384241938591003,0.3674471974372864,-0.010326512157917023","0.5407599806785583,0.3359071910381317,-0.007685502991080284","0.5445675849914551,0.3636835217475891,-0.011720987968146801","0.5374879837036133,0.36835891008377075,-0.01012321189045906","0.5340946912765503,0.3634762763977051,-0.008727975189685822","0.5346056222915649,0.3370641767978668,-0.011201569810509682","0.5382215976715088,0.35852357745170593,-0.013032144866883755","0.5334382057189941,0.36220282316207886,-0.01135137677192688","0.5307273864746094,0.3578391373157501,-0.010024714283645153"
0.0,"0.5139520764350891,0.35458651185035706,-6.931550444733148e-08","0.5261476039886475,0.3699811100959778,-0.001152321696281433","0.5360661149024963,0.3769976794719696,-0.003241842146962881","0.5434803366661072,0.379985511302948,-0.005986890289932489","0.5479699373245239,0.37731876969337463,-0.007998747751116753","0.548790693283081,0.34355998039245605,6.640019273618236e-05","0.5529295206069946,0.3668800890445709,-0.004832712467759848","0.5446547865867615,0.3709891736507416,-0.008480972610414028","0.5412455201148987,0.3654811978340149,-0.010932551696896553","0.5457589030265808,0.3368697166442871,-0.0021117343567311764","0.5491076707839966,0.36480817198753357,-0.006367729976773262","0.5407622456550598,0.36843475699424744,-0.007666195742785931","0.5376795530319214,0.363146036863327,-0.008351449854671955","0.5410900712013245,0.333997905254364,-0.004909447859972715","0.5437008738517761,0.36118805408477783,-0.00853505078703165","0.536483108997345,0.3644309341907501,-0.007330002263188362","0.5334842205047607,0.35918128490448,-0.0062164245173335075","0.5353612899780273,0.33429571986198425,-0.008066951297223568","0.5383612513542175,0.35556697845458984,-0.009744440205395222","0.5332444310188293,0.3582458198070526,-0.008317364379763603","0.5304104089736938,0.3533685505390167,-0.0070524695329368114"
0.0,"0.5139362215995789,0.35528677701950073,-5.8594302743131266e-08","0.5247200727462769,0.3708796203136444,-0.0009373275679536164","0.5342225432395935,0.37851840257644653,-0.0028923593927174807","0.5412322282791138,0.3824998736381531,-0.005443159956485033","0.5447075963020325,0.3792811334133148,-0.007404560688883066","0.5473726391792297,0.34449899196624756,-0.00023825702373869717","0.5511453151702881,0.3678644299507141,-0.004820849280804396","0.5436277985572815,0.37220069766044617,-0.0084276357665658","0.5401772260665894,0.36657196283340454,-0.010862632654607296","0.5443525314331055,0.33877629041671753,-0.0023196511901915073","0.5471464395523071,0.3660289943218231,-0.006056843791157007","0.5398035645484924,0.3696853518486023,-0.007396392524242401","0.536491334438324,0.36395376920700073,-0.008300132118165493","0.539655864238739,0.3367135226726532,-0.0049200174398720264","0.5419052243232727,0.3626132607460022,-0.007993144914507866","0.535490870475769,0.3662060797214508,-0.006809477228671312","0.5324128270149231,0.36097589135169983,-0.005926187615841627","0.5337705016136169,0.33770638704299927,-0.007849619723856449","0.5362963080406189,0.3578192889690399,-0.00912537518888712","0.5316475629806519,0.3609602749347687,-0.007603351026773453","0.5288875102996826,0.35685616731643677,-0.006429449189454317"
0.0,"0.5121765732765198,0.35615476965904236,-6.517475981127063e-08","0.5221559405326843,0.3737051784992218,-0.001723988214507699","0.5318964719772339,0.38310766220092773,-0.0038809548132121563","0.5389856100082397,0.3871360719203949,-0.006408717017620802","0.5428733229637146,0.3827672302722931,-0.008251000195741653","0.5454962253570557,0.3496911823749542,-0.0005983644514344633","0.548033595085144,0.37373870611190796,-0.005318394862115383","0.5407946109771729,0.3754369616508484,-0.009193522855639458","0.5378909111022949,0.36868447065353394,-0.011877006851136684","0.542735755443573,0.34410399198532104,-0.002320707542821765","0.5443697571754456,0.3719453811645508,-0.0060047307051718235","0.5374954342842102,0.37319374084472656,-0.007563032675534487","0.534938633441925,0.3673728108406067,-0.008751509711146355","0.5380732417106628,0.3422890901565552,-0.004646880552172661","0.5391607284545898,0.36870014667510986,-0.007590478751808405","0.5332280993461609,0.370227575302124,-0.006758765317499638","0.5307747721672058,0.3648529052734375,-0.006272613536566496","0.5321434736251831,0.3439406156539917,-0.007406542543321848","0.5337867736816406,0.36500266194343567,-0.008743503130972385","0.5294154286384583,0.36625462770462036,-0.00772995688021183","0.5270196795463562,0.36127737164497375,-0.0070218476466834545"
0.0,"0.5109006762504578,0.36139729619026184,-6.647836414686026e-08","0.5191906690597534,0.3790287673473358,-0.0013827856164425611","0.528465211391449,0.38889724016189575,-0.003313068300485611","0.5355457663536072,0.3934538662433624,-0.005613652057945728","0.5398389101028442,0.39041757583618164,-0.007444250397384167","0.5431973338127136,0.35919469594955444,-0.0012187367537990212","0.5450684428215027,0.3813585638999939,-0.005392683669924736","0.538031816482544,0.3844793438911438,-0.00878982339054346","0.5347912907600403,0.3790627121925354,-0.011081691831350327","0.540326714515686,0.3527240455150604,-0.0027620894834399223","0.5403345823287964,0.3779924511909485,-0.005808032117784023","0.5337583422660828,0.3802000880241394,-0.007291044108569622","0.5310143828392029,0.3741629123687744,-0.008552427403628826","0.5354291796684265,0.3495352268218994,-0.004717034753412008","0.5355475544929504,0.37313511967658997,-0.0073024737648665905","0.5299719572067261,0.3753831386566162,-0.006703624967485666","0.5274247527122498,0.36988794803619385,-0.006419179029762745","0.5294567346572876,0.3488887548446655,-0.006957697216421366","0.530295729637146,0.36751648783683777,-0.00818778295069933","0.526395857334137,0.3701198101043701,-0.007134018000215292","0.5241151452064514,0.36609596014022827,-0.006345671601593494"
0.0,"0.5084989070892334,0.36205074191093445,-6.112455253060034e-08","0.5157367587089539,0.38195493817329407,-0.002072890056297183","0.5239119529724121,0.39258742332458496,-0.00410476652905345","0.5305774807929993,0.3973235487937927,-0.006392067298293114","0.5352470278739929,0.3957584500312805,-0.008046213537454605","0.5403921604156494,0.364777147769928,-0.0011444194242358208","0.541420042514801,0.3867025375366211,-0.005668452009558678","0.5343711376190186,0.3882707953453064,-0.009137960150837898","0.5315306782722473,0.38302773237228394,-0.011423066258430481","0.5382300019264221,0.3584088981151581,-0.0024397706147283316","0.5373586416244507,0.38418275117874146,-0.006054218392819166","0.5306400656700134,0.3852536380290985,-0.007552960887551308","0.5282166600227356,0.38041678071022034,-0.008556364104151726","0.534047544002533,0.3550042510032654,-0.004311463329941034","0.5320582985877991,0.3797679841518402,-0.007340718526393175","0.5263147950172424,0.38065391778945923,-0.00675205048173666","0.52413409948349,0.3760855793952942,-0.006243439856916666","0.5283903479576111,0.35424914956092834,-0.006606526207178831","0.5268961191177368,0.37391147017478943,-0.00809199083596468","0.522568941116333,0.37512218952178955,-0.007324777543544769","0.5206179618835449,0.371502161026001,-0.0066196308471262455"
0.0,"0.5048428773880005,0.3630813658237457,-6.022748522127586e-08","0.5114176869392395,0.3834702968597412,-0.0015078801661729813","0.5198706388473511,0.39547744393348694,-0.0034071693662554026","0.5268540978431702,0.40146052837371826,-0.005653496831655502","0.5319958925247192,0.3989325761795044,-0.00728263845667243","0.5366395115852356,0.3685818612575531,-0.0009107243386097252","0.537911057472229,0.39159348607063293,-0.005415621679276228","0.5301626920700073,0.3932311236858368,-0.008838455192744732","0.5264467000961304,0.38801711797714233,-0.011005580425262451","0.5346736907958984,0.36175140738487244,-0.0025054041761904955","0.5345156192779541,0.38839486241340637,-0.006135039497166872","0.5269595384597778,0.38924217224121094,-0.007532972376793623","0.5237007141113281,0.3844321370124817,-0.008360624313354492","0.5305591821670532,0.3578565716743469,-0.004622514825314283","0.5292033553123474,0.3832899034023285,-0.007501597050577402","0.5229520201683044,0.38384807109832764,-0.006674336735159159","0.5202978253364563,0.37893298268318176,-0.005995768588036299","0.5248560309410095,0.3566262722015381,-0.007104598917067051","0.5241716504096985,0.37764036655426025,-0.00835825689136982","0.5195707082748413,0.37834247946739197,-0.007278747390955687","0.517239511013031,0.373909592628479,-0.00640097027644515"
0.0,"0.50095534324646,0.36520400643348694,-5.924382762145797e-08","0.5075216889381409,0.3855612576007843,-0.002162282122299075","0.5153278708457947,0.3972955346107483,-0.004501198418438435","0.5216261744499207,0.4038439691066742,-0.00711189117282629","0.5280748009681702,0.40331152081489563,-0.008955017663538456","0.5327404141426086,0.3700251579284668,-0.0013424326898530126","0.5332134962081909,0.394472599029541,-0.0063024358823895454","0.5259220004081726,0.39468827843666077,-0.009908579289913177","0.5235661864280701,0.38787320256233215,-0.012260769493877888","0.5313242077827454,0.36401838064193726,-0.0027511182706803083","0.5295107364654541,0.39227819442749023,-0.006801511626690626","0.5223337411880493,0.39110079407691956,-0.0080740200355649","0.520494818687439,0.38444942235946655,-0.008914249017834663","0.5274954438209534,0.3610214591026306,-0.004831918980926275","0.5245950222015381,0.387759804725647,-0.007960700429975986","0.5184423923492432,0.38673898577690125,-0.006904630921781063","0.5169674754142761,0.38052085041999817,-0.006198633462190628","0.5221049785614014,0.3607449531555176,-0.007379468064755201","0.5196700692176819,0.3819192349910736,-0.008765476755797863","0.5151662826538086,0.38091370463371277,-0.007783700246363878","0.513900876045227,0.3749220669269562,-0.007075083442032337"
0.0,"0.49643203616142273,0.36583080887794495,-6.081478431951837e-08","0.5027211904525757,0.38655924797058105,-0.0017813894664868712","0.5107390880584717,0.3989461660385132,-0.003948739729821682","0.517261266708374,0.4060647189617157,-0.006418106146156788","0.5233231782913208,0.4063117504119873,-0.008161996491253376","0.5287818908691406,0.3735206127166748,-0.0012639275519177318","0.5293449759483337,0.39789772033691406,-0.006069558206945658","0.5215849876403809,0.3982747197151184,-0.009666891768574715","0.5182702541351318,0.3926714062690735,-0.011963322758674622","0.5271217226982117,0.36669519543647766,-0.002774775493890047","0.5257418155670166,0.3944939970970154,-0.00677325576543808","0.518083930015564,0.39414042234420776,-0.008153295144438744","0.5151466727256775,0.38896435499191284,-0.008960996754467487","0.5229793787002563,0.3629102408885956,-0.004874667152762413","0.5209187865257263,0.38932013511657715,-0.007859308272600174","0.5145772099494934,0.3892074227333069,-0.006846057716757059","0.5119619965553284,0.38402578234672546,-0.006059946026653051","0.5171026587486267,0.361912339925766,-0.007397766690701246","0.5158633589744568,0.3832683563232422,-0.00863205548375845","0.5114197134971619,0.3833925724029541,-0.007583692204207182","0.5092858672142029,0.3786000907421112,-0.006750289350748062"
0.0,"0.4927895963191986,0.3681873679161072,-6.200346547302615e-08","0.4988800287246704,0.38940271735191345,-0.0013736161636188626","0.5069725513458252,0.40226712822914124,-0.003275497118011117","0.5135052800178528,0.41003888845443726,-0.005551363341510296","0.5191765427589417,0.40966781973838806,-0.007230767980217934","0.5253562331199646,0.377459853887558,-0.0012088732328265905","0.5257638692855835,0.4017050564289093,-0.005717271473258734","0.5180934071540833,0.40255996584892273,-0.009167405776679516","0.5146663784980774,0.3964695334434509,-0.011349399574100971","0.5235077142715454,0.3707241714000702,-0.0028038944583386183","0.5215796232223511,0.3975960910320282,-0.0062506310641765594","0.5142752528190613,0.3977810740470886,-0.007616301998496056","0.5115562677383423,0.39200666546821594,-0.008577659726142883","0.5191691517829895,0.3667446970939636,-0.00487931864336133","0.5168567895889282,0.39205366373062134,-0.007697428110986948","0.510620653629303,0.39272862672805786,-0.0068543762899935246","0.5081090927124023,0.3876401484012604,-0.00624131690710783","0.5131894946098328,0.36499452590942383,-0.007276496384292841","0.5118247270584106,0.38499441742897034,-0.008595451712608337","0.5072710514068604,0.38648754358291626,-0.007465098053216934","0.5050315260887146,0.3829841911792755,-0.006535444874316454"
