gesture,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.0,"0.4778863191604614,0.2823467254638672,-7.4604493249808e-08","0.4806256592273712,0.25480908155441284,0.0014239512383937836","0.47959157824516296,0.2286313772201538,0.0007798615843057632","0.4756965637207031,0.2115868330001831,-0.0006517847068607807","0.4703836143016815,0.20359832048416138,-0.0016030974220484495","0.4840429723262787,0.20420193672180176,0.0011764810187742114","0.4744804799556732,0.18714508414268494,-0.0018046058248728514","0.4738023579120636,0.19887994229793549,-0.003946476615965366","0.47741687297821045,0.20876586437225342,-0.004901503212749958","0.4775729775428772,0.2078101485967636,-0.000692824658472091","0.4678616523742676,0.19580306112766266,-0.0018064064206555486","0.46757686138153076,0.20701256394386292,-0.0017063991399481893","0.47181105613708496,0.2140428125858307,-0.001618561684153974","0.47025468945503235,0.2142971158027649,-0.0027891299687325954","0.4618668556213379,0.20571522414684296,-0.0026919199153780937","0.46259206533432007,0.21473342180252075,-0.0004946509725414217","0.4664865732192993,0.22025398910045624,0.0006270695594139397","0.46298784017562866,0.22116334736347198,-0.004967185202986002","0.4561218023300171,0.21347475051879883,-0.0035965791903436184","0.457157164812088,0.22236143052577972,-0.0005738673498854041","0.46038389205932617,0.2278481125831604,0.0016923996154218912"
0.0,"0.4847313463687897,0.2712353765964508,-6.999514567951337e-08","0.4939759075641632,0.24651125073432922,0.0047755734995007515","0.4952475428581238,0.22551017999649048,0.005727581214159727","0.4913131892681122,0.2109466791152954,0.0053438469767570496","0.4847482144832611,0.20487353205680847,0.0049876258708536625","0.49398815631866455,0.20428158342838287,0.003971782512962818","0.4891841411590576,0.18556907773017883,0.00363771035335958","0.4874357283115387,0.19520056247711182,0.002907749265432358","0.4884823262691498,0.20716863870620728,0.0027832472696900368","0.4848031997680664,0.20455755293369293,0.001563168945722282","0.48040613532066345,0.1975608766078949,0.004103632178157568","0.48008671402931213,0.20694005489349365,0.004756113048642874","0.4823095202445984,0.214857280254364,0.004387048073112965","0.4763065576553345,0.20959509909152985,-0.00044207650353200734","0.4741760492324829,0.20574280619621277,0.0030005662702023983","0.47436007857322693,0.21410292387008667,0.004495987668633461","0.47603532671928406,0.22234806418418884,0.004263447131961584","0.4690728485584259,0.21547982096672058,-0.002206162316724658","0.4681416153907776,0.21262326836585999,0.001337759429588914","0.4684273898601532,0.2215566337108612,0.004150047432631254","0.4696805477142334,0.22977480292320251,0.005860007833689451"
0.0,"0.4883717894554138,0.2696779668331146,-5.0815881280641406e-08","0.497789204120636,0.24911686778068542,0.0030653513967990875","0.49991902709007263,0.22947604954242706,0.0035084839910268784","0.49753421545028687,0.21424129605293274,0.002863447880372405","0.4929242730140686,0.20562586188316345,0.002329913666471839","0.49754923582077026,0.21036435663700104,0.002546217991039157","0.49604532122612,0.19034817814826965,0.000721836811862886","0.49398449063301086,0.19500206410884857,-0.0009234761819243431","0.4934869706630707,0.2065926343202591,-0.0013328237691894174","0.4888394773006439,0.21074283123016357,0.0007758634747005999","0.48621952533721924,0.2005835622549057,0.001390264369547367","0.4858895242214203,0.2076907455921173,0.001290421700105071","0.4871448278427124,0.21618670225143433,0.000854550686199218","0.48053956031799316,0.21536771953105927,-0.0008771935827098787","0.4792866110801697,0.20837312936782837,0.0007775456761009991","0.47949475049972534,0.21446621417999268,0.001993688056245446","0.48056042194366455,0.22268547117710114,0.0021069247741252184","0.47309690713882446,0.22130805253982544,-0.0023792788852006197","0.4727892279624939,0.2156626433134079,-0.00013341993326321244","0.4733782410621643,0.2213352918624878,0.002251613885164261","0.47439873218536377,0.22836129367351532,0.003907307051122189"
0.0,"0.4902113080024719,0.2703155279159546,-5.164521610367956e-08","0.5004335641860962,0.25389018654823303,0.0013717686524614692","0.5034939050674438,0.2347254902124405,0.0016845351783558726","0.5018901824951172,0.21990567445755005,0.0012392086209729314","0.49879714846611023,0.21005140244960785,0.0010694443481042981","0.5008394718170166,0.2150282859802246,0.0015824350994080305","0.5008360743522644,0.19544941186904907,-0.0006409324123524129","0.49872392416000366,0.20065370202064514,-0.0024351647589355707","0.49736252427101135,0.21228885650634766,-0.002895702375099063","0.492643266916275,0.21446792781352997,0.0005847571301274002","0.4904937744140625,0.20620810985565186,0.0005590220680460334","0.4901677072048187,0.21372315287590027,0.00022844216437079012","0.4910327196121216,0.22179695963859558,-0.00015909192734397948","0.48467159271240234,0.21814991533756256,-0.0005156021215952933","0.4832626283168793,0.21296869218349457,0.0003130756667815149","0.4837453067302704,0.21947652101516724,0.0014712357660755515","0.4846813678741455,0.22715865075588226,0.0018173771677538753","0.4774496555328369,0.2235739827156067,-0.0015975029673427343","0.4768979549407959,0.21898017823696136,-0.00013398929149843752","0.477590411901474,0.2246970534324646,0.0021629862021654844","0.4785872995853424,0.23139220476150513,0.003955031745135784"
0.0,"0.4939829111099243,0.26943957805633545,-4.642874174010103e-08","0.5043168067932129,0.253525048494339,0.00017060489335563034","0.5079616904258728,0.23406018316745758,-0.000275848142337054","0.5062406659126282,0.21767351031303406,-0.0013099164934828877","0.5030335187911987,0.20760628581047058,-0.0021273561287671328","0.5034794211387634,0.2140726000070572,0.0003475186531431973","0.5028479099273682,0.1987682282924652,-0.002557529602199793","0.502380907535553,0.2060961276292801,-0.004949887283146381","0.5024393796920776,0.2171669602394104,-0.005921468138694763","0.495493620634079,0.21514835953712463,-0.0005480432300828397","0.4940822124481201,0.20858383178710938,-0.002145190490409732","0.49514293670654297,0.21801155805587769,-0.0031440311577171087","0.49672138690948486,0.22794564068317413,-0.0036519872955977917","0.4878997504711151,0.21962009370326996,-0.0016144609544426203","0.4876018762588501,0.21594810485839844,-0.0025743821170181036","0.4890422224998474,0.2237677276134491,-0.0017099132528528571","0.490433007478714,0.23281292617321014,-0.0010284093441441655","0.48099973797798157,0.2252516895532608,-0.0027527010533958673","0.4816775619983673,0.22189946472644806,-0.0029496566858142614","0.48315873742103577,0.22891828417778015,-0.0012204437516629696","0.4844176769256592,0.23637965321540833,0.0005166803020983934"
0.0,"0.4957304894924164,0.2710954546928406,-4.5899870571020074e-08","0.5061700940132141,0.2551030218601227,0.0006204158416949213","0.5099400281906128,0.23746220767498016,7.8879005741328e-05","0.5074399709701538,0.22331301867961884,-0.0008248338708654046","0.5034382343292236,0.2150072455406189,-0.0015609795227646828","0.5057149529457092,0.2138412892818451,-5.1728158723562956e-05","0.5042330026626587,0.20524953305721283,-0.0019822088070213795","0.5038371682167053,0.21458496153354645,-0.003991458564996719","0.5040834546089172,0.22451333701610565,-0.005109912250190973","0.4973371624946594,0.2132875770330429,-0.0011125403689220548","0.4959777891635895,0.21199163794517517,-0.0013304231688380241","0.4964432716369629,0.22129173576831818,-0.0019342100713402033","0.49747565388679504,0.2298748940229416,-0.002584565430879593","0.48930975794792175,0.21771159768104553,-0.0021041803993284702","0.4889207184314728,0.21938568353652954,-0.0018406889867037535","0.4897959232330322,0.22733944654464722,-0.0008562034927308559","0.4907684624195099,0.23487456142902374,-0.0005600516451522708","0.4821459650993347,0.22419974207878113,-0.003139096312224865","0.4830602705478668,0.2260897308588028,-0.0025175807531923056","0.48429372906684875,0.2340245097875595,-0.0006349037284962833","0.48508283495903015,0.24008424580097198,0.000949044362641871"
0.0,"0.49476879835128784,0.2706426680088043,-3.401149939463721e-08","0.5049658417701721,0.25703907012939453,0.0003202141961082816","0.5090576410293579,0.23908007144927979,0.00017458283400628716","0.5075573325157166,0.22419150173664093,-0.00023351825075224042","0.5047855377197266,0.2143983095884323,-0.0003942933981306851","0.5041684508323669,0.21727915108203888,0.0010071172146126628","0.5036209225654602,0.2090722620487213,-0.00048242975026369095","0.5035959482192993,0.2180204689502716,-0.0023592461366206408","0.503546416759491,0.22676123678684235,-0.0033509130589663982","0.4961502254009247,0.216764435172081,0.0003128329408355057","0.49583131074905396,0.21455207467079163,0.000600274302996695","0.4963568150997162,0.22279347479343414,-0.00014308792015071958","0.49676311016082764,0.22994637489318848,-0.0009355635265819728","0.4884907603263855,0.22022366523742676,-0.00040694139897823334","0.48894184827804565,0.2197481393814087,0.00026042433455586433","0.48976340889930725,0.22691456973552704,0.001072537968866527","0.49021172523498535,0.23350811004638672,0.0012441547587513924","0.48169833421707153,0.22524841129779816,-0.0011806285474449396","0.48324137926101685,0.22387364506721497,3.427475894568488e-05","0.48414817452430725,0.2311013787984848,0.0020805124659091234","0.48443475365638733,0.23684008419513702,0.0036721862852573395"
0.0,"0.49410244822502136,0.26997867226600647,-3.5220182326156646e-08","0.503757655620575,0.2549753189086914,0.0007605489809066057","0.5056770443916321,0.23768030107021332,0.0005717282765544951","0.5019031763076782,0.2258724868297577,6.024182221153751e-05","0.4977875053882599,0.21940119564533234,-0.0004196958034299314","0.4997255504131317,0.21427805721759796,0.0004364779742900282","0.4987952411174774,0.21354171633720398,-0.0008677043369971216","0.49933069944381714,0.22424717247486115,-0.002879414474591613","0.4995722472667694,0.2318958044052124,-0.004310062620788813","0.4920094311237335,0.21505770087242126,-0.0006647584377788007","0.4913114011287689,0.2195058912038803,-0.0003112895064987242","0.4925238788127899,0.22971463203430176,-0.0009981448529288173","0.4933525621891022,0.23713858425617218,-0.001871664309874177","0.48496013879776,0.22103355824947357,-0.0016473022988066077","0.4848744571208954,0.2264636754989624,-0.001079099834896624","0.48669466376304626,0.23436087369918823,-0.0005367517005652189","0.48783642053604126,0.24062573909759521,-0.0006251243175938725","0.4791792333126068,0.2291289120912552,-0.002648284425958991","0.48038581013679504,0.234333336353302,-0.0019714124500751495","0.48234835267066956,0.24144557118415833,-0.0005589139764197171","0.48319196701049805,0.24623222649097443,0.0005810731090605259"
0.0,"0.4930790066719055,0.26920583844184875,-2.5942158643488256e-08","0.5003066658973694,0.25371435284614563,-7.724502211203799e-05","0.5011377334594727,0.23717214167118073,-0.0009502843022346497","0.4971507787704468,0.22760948538780212,-0.0019024525536224246","0.492557168006897,0.22346711158752441,-0.002808575751259923","0.49595189094543457,0.2147863656282425,-0.0009294279152527452","0.49262723326683044,0.21733364462852478,-0.0030119933653622866","0.49362805485725403,0.2274121791124344,-0.005511673633009195","0.4949853718280792,0.23388011753559113,-0.007218445185571909","0.48825883865356445,0.21696043014526367,-0.0020222365856170654","0.48593881726264954,0.22270172834396362,-0.0024354776833206415","0.48753222823143005,0.23155567049980164,-0.0031758276745676994","0.48916366696357727,0.23771221935749054,-0.003990990109741688","0.48110681772232056,0.2241816222667694,-0.0030820283573120832","0.4798046350479126,0.22999036312103271,-0.0031872119288891554","0.4819064438343048,0.23732943832874298,-0.0024729794822633266","0.48375368118286133,0.24216535687446594,-0.00233454629778862","0.47527197003364563,0.2336408942937851,-0.004256614949554205","0.47554704546928406,0.23871494829654694,-0.004119231831282377","0.4778783917427063,0.24507728219032288,-0.002697261283174157","0.47932127118110657,0.2483443170785904,-0.0014955168589949608"
0.0,"0.4918668866157532,0.2686246633529663,-1.619988410084261e-08","0.496898353099823,0.25160786509513855,0.00011780338536482304","0.49563345313072205,0.23594266176223755,-0.0004626791051123291","0.49084630608558655,0.22897647321224213,-0.0012716036289930344","0.4854056239128113,0.22866179049015045,-0.0022974133025854826","0.4887451231479645,0.21927036345005035,-0.00020553234207909554","0.4868004322052002,0.2226749062538147,-0.002216600114479661","0.4874759316444397,0.23079420626163483,-0.004679405130445957","0.48871341347694397,0.23719759285449982,-0.006347010377794504","0.4818275570869446,0.22211101651191711,-0.0012354401405900717","0.4808647930622101,0.22733502089977264,-0.0016407935181632638","0.4820902347564697,0.23448942601680756,-0.002606657799333334","0.48388031125068665,0.24032697081565857,-0.0035877397749572992","0.4760332405567169,0.2300347089767456,-0.0022697350941598415","0.4755210280418396,0.23420080542564392,-0.002891718177124858","0.4771918058395386,0.24001319706439972,-0.002986588515341282","0.4791603088378906,0.2447686344385147,-0.0032553919591009617","0.47162240743637085,0.2399364858865738,-0.003314283676445484","0.4712819457054138,0.24409793317317963,-0.004060361534357071","0.47356152534484863,0.24899907410144806,-0.00342063931748271","0.47560232877731323,0.2523741126060486,-0.002640997525304556"
