gesture,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.0,"0.5631929039955139,0.4330533444881439,-2.377408065967757e-07","0.5339223742485046,0.4194982945919037,-0.0151934092864394","0.5118070244789124,0.3711788058280945,-0.020266218110919","0.5014433264732361,0.3202219605445862,-0.0246187597513198","0.5010559558868408,0.2818931639194488,-0.0254652984440326","0.5155935883522034,0.3200389146804809,-0.000235003652051","0.5178762674331665,0.2720237970352173,-0.0180852562189102","0.5250357389450073,0.3105916380882263,-0.0261821765452623","0.5257664918899536,0.3330665230751037,-0.0281395930796861","0.5339885950088501,0.3214634954929352,0.0013808127259835","0.5383734703063965,0.2779319286346435,-0.0170771852135658","0.5412600040435791,0.3307160139083862,-0.0202870219945907","0.5367171764373779,0.3451247215270996,-0.0171452593058347","0.5510050654411316,0.3274266719818115,-0.0010108163114637","0.5562065243721008,0.2993015348911285,-0.0212643649429082","0.5554710030555725,0.3502018451690674,-0.0172398183494806","0.5508847832679749,0.3619054853916168,-0.008464191108942","0.5678567290306091,0.3361718952655792,-0.004570753313601","0.5705013871192932,0.3162618279457092,-0.0151774007827043","0.5688594579696655,0.3507989048957824,-0.0105512626469135","0.5658829808235168,0.3624760508537292,-0.0038639635313302"
0.0,"0.5671276450157166,0.4458597004413605,-2.5581994123058394e-07","0.5402199029922485,0.4286920130252838,-0.0154073880985379","0.5185563564300537,0.3809885084629059,-0.0200512986630201","0.5078010559082031,0.3306185007095337,-0.0246192403137683","0.5039615035057068,0.2923321723937988,-0.025798974558711","0.5215184092521667,0.3308179676532745,0.0033568965736776","0.5229344964027405,0.2851921617984772,-0.014417533762753","0.5287907123565674,0.3234395086765289,-0.0220477581024169","0.5295422077178955,0.341981291770935,-0.0238075908273458","0.5400175452232361,0.3325275182723999,0.004383553750813","0.5453088283538818,0.2932776212692261,-0.0139965517446398","0.545911431312561,0.3463376462459564,-0.0162473432719707","0.5407440662384033,0.353048175573349,-0.0125436307862401","0.5566208362579346,0.338716447353363,0.0007220174884423","0.562982976436615,0.312401533126831,-0.0185371562838554","0.5596984028816223,0.3611802756786346,-0.0144289480522274","0.5536395311355591,0.3660609424114227,-0.0063739763572812","0.5722867250442505,0.3471214771270752,-0.0045668487437069","0.5770664811134338,0.3292951285839081,-0.0146617060527205","0.573426365852356,0.3642091155052185,-0.0106860129162669","0.5689448714256287,0.3733167648315429,-0.004821931477636"
0.0,"0.5665910243988037,0.4466269612312317,-2.2792463028054047e-07","0.5394477248191833,0.4270820021629333,-0.0130335791036486","0.5203784704208374,0.3801647424697876,-0.0165287181735038","0.510230302810669,0.3314500451087951,-0.0204841401427984","0.5064741969108582,0.2945349514484405,-0.0212475042790174","0.5239623785018921,0.3334877789020538,0.0065304874442517","0.5251938104629517,0.2861722111701965,-0.0111869070678949","0.5319755673408508,0.3231451511383056,-0.0198356285691261","0.532952070236206,0.3432508111000061,-0.0221483185887336","0.5416772961616516,0.3362840116024017,0.0066983848810195","0.5464726090431213,0.2956129610538482,-0.0123862689360976","0.5475817322731018,0.3464972376823425,-0.0166049469262361","0.5426397919654846,0.3571572601795196,-0.0139889204874634","0.5574565529823303,0.3425928056240082,0.0023992983624339","0.5635152459144592,0.31586354970932,-0.0175324138253927","0.5610331296920776,0.3639489412307739,-0.0149025414139032","0.5551302433013916,0.3720304071903229,-0.00724081043154","0.5726584196090698,0.3502518832683563,-0.0032062411773949","0.5779006481170654,0.3310601413249969,-0.0134114455431699","0.5750152468681335,0.3647492527961731,-0.0096751935780048","0.5705806016921997,0.3755514919757843,-0.0036635831929743"
0.0,"0.5671833753585815,0.4494182169437408,-2.1926436488683978e-07","0.5415861010551453,0.4314475953578949,-0.0142982602119445","0.5219078660011292,0.383954793214798,-0.0184328909963369","0.5118412971496582,0.33394455909729,-0.0227101445198059","0.5079857707023621,0.296501487493515,-0.0237098336219787","0.5243207216262817,0.3363314270973205,0.0047272872179746","0.5257951617240906,0.2898223996162414,-0.0131067289039492","0.5327436327934265,0.3259821534156799,-0.0212981216609478","0.5341170430183411,0.3454644680023193,-0.0232703741639852","0.5419760346412659,0.3384773433208465,0.0053915339522063","0.5472550392150879,0.2982922494411468,-0.0137406401336193","0.548456072807312,0.3490402400493622,-0.0171293150633573","0.5438351035118103,0.3584747016429901,-0.0138190947473049","0.5578723549842834,0.3443701267242431,0.0014845194527879","0.5645309090614319,0.3186669647693634,-0.018790990114212","0.5619898438453674,0.3667677044868469,-0.0157136972993612","0.5562238097190857,0.3737330436706543,-0.0076559907756745","0.5733267068862915,0.3518439829349518,-0.003828601213172","0.5786170363426208,0.3343639373779297,-0.0146194202825427","0.5757706165313721,0.3682494163513183,-0.0110448813065886","0.571257472038269,0.3780215084552765,-0.0050492482259869"
0.0,"0.5666534900665283,0.4510342478752136,-2.1533750782509744e-07","0.5412429571151733,0.431206613779068,-0.0140325427055358","0.5227900743484497,0.3845719695091247,-0.018113300204277","0.5133466124534607,0.3360896110534668,-0.0224185232073068","0.5091484189033508,0.2988986074924469,-0.0234645809978246","0.5259512662887573,0.3364136815071106,0.0052988156676292","0.5280337929725647,0.2909672260284424,-0.0124874142929911","0.5338315367698669,0.3271470665931701,-0.0208355225622653","0.5346535444259644,0.3464240133762359,-0.0229551717638969","0.5434581637382507,0.3397241532802582,0.0058648283593356","0.5487918853759766,0.300103485584259,-0.013351215980947","0.5490075349807739,0.3507940173149109,-0.017090231180191","0.5444806218147278,0.3601453304290771,-0.0140004251152277","0.5589999556541443,0.3466641306877136,0.001869297819212","0.5656309723854065,0.3222087323665619,-0.0183436777442693","0.5621979236602783,0.369703859090805,-0.0156904980540275","0.5564371943473816,0.3761409819126129,-0.0079152956604957","0.5740601420402527,0.3549805283546448,-0.0035160519182682","0.5793683528900146,0.337979644536972,-0.0142142428085207","0.5755468606948853,0.3713561594486236,-0.0109063955023884","0.570711076259613,0.3809685409069061,-0.0051203756593167"
0.0,"0.5674890875816345,0.452118456363678,-2.203036189030172e-07","0.5418378114700317,0.434038758277893,-0.0144670661538839","0.5227570533752441,0.3859003186225891,-0.0185972768813371","0.5135274529457092,0.3359028100967407,-0.0227669980376958","0.5108499526977539,0.2984574139118194,-0.0236181728541851","0.5266125202178955,0.3386333286762237,0.0043933712877333","0.5292885899543762,0.2939192950725555,-0.0129393227398395","0.5353108644485474,0.3313614726066589,-0.0206515211611986","0.5359469652175903,0.3498390018939972,-0.022467203438282","0.543731153011322,0.341910570859909,0.0052202357910573","0.549797773361206,0.30266273021698,-0.0135459918528795","0.5498145818710327,0.3532703220844269,-0.0167148262262344","0.5448527336120605,0.3615613281726837,-0.0133379064500331","0.5590652227401733,0.3484244346618652,0.0015209559351205","0.5663211941719055,0.3240079283714294,-0.0184259507805109","0.5629412531852722,0.371504932641983,-0.0154192792251706","0.5568824410438538,0.3773628771305084,-0.0075179249979555","0.5741313695907593,0.3561228811740875,-0.0035916501656174","0.579855740070343,0.3391535580158233,-0.0141856167465448","0.5762094259262085,0.3725706934928894,-0.010751461610198","0.5711345672607422,0.382129818201065,-0.0049423123709857"
0.0,"0.5664251446723938,0.453234851360321,-2.169069404089896e-07","0.5415621995925903,0.4348223805427551,-0.0145843420177698","0.5231173634529114,0.3882645070552826,-0.0189447030425071","0.5141362547874451,0.3395669162273407,-0.0233066622167825","0.5115594267845154,0.3029295802116394,-0.0243907757103443","0.5267808437347412,0.340035080909729,0.0039779343642294","0.5296287536621094,0.2961456179618835,-0.0134517177939414","0.5352836847305298,0.3339491486549377,-0.0211387500166893","0.5358470678329468,0.3519646823406219,-0.0229540802538394","0.5440667867660522,0.3436856269836426,0.0047488287091255","0.549521267414093,0.3045134544372558,-0.014213596470654","0.5494049787521362,0.355173110961914,-0.0174454133957624","0.5449774265289307,0.3627221882343292,-0.0140316216275095","0.5594102740287781,0.3506483137607574,0.0010152455652132","0.5662828683853149,0.3265615701675415,-0.0191440973430871","0.5626170635223389,0.3741806149482727,-0.0161955207586288","0.5570544600486755,0.3794190883636474,-0.0082564065232872","0.5745237469673157,0.3588920533657074,-0.0041219415143132","0.5795127749443054,0.3423544466495514,-0.0149502493441104","0.5757886171340942,0.3760633766651153,-0.0115826716646552","0.5712177157402039,0.3854537308216095,-0.0057591432705521"
0.0,"0.5661707520484924,0.4558985531330108,-2.088048773885021e-07","0.5416548252105713,0.4368727803230285,-0.0148067772388458","0.5232638120651245,0.3895969092845917,-0.0190518032759428","0.5140990018844604,0.340580940246582,-0.0232080891728401","0.5114163756370544,0.3029150068759918,-0.0240182913839817","0.5267162919044495,0.343841552734375,0.0043352288194","0.5296424031257629,0.2985985577106476,-0.0126315699890255","0.5358521938323975,0.3352223336696625,-0.0201447773724794","0.5364171862602234,0.3536979556083679,-0.0218702666461467","0.5438069105148315,0.3470373153686523,0.0055780545808374","0.549879252910614,0.3079199194908142,-0.0128396218642592","0.55040043592453,0.3576927483081817,-0.0159734580665826","0.545457661151886,0.3655775189399719,-0.0126378713175654","0.5590372085571289,0.3535474240779876,0.0023088946472853","0.5661879777908325,0.3292284607887268,-0.0173420589417219","0.5632157921791077,0.375938355922699,-0.014367108233273","0.5572276711463928,0.3813380300998688,-0.006572613492608","0.5739819407463074,0.3609411418437958,-0.0023908843286335","0.5796540975570679,0.3443430662155151,-0.0130150076001882","0.5762908458709717,0.377352625131607,-0.0097251012921333","0.5712867975234985,0.3866066932678222,-0.0040333564393222"
0.0,"0.5659506320953369,0.4558520913124084,-2.1158722063319146e-07","0.5415034890174866,0.4378872513771057,-0.0151129374280571","0.5231684446334839,0.3905658423900604,-0.0194537620991468","0.5144690871238708,0.3420856297016144,-0.0236138571053743","0.5116797089576721,0.305299699306488,-0.0244173873215913","0.5263683795928955,0.3439381122589111,0.0032018143683671","0.5293406844139099,0.2987063825130462,-0.0145946461707353","0.5351166725158691,0.3361037075519562,-0.0224139615893363","0.5357670187950134,0.354512095451355,-0.0242053065448999","0.5438418388366699,0.34770268201828,0.0043310183100402","0.5498110055923462,0.3094077706336975,-0.0150165203958749","0.5496525168418884,0.3601056933403015,-0.0182384066283702","0.5450410842895508,0.36732017993927,-0.014798492193222","0.5592371225357056,0.3547551035881042,0.0008943696157075","0.5662042498588562,0.3309947848320007,-0.0196327958256006","0.5627166032791138,0.3786834478378296,-0.0165471192449331","0.5571111440658569,0.3831592798233032,-0.008494789712131","0.574201762676239,0.3627377450466156,-0.003986379597336","0.5796436667442322,0.3466764688491821,-0.0151985501870512","0.5761104226112366,0.3805473446846008,-0.0118593461811542","0.5715395212173462,0.3895613253116607,-0.0060113323852419"
0.0,"0.5653954148292542,0.4575828313827514,-2.2020655876531237e-07","0.5414197444915771,0.4397542774677276,-0.0146044036373496","0.5233908295631409,0.3911054134368896,-0.018254492431879","0.5151000022888184,0.342859148979187,-0.021732211112976","0.5122359991073608,0.3078906238079071,-0.0218025352805852","0.5248048305511475,0.345203161239624,0.003483468433842","0.5283447504043579,0.3023020327091217,-0.0134510276839137","0.5345288515090942,0.3399983942508697,-0.0203407257795333","0.5351991653442383,0.3560220003128052,-0.0216972772032022","0.5425875782966614,0.3482905030250549,0.0043652057647705","0.5491450428962708,0.3112851977348327,-0.0144219165667891","0.5488985776901245,0.3616518080234527,-0.0169952437281608","0.5444982647895813,0.3669366240501404,-0.0131008867174386","0.5583897233009338,0.3552630245685577,0.0007582569960504","0.566169261932373,0.3337704539299011,-0.0192066188901662","0.5620123147964478,0.3807629942893982,-0.0160324536263942","0.55631023645401,0.3830964267253876,-0.0080485818907618","0.5736042261123657,0.3635604679584503,-0.004277111031115","0.5794278979301453,0.3500362932682037,-0.0149921048432588","0.5752806663513184,0.3833893835544586,-0.0117579456418752","0.5705600380897522,0.3906626403331756,-0.0061079892329871"
