gesture,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.0,"0.6773106455802917,0.4584205150604248,-7.68435768350173e-08","0.6676998734474182,0.4796011745929718,-0.004829694051295519","0.6684302687644958,0.5054962038993835,-0.009525695815682411","0.6784672737121582,0.5225301384925842,-0.01285593956708908","0.6905466914176941,0.5218999981880188,-0.015177180990576744","0.6670118570327759,0.48416176438331604,-0.017747346311807632","0.6808986663818359,0.5160349607467651,-0.025211991742253304","0.6773086190223694,0.5086085796356201,-0.026959355920553207","0.6723703742027283,0.4974287152290344,-0.0264373030513525","0.6781220436096191,0.4743674695491791,-0.01722526364028454","0.6900444626808167,0.5091996192932129,-0.023457231000065804","0.6866592764854431,0.5020015835762024,-0.022625965997576714","0.681825578212738,0.48996978998184204,-0.021366504952311516","0.6891863346099854,0.4698287546634674,-0.016473911702632904","0.6975141167640686,0.502532422542572,-0.019041776657104492","0.6942851543426514,0.4960422217845917,-0.014874845743179321","0.6904188394546509,0.48639199137687683,-0.01217899564653635","0.6989995241165161,0.4693005383014679,-0.01609879918396473","0.7029429078102112,0.494649738073349,-0.015537152998149395","0.7000094056129456,0.49006590247154236,-0.012010867707431316","0.6972813010215759,0.4816082715988159,-0.01020832173526287"
0.0,"0.6806198954582214,0.45526474714279175,-1.593924103815425e-08","0.6717878580093384,0.47616836428642273,-0.0025468666572123766","0.6734030246734619,0.5032253861427307,-0.006544380448758602","0.6822341680526733,0.5216284394264221,-0.009350046515464783","0.6938098073005676,0.522575855255127,-0.012049690820276737","0.6754100918769836,0.4820602238178253,-0.017772428691387177","0.6864243745803833,0.5123937726020813,-0.02370021492242813","0.6850550770759583,0.5096299052238464,-0.02502843551337719","0.6819722056388855,0.5001442432403564,-0.02468941919505596","0.6859450936317444,0.47289156913757324,-0.018357329070568085","0.6974397897720337,0.5072401762008667,-0.022236259654164314","0.6938930749893188,0.5034483671188354,-0.020523568615317345","0.6897249817848206,0.4931497275829315,-0.019668472930788994","0.6957380771636963,0.46823665499687195,-0.018231205642223358","0.704725444316864,0.500542938709259,-0.020600777119398117","0.7005255222320557,0.4963369369506836,-0.016686342656612396","0.6965157389640808,0.4867708683013916,-0.014357391744852066","0.7049350142478943,0.46680065989494324,-0.018122315406799316","0.7095808982849121,0.4924875795841217,-0.019100436940789223","0.705847978591919,0.4896531105041504,-0.01608758419752121","0.7033396363258362,0.4810658395290375,-0.014432130381464958"
0.0,"0.687600314617157,0.4574626684188843,2.4698598721784037e-08","0.6793236136436462,0.4778335690498352,-0.005523489322513342","0.6817193031311035,0.5010285377502441,-0.009982655756175518","0.6912587881088257,0.5182541608810425,-0.01280917413532734","0.7027368545532227,0.5192003846168518,-0.014838222414255142","0.6861287951469421,0.48149314522743225,-0.01679747924208641","0.696663498878479,0.5125964879989624,-0.023212525993585587","0.6939058303833008,0.5090745687484741,-0.02490808255970478","0.6896125078201294,0.5005255341529846,-0.024527618661522865","0.6966036558151245,0.4729563295841217,-0.015255582518875599","0.7063146829605103,0.5078527331352234,-0.020238056778907776","0.7024881839752197,0.5048794746398926,-0.019547244533896446","0.6981814503669739,0.4949299991130829,-0.018453925848007202","0.7060951590538025,0.46879032254219055,-0.013460864312946796","0.7132381796836853,0.500662624835968,-0.01605745404958725","0.7087619304656982,0.49819836020469666,-0.012758226133883","0.7048107981681824,0.48945650458335876,-0.010234505869448185","0.7137153148651123,0.4684472382068634,-0.011989067308604717","0.7173683643341064,0.49237367510795593,-0.012829422950744629","0.7139334678649902,0.491271048784256,-0.010428684763610363","0.7115768194198608,0.4841468334197998,-0.008785804733633995"
0.0,"0.6939796805381775,0.45761579275131226,3.2807328409489855e-08","0.6871128082275391,0.4740283191204071,-0.0043965959921479225","0.6870940923690796,0.49497491121292114,-0.008261692710220814","0.6931447982788086,0.5120949149131775,-0.01094233151525259","0.7026263475418091,0.5162261724472046,-0.012651697732508183","0.6929866075515747,0.4817492961883545,-0.014422537758946419","0.7028115391731262,0.5102568864822388,-0.020756475627422333","0.6996418833732605,0.5100052356719971,-0.022335542365908623","0.6958129405975342,0.5035200715065002,-0.02160971611738205","0.7029865980148315,0.47465696930885315,-0.01332075148820877","0.7121320962905884,0.5053995847702026,-0.01837143860757351","0.7086473703384399,0.5056076645851135,-0.017916768789291382","0.7050942182540894,0.49830248951911926,-0.01667650043964386","0.7119288444519043,0.47105565667152405,-0.012015366926789284","0.7184668779373169,0.500415027141571,-0.014220735989511013","0.714998722076416,0.500557005405426,-0.011519739404320717","0.7121061086654663,0.4939243793487549,-0.00931704230606556","0.719154417514801,0.47049716114997864,-0.01099461130797863","0.7227822542190552,0.49331215023994446,-0.011169047094881535","0.7197899222373962,0.49451351165771484,-0.009026680141687393","0.7174204587936401,0.4895429313182831,-0.007413243874907494"
0.0,"0.6999630331993103,0.4596814513206482,4.625494298693411e-08","0.6924555897712708,0.4767187535762787,-0.0049497345462441444","0.693248987197876,0.49823567271232605,-0.009160098619759083","0.7013198733329773,0.5136475563049316,-0.011765670031309128","0.7116633653640747,0.516899585723877,-0.013425173237919807","0.6990200281143188,0.48192310333251953,-0.016837209463119507","0.7111918330192566,0.5099554061889648,-0.023171888664364815","0.7078563570976257,0.5111989378929138,-0.02419089712202549","0.7033693194389343,0.5051089525222778,-0.023016052320599556","0.7094363570213318,0.4737876355648041,-0.015404991805553436","0.7204985618591309,0.5056459307670593,-0.02049020491540432","0.7156627178192139,0.5060924291610718,-0.019146259874105453","0.7109642624855042,0.4979492127895355,-0.017209211364388466","0.7182693481445312,0.4695766270160675,-0.013628007844090462","0.725564181804657,0.4995426535606384,-0.01576036959886551","0.7210273146629333,0.4994461238384247,-0.012006709352135658","0.7176250219345093,0.49214330315589905,-0.009068123064935207","0.7252218723297119,0.4683525860309601,-0.012154604308307171","0.7295770645141602,0.49174627661705017,-0.012327705509960651","0.726207435131073,0.4922340512275696,-0.009531938470900059","0.7238762378692627,0.48627278208732605,-0.007441074587404728"
0.0,"0.7054861783981323,0.4611257016658783,3.686503191602242e-08","0.6989784836769104,0.47848039865493774,-0.005537785589694977","0.7012952566146851,0.49897921085357666,-0.009837254881858826","0.7101283669471741,0.5135643482208252,-0.012651435099542141","0.720483124256134,0.5166599154472351,-0.014383403584361076","0.707544207572937,0.4813881814479828,-0.015733806416392326","0.7188689708709717,0.5087820887565613,-0.022554457187652588","0.7141050696372986,0.5085875988006592,-0.02419629879295826","0.7091895937919617,0.5024920105934143,-0.023479629307985306","0.716922402381897,0.47351038455963135,-0.01413139421492815","0.7258036136627197,0.5039406418800354,-0.019116293638944626","0.7209258675575256,0.503333330154419,-0.01804611273109913","0.7173143625259399,0.49545425176620483,-0.016547325998544693","0.7250968813896179,0.4694484770298004,-0.012482738122344017","0.7314164042472839,0.49829918146133423,-0.014689412899315357","0.7268198132514954,0.4975897967815399,-0.011174827814102173","0.7240813374519348,0.4904879629611969,-0.008622927591204643","0.7317578792572021,0.468578040599823,-0.011259494349360466","0.7351191639900208,0.49155372381210327,-0.011655911803245544","0.7312234044075012,0.49126121401786804,-0.009154521860182285","0.729326069355011,0.4850006699562073,-0.007398820482194424"
0.0,"0.7097854614257812,0.46027055382728577,3.195982145598464e-08","0.7035307884216309,0.4781259298324585,-0.006761949509382248","0.7058408260345459,0.4995582699775696,-0.011160503141582012","0.7163631916046143,0.5138474702835083,-0.0138779291883111","0.7271232604980469,0.5158076286315918,-0.01549617014825344","0.7135459780693054,0.4799000918865204,-0.01477372832596302","0.7234876155853271,0.5060155391693115,-0.021626675501465797","0.7193936705589294,0.5069470405578613,-0.023536505177617073","0.7155422568321228,0.501564085483551,-0.02317284606397152","0.722929060459137,0.4727456867694855,-0.012667259201407433","0.7316997647285461,0.5019525289535522,-0.01830998621881008","0.7273239493370056,0.5024312734603882,-0.01815556362271309","0.723935604095459,0.49527987837791443,-0.017072997987270355","0.7308053374290466,0.46949392557144165,-0.010701176710426807","0.7370150685310364,0.4964997470378876,-0.01375601626932621","0.7328718900680542,0.4966757595539093,-0.01138144452124834","0.7301360964775085,0.4903566539287567,-0.009310457855463028","0.7369418740272522,0.4686848521232605,-0.009242445230484009","0.7402785420417786,0.4902529716491699,-0.01040955912321806","0.7364590764045715,0.49048325419425964,-0.008836050517857075","0.734261691570282,0.48492518067359924,-0.007531451527029276"
0.0,"0.7153287529945374,0.4592893123626709,3.84780882711766e-08","0.7087998986244202,0.47779494524002075,-0.00747935613617301","0.7107284069061279,0.49855244159698486,-0.012407252565026283","0.7207289338111877,0.5126093029975891,-0.015520443208515644","0.7314637899398804,0.5144764184951782,-0.017260508611798286","0.7190822958946228,0.4772428572177887,-0.016402332112193108","0.7298765778541565,0.5064108371734619,-0.02332967147231102","0.7246652841567993,0.5071157217025757,-0.024811962619423866","0.7207056283950806,0.5018501877784729,-0.024221042171120644","0.7285388112068176,0.4699264168739319,-0.014105364680290222","0.7370861768722534,0.5019400715827942,-0.02005854994058609","0.7315970659255981,0.5015432238578796,-0.019208531826734543","0.7278765439987183,0.4937015771865845,-0.017650488764047623","0.7362743020057678,0.4669875502586365,-0.01200831402093172","0.7420826554298401,0.4976627826690674,-0.014990887604653835","0.7372823357582092,0.4969850480556488,-0.011960992589592934","0.7344169616699219,0.4895392060279846,-0.009566507302224636","0.7423354983329773,0.4666745364665985,-0.010544024407863617","0.7444590926170349,0.4903910160064697,-0.01175842247903347","0.740482747554779,0.4904506802558899,-0.010243902914226055","0.7385809421539307,0.48445069789886475,-0.009064952842891216"
0.0,"0.719210147857666,0.45892202854156494,1.510261071757668e-08","0.7140474319458008,0.4786650240421295,-0.008145831525325775","0.7175100445747375,0.49858880043029785,-0.012912341393530369","0.7289966940879822,0.5112135410308838,-0.015947483479976654","0.7405182719230652,0.513098418712616,-0.01746048964560032","0.7269837856292725,0.47639042139053345,-0.01441102847456932","0.7390630841255188,0.5038267374038696,-0.021698491647839546","0.7314060926437378,0.5030959844589233,-0.0238176379352808","0.7259394526481628,0.4963318705558777,-0.02361547015607357","0.7355271577835083,0.46924346685409546,-0.011825176887214184","0.7443215847015381,0.4988797903060913,-0.017680218443274498","0.7371898293495178,0.49752339720726013,-0.01743954047560692","0.7333130240440369,0.489132285118103,-0.01634630188345909","0.7420904636383057,0.46599704027175903,-0.009705329313874245","0.7478136420249939,0.4934040904045105,-0.012884654104709625","0.7420822978019714,0.4920874834060669,-0.00999731570482254","0.7391592860221863,0.48477649688720703,-0.007657654117792845","0.7471432089805603,0.4650179445743561,-0.008324616588652134","0.749602198600769,0.48704883456230164,-0.009602962993085384","0.744581401348114,0.4863450825214386,-0.007827145978808403","0.74204021692276,0.47974133491516113,-0.006422364618629217"
0.0,"0.7238056063652039,0.45929864048957825,9.427196800970705e-09","0.7193109393119812,0.4805326461791992,-0.00866675190627575","0.7235509753227234,0.4996575117111206,-0.013323759660124779","0.7357560992240906,0.5102689266204834,-0.016032593324780464","0.747248649597168,0.5108287930488586,-0.017245091497898102","0.7340220808982849,0.47513988614082336,-0.014805672690272331","0.7449790239334106,0.5006422996520996,-0.021644793450832367","0.7369146347045898,0.4996623694896698,-0.023491594940423965","0.7311626672744751,0.4929759204387665,-0.023391999304294586","0.7422137260437012,0.46776604652404785,-0.011851055547595024","0.7492289543151855,0.4958275854587555,-0.01737779565155506","0.7422636151313782,0.49453338980674744,-0.016868513077497482","0.7389921545982361,0.48659753799438477,-0.01588914915919304","0.7481470704078674,0.46456223726272583,-0.009397251531481743","0.752381443977356,0.49081918597221375,-0.012838945724070072","0.7466968894004822,0.48926347494125366,-0.010157224722206593","0.7443003058433533,0.4820515215396881,-0.008107765577733517","0.7524765729904175,0.4634014070034027,-0.0076799578964710236","0.753782331943512,0.48444071412086487,-0.009737120009958744","0.7484509348869324,0.4834032356739044,-0.008377050049602985","0.7458582520484924,0.47687381505966187,-0.007217238657176495"
