gesture,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.0,"0.44970202445983887,0.44629254937171936,-6.333624469334609e-08","0.45970192551612854,0.4235929250717163,-0.003648321609944105","0.46366992592811584,0.4074186682701111,-0.008106112480163574","0.464988112449646,0.39598944783210754,-0.013040240854024887","0.46427634358406067,0.39075055718421936,-0.016813455149531364","0.439838707447052,0.38552895188331604,-0.00425680773332715","0.45443832874298096,0.38368135690689087,-0.011317268945276737","0.45726966857910156,0.3950226306915283,-0.015898941084742546","0.4541817009449005,0.3993759751319885,-0.019020963460206985","0.43352019786834717,0.39380326867103577,-0.0063986629247665405","0.45241811871528625,0.3964320719242096,-0.01292401272803545","0.45473694801330566,0.406469464302063,-0.015075058676302433","0.4509831666946411,0.4089733064174652,-0.016549665480852127","0.43074625730514526,0.40542885661125183,-0.009377210400998592","0.45030346512794495,0.40887898206710815,-0.014831622131168842","0.45187124609947205,0.41653013229370117,-0.014543432742357254","0.44725972414016724,0.4180118441581726,-0.014264553785324097","0.4307786226272583,0.4180182218551636,-0.01299674715846777","0.44682449102401733,0.42092978954315186,-0.016279272735118866","0.4481000602245331,0.4259742796421051,-0.01622435450553894","0.4435499310493469,0.42682957649230957,-0.01598776876926422"
0.0,"0.4528811275959015,0.44048628211021423,-6.137783969961674e-08","0.4621528685092926,0.4192332625389099,-0.002249964280053973","0.4663354158401489,0.40127667784690857,-0.005192091688513756","0.46705397963523865,0.38952597975730896,-0.008701707236468792","0.46217992901802063,0.3916373550891876,-0.011435904540121555","0.4399084448814392,0.384978711605072,-0.002305633155629039","0.45380204916000366,0.3825514018535614,-0.008646383881568909","0.45817217230796814,0.3923695981502533,-0.013056736439466476","0.4568008482456207,0.39623743295669556,-0.016065118834376335","0.43447867035865784,0.39414912462234497,-0.004619498737156391","0.4537406861782074,0.39739397168159485,-0.009977360256016254","0.45688143372535706,0.4065655767917633,-0.012136852368712425","0.454061895608902,0.4086926281452179,-0.013903249986469746","0.43258631229400635,0.40645286440849304,-0.007648611441254616","0.4522751271724701,0.4096263647079468,-0.012222240678966045","0.4539504051208496,0.4164908528327942,-0.012304113246500492","0.44994056224823,0.41772106289863586,-0.012508044950664043","0.4334957003593445,0.4191802144050598,-0.011195046827197075","0.4493688941001892,0.42132171988487244,-0.013769461773335934","0.4506298005580902,0.4258023500442505,-0.013906088657677174","0.44658538699150085,0.4266916811466217,-0.014042382128536701"
0.0,"0.4528748095035553,0.43905842304229736,-5.773385680640786e-08","0.46092092990875244,0.41917961835861206,-0.003248451044782996","0.4646981656551361,0.4014248251914978,-0.006521516479551792","0.46588078141212463,0.3895582854747772,-0.010057245381176472","0.4632647931575775,0.38790589570999146,-0.012808841653168201","0.43899965286254883,0.3864395320415497,-0.0038742769975215197","0.45439690351486206,0.3830568492412567,-0.010018625296652317","0.4568050801753998,0.3922310769557953,-0.014344664290547371","0.453755646944046,0.39546704292297363,-0.017559722065925598","0.43437108397483826,0.3960205912590027,-0.005728195887058973","0.4556630253791809,0.3968247175216675,-0.011237744241952896","0.4567160904407501,0.4050668179988861,-0.013428764417767525","0.45277029275894165,0.4071454405784607,-0.01533230859786272","0.4336659014225006,0.40844017267227173,-0.008283144794404507","0.4551106095314026,0.40924641489982605,-0.012909234501421452","0.4547569453716278,0.41579264402389526,-0.012975572608411312","0.45000168681144714,0.4172341823577881,-0.013267635367810726","0.43569332361221313,0.42128413915634155,-0.011456126347184181","0.45311206579208374,0.42117220163345337,-0.014632023870944977","0.4532042145729065,0.4250999689102173,-0.015297948382794857","0.4489758312702179,0.42643117904663086,-0.015750577673316002"
0.0,"0.4522406756877899,0.43903738260269165,-5.868814767495678e-08","0.4602627158164978,0.420493483543396,-0.003276883391663432","0.46386390924453735,0.40311914682388306,-0.0062570092268288136","0.46537765860557556,0.39147329330444336,-0.009481741115450859","0.46365466713905334,0.38695722818374634,-0.011948390863835812","0.43928593397140503,0.3870612382888794,-0.0034022838808596134","0.45496392250061035,0.3837658166885376,-0.009307503700256348","0.45643675327301025,0.39217638969421387,-0.013566466048359871","0.4531758427619934,0.39457106590270996,-0.016821078956127167","0.43465977907180786,0.39622318744659424,-0.005130722653120756","0.45611971616744995,0.3967168629169464,-0.01044421922415495","0.4559609293937683,0.4047921895980835,-0.012629133649170399","0.4519014358520508,0.40674811601638794,-0.014573966152966022","0.433817058801651,0.4082966148853302,-0.007596983574330807","0.45533880591392517,0.40908321738243103,-0.012023931369185448","0.45375072956085205,0.41593116521835327,-0.012076209299266338","0.4488246738910675,0.41739165782928467,-0.01242730114609003","0.43563878536224365,0.4210396707057953,-0.010727000422775745","0.4529636800289154,0.42095085978507996,-0.013992802239954472","0.4519197344779968,0.42540255188941956,-0.014890051446855068","0.4471489489078522,0.42694520950317383,-0.015523861162364483"
0.0,"0.4546715319156647,0.43952059745788574,-4.575655765393094e-08","0.4618297815322876,0.41947075724601746,-0.003116707317531109","0.46483176946640015,0.4027334451675415,-0.006721118930727243","0.4668421745300293,0.39169150590896606,-0.010476944968104362","0.4665329158306122,0.384594202041626,-0.013327112421393394","0.4401293396949768,0.3877774477005005,-0.00564557733014226","0.45639339089393616,0.382694274187088,-0.012180797755718231","0.45935744047164917,0.3911004066467285,-0.016209563240408897","0.45650291442871094,0.39426395297050476,-0.01907968334853649","0.4367377758026123,0.39788341522216797,-0.007557347882539034","0.45912158489227295,0.39521461725234985,-0.013457427732646465","0.4603957533836365,0.4026719331741333,-0.015165893360972404","0.45672985911369324,0.40494129061698914,-0.016745248809456825","0.4372575581073761,0.41045790910720825,-0.010074176825582981","0.4596697688102722,0.4087769091129303,-0.014892742969095707","0.4590440094470978,0.4148488938808441,-0.014281145296990871","0.4542120695114136,0.41633477807044983,-0.01411244086921215","0.4403514862060547,0.4233238101005554,-0.013185634277760983","0.4581944942474365,0.4206569790840149,-0.016553258523344994","0.45784255862236023,0.4240175783634186,-0.01697910763323307","0.4530518054962158,0.42539161443710327,-0.017227983102202415"
0.0,"0.45739302039146423,0.4382716715335846,-6.1093969883074806e-09","0.463433176279068,0.41575804352760315,-0.002234816551208496","0.4662988483905792,0.39751702547073364,-0.005784241482615471","0.46806463599205017,0.38576456904411316,-0.009696690365672112","0.46717220544815063,0.3846255838871002,-0.013121938332915306","0.4401685297489166,0.38852375745773315,-0.0055542197078466415","0.4539697468280792,0.38256627321243286,-0.011960247531533241","0.46087828278541565,0.38480299711227417,-0.016207249835133553","0.46323254704475403,0.3871661126613617,-0.018927304074168205","0.4380515217781067,0.39942383766174316,-0.00787548627704382","0.45929497480392456,0.39559704065322876,-0.013378923758864403","0.46345365047454834,0.4005908668041229,-0.015345048159360886","0.4620591402053833,0.40314149856567383,-0.01702548936009407","0.4399588108062744,0.41239073872566223,-0.010621427558362484","0.46150586009025574,0.4087507128715515,-0.015191671438515186","0.46280866861343384,0.4131641983985901,-0.014950178563594818","0.459663450717926,0.41493070125579834,-0.014905386604368687","0.4443553686141968,0.42498108744621277,-0.013860927894711494","0.46169179677963257,0.4206327199935913,-0.016581688076257706","0.46209487318992615,0.42293837666511536,-0.016497064381837845","0.45831024646759033,0.4245310425758362,-0.01641462743282318"
0.0,"0.458213210105896,0.4421568810939789,4.3824049944518606e-10","0.46392878890037537,0.419907808303833,-0.0019596910569816828","0.46700042486190796,0.4015132486820221,-0.005211739335209131","0.4697607457637787,0.38930919766426086,-0.008761871606111526","0.46969902515411377,0.38099247217178345,-0.011805824935436249","0.44352591037750244,0.3902324140071869,-0.005334165878593922","0.45813295245170593,0.38278865814208984,-0.011290051974356174","0.46681296825408936,0.3841932415962219,-0.015542415902018547","0.47125911712646484,0.3863631784915924,-0.018298711627721786","0.44256922602653503,0.4007941782474518,-0.007671385072171688","0.46239450573921204,0.39499858021736145,-0.012249046005308628","0.4684140682220459,0.39632540941238403,-0.014638172462582588","0.4703463613986969,0.396729439496994,-0.016880236566066742","0.44511350989341736,0.41352158784866333,-0.010325281880795956","0.46626031398773193,0.4087333679199219,-0.013860213570296764","0.46749937534332275,0.4120257496833801,-0.013913888484239578","0.4650685489177704,0.4138588607311249,-0.01434989646077156","0.4497791826725006,0.4257974922657013,-0.01346637587994337","0.46728646755218506,0.42049795389175415,-0.015736574307084084","0.46717342734336853,0.42238202691078186,-0.01572754606604576","0.463262677192688,0.4239419400691986,-0.01579327881336212"
0.0,"0.4574340581893921,0.44222843647003174,3.0094465586216756e-08","0.4626758098602295,0.41922062635421753,-0.0010634699137881398","0.4661721885204315,0.39960554242134094,-0.004534163977950811","0.4699791967868805,0.38675665855407715,-0.008536409586668015","0.47270214557647705,0.3802453875541687,-0.012234861962497234","0.44568556547164917,0.3917517364025116,-0.006533661391586065","0.45900991559028625,0.38209569454193115,-0.012742402963340282","0.46803125739097595,0.3810681402683258,-0.0169843602925539","0.4734485149383545,0.3828332722187042,-0.019700607284903526","0.44619715213775635,0.40222638845443726,-0.009754996746778488","0.4676554799079895,0.3934454619884491,-0.015064290724694729","0.4724777340888977,0.39584606885910034,-0.016822021454572678","0.472513347864151,0.3980608582496643,-0.018505705520510674","0.4504062235355377,0.4147797226905823,-0.013122784905135632","0.472084641456604,0.40737247467041016,-0.017281554639339447","0.4721726179122925,0.4118359088897705,-0.016270024701952934","0.46887028217315674,0.41421249508857727,-0.015869315713644028","0.4565761387348175,0.42661750316619873,-0.01686873286962509","0.47421032190322876,0.41828784346580505,-0.019106142222881317","0.4729836583137512,0.42080631852149963,-0.01784810796380043","0.46855777502059937,0.4229547679424286,-0.017076320946216583"
0.0,"0.46218225359916687,0.43939661979675293,4.121471874896088e-08","0.4659656882286072,0.41632527112960815,-0.001495775068178773","0.4696461260318756,0.3962160050868988,-0.005238800775259733","0.4747064411640167,0.3833262622356415,-0.009560410864651203","0.4781543016433716,0.37898191809654236,-0.013569745235145092","0.44996392726898193,0.3909960687160492,-0.00738125666975975","0.46441587805747986,0.38087913393974304,-0.013998055830597878","0.4742318093776703,0.3811075985431671,-0.018265916034579277","0.4801570773124695,0.3832200765609741,-0.020873427391052246","0.4511718153953552,0.40282967686653137,-0.010747781954705715","0.4725145697593689,0.3923914432525635,-0.01691226288676262","0.4774470627307892,0.3964056968688965,-0.01854425109922886","0.47706785798072815,0.3992041349411011,-0.019797353073954582","0.4556730091571808,0.4157792329788208,-0.014262578450143337","0.4769342839717865,0.4057351052761078,-0.01913735456764698","0.47734445333480835,0.4115729033946991,-0.01748916134238243","0.4738580584526062,0.41458266973495483,-0.01628294214606285","0.4619598984718323,0.42754456400871277,-0.01814538612961769","0.47942614555358887,0.4166770279407501,-0.02025103010237217","0.4783625304698944,0.42036280035972595,-0.017962737008929253","0.4740554690361023,0.42357802391052246,-0.016352223232388496"
0.0,"0.46332526206970215,0.43838128447532654,2.1154452412019964e-08","0.46625927090644836,0.41774553060531616,-0.0019180167000740767","0.47068601846694946,0.3978655934333801,-0.005737579893320799","0.477051317691803,0.384798139333725,-0.009920859709382057","0.4821765720844269,0.37791234254837036,-0.013789125718176365","0.4553777873516083,0.39159753918647766,-0.008547211065888405","0.4699598252773285,0.3794693946838379,-0.014972507022321224","0.47940170764923096,0.3794105350971222,-0.019012900069355965","0.4840308129787445,0.38094231486320496,-0.02157139964401722","0.45751625299453735,0.4025875926017761,-0.011706632561981678","0.47919997572898865,0.39044082164764404,-0.017835991457104683","0.482181191444397,0.3953235447406769,-0.019261078909039497","0.47932887077331543,0.3991146683692932,-0.020328886806964874","0.4625122845172882,0.414790540933609,-0.014956869184970856","0.4833817183971405,0.40473148226737976,-0.019446952268481255","0.4824102818965912,0.4099852740764618,-0.017724767327308655","0.47752243280410767,0.4126550853252411,-0.016630349680781364","0.4690633714199066,0.42602697014808655,-0.018587350845336914","0.4857804775238037,0.41628387570381165,-0.02054976113140583","0.48370203375816345,0.41957369446754456,-0.01837962679564953","0.4784114956855774,0.422210156917572,-0.016954094171524048"
