gesture,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.0,"0.4665168523788452,0.44103312492370605,-1.8726311168393295e-08","0.479953795671463,0.4318278133869171,-0.0021745506674051285","0.49002060294151306,0.42272505164146423,-0.004517755471169949","0.4900020956993103,0.4133242964744568,-0.007290144916623831","0.48172932863235474,0.41243624687194824,-0.009648166596889496","0.4797082841396332,0.39028769731521606,-0.0009784353896975517","0.48873841762542725,0.3932029604911804,-0.0057962266728281975","0.4883664846420288,0.4003257155418396,-0.01036885567009449","0.4853051006793976,0.40336596965789795,-0.01346371416002512","0.4711119830608368,0.39152318239212036,-0.0029852313455194235","0.47873252630233765,0.3954277038574219,-0.0058922008611261845","0.4792737364768982,0.40276509523391724,-0.008109821937978268","0.4770640432834625,0.4058394730091095,-0.010062402114272118","0.4636368155479431,0.39733806252479553,-0.005584121681749821","0.4707150161266327,0.40423908829689026,-0.0077548944391310215","0.47160112857818604,0.41010385751724243,-0.007705419324338436","0.46940702199935913,0.4115425944328308,-0.007954437285661697","0.4573080837726593,0.4061243534088135,-0.008677486330270767","0.4630556106567383,0.4127649962902069,-0.009008540771901608","0.46430063247680664,0.416897177696228,-0.007653011474758387","0.4625858962535858,0.41763734817504883,-0.006888100411742926"
0.0,"0.46792903542518616,0.4387330114841461,-4.835201039554704e-08","0.4801551103591919,0.4320196807384491,-0.003937000408768654","0.4907127022743225,0.4216453433036804,-0.0070093474350869656","0.48778265714645386,0.41353684663772583,-0.00983758457005024","0.4774499833583832,0.4155977964401245,-0.012133387848734856","0.4772278368473053,0.387621134519577,-0.00301297171972692","0.4885009229183197,0.3966315686702728,-0.008121921680867672","0.48586636781692505,0.4079798460006714,-0.012533191591501236","0.481433242559433,0.4083563983440399,-0.015816571190953255","0.46803930401802063,0.38956141471862793,-0.004244285169988871","0.47987768054008484,0.39913108944892883,-0.007483973633497953","0.4782326817512512,0.41004428267478943,-0.009403305128216743","0.4741514325141907,0.4101172089576721,-0.01124172005802393","0.4604986011981964,0.39653280377388,-0.006067436188459396","0.47036007046699524,0.404678076505661,-0.009111084043979645","0.470731258392334,0.4141480326652527,-0.008769098669290543","0.46730270981788635,0.41441503167152405,-0.008809388615190983","0.4544415771961212,0.40649229288101196,-0.008343487977981567","0.46208900213241577,0.4121599495410919,-0.009394698776304722","0.4634303152561188,0.4189780354499817,-0.007770412601530552","0.4608498811721802,0.4196537733078003,-0.006760668475180864"
0.0,"0.46752020716667175,0.44008439779281616,-7.228863552199982e-08","0.4791361093521118,0.43412646651268005,-0.004672045819461346","0.4898431897163391,0.42389923334121704,-0.00834478996694088","0.4874580204486847,0.41466158628463745,-0.011523926630616188","0.47697123885154724,0.41606688499450684,-0.014051989652216434","0.47853031754493713,0.38898539543151855,-0.004361347761005163","0.48792439699172974,0.3991920053958893,-0.010258092544972897","0.4850131869316101,0.4104585349559784,-0.015107767656445503","0.48074883222579956,0.4096115529537201,-0.0186790619045496","0.468645840883255,0.3908368647098541,-0.005345739424228668","0.47847917675971985,0.4021150767803192,-0.009071859531104565","0.477272629737854,0.4132797420024872,-0.01095969881862402","0.4744024872779846,0.4123811721801758,-0.012782319448888302","0.4603916108608246,0.39786893129348755,-0.006945297122001648","0.46917563676834106,0.4076528251171112,-0.01037448551505804","0.46971771121025085,0.4169709384441376,-0.009530890733003616","0.46698564291000366,0.4168888032436371,-0.009234758093953133","0.4537220597267151,0.40754973888397217,-0.00909864716231823","0.4603478014469147,0.41414204239845276,-0.010543132200837135","0.462234765291214,0.4205256402492523,-0.008850598707795143","0.4605776369571686,0.42070433497428894,-0.0076695154421031475"
0.0,"0.46839553117752075,0.44014546275138855,-6.45857554104623e-08","0.47931116819381714,0.43465951085090637,-0.0036287643015384674","0.4886009395122528,0.42550376057624817,-0.0070915305987000465","0.48846176266670227,0.4171127378940582,-0.010503767058253288","0.4799286425113678,0.4160304665565491,-0.013501308858394623","0.47802117466926575,0.39019954204559326,-0.00383875984698534","0.4864826798439026,0.3982398211956024,-0.009617035277187824","0.48459088802337646,0.4095633029937744,-0.014463318511843681","0.4808403551578522,0.41130530834198,-0.017868343740701675","0.4684022068977356,0.39184466004371643,-0.0054806130938231945","0.47735556960105896,0.4000849723815918,-0.00927066896110773","0.47666963934898376,0.41130247712135315,-0.01114465482532978","0.47367528080940247,0.41352564096450806,-0.012776149436831474","0.459938108921051,0.39888712763786316,-0.007680101785808802","0.4681541919708252,0.4054989814758301,-0.010934689082205296","0.4692629277706146,0.4151465892791748,-0.009896325878798962","0.4670039415359497,0.41750001907348633,-0.009365543723106384","0.45301908254623413,0.40949490666389465,-0.01036391593515873","0.45865267515182495,0.4135645031929016,-0.011638744734227657","0.4614950716495514,0.41922372579574585,-0.009674306027591228","0.46148282289505005,0.4203397333621979,-0.00824904628098011"
0.0,"0.4676322042942047,0.43983757495880127,-6.306821376256266e-08","0.4786601662635803,0.43503180146217346,-0.004017923958599567","0.48817914724349976,0.4259816110134125,-0.007468798663467169","0.4881768524646759,0.4173770546913147,-0.010751839727163315","0.47929030656814575,0.4165736436843872,-0.013494448736310005","0.47800955176353455,0.3905709385871887,-0.003436667611822486","0.48606958985328674,0.39996740221977234,-0.009221960790455341","0.48363563418388367,0.4105432331562042,-0.013957371935248375","0.4799051284790039,0.41072288155555725,-0.017337381839752197","0.46840977668762207,0.39166221022605896,-0.004815608728677034","0.4770393967628479,0.4020204544067383,-0.00828857533633709","0.4762360155582428,0.41261184215545654,-0.009813603945076466","0.47409141063690186,0.41294384002685547,-0.011324241757392883","0.4598119854927063,0.3986554443836212,-0.006898660212755203","0.4677388072013855,0.40844884514808655,-0.010020813904702663","0.46865010261535645,0.4172884225845337,-0.008961302228271961","0.4667154550552368,0.41788309812545776,-0.008509348146617413","0.45303991436958313,0.4088883101940155,-0.009559832513332367","0.4589371979236603,0.41546979546546936,-0.010686547495424747","0.460896760225296,0.42110443115234375,-0.008937797509133816","0.45976370573043823,0.42140188813209534,-0.007764371111989021"
0.0,"0.4664950668811798,0.4418143928050995,-6.506341065914967e-08","0.4770568311214447,0.4375368654727936,-0.005668725352734327","0.487908273935318,0.4278843104839325,-0.01005828008055687","0.48637789487838745,0.41889870166778564,-0.013822907581925392","0.47597384452819824,0.4194805920124054,-0.016833513975143433","0.47769895195961,0.3911641538143158,-0.005007868632674217","0.4862051010131836,0.4008650779724121,-0.011518455110490322","0.4834325611591339,0.4128206670284271,-0.016549676656723022","0.479614794254303,0.4120126962661743,-0.020226098597049713","0.4676688313484192,0.39204123616218567,-0.005907167214900255","0.47677528858184814,0.40212321281433105,-0.01053556427359581","0.475877970457077,0.4148508906364441,-0.012420275248587132","0.4735334515571594,0.4139673709869385,-0.013959121890366077","0.458945095539093,0.3985861539840698,-0.007623017765581608","0.46691399812698364,0.40865230560302734,-0.01169429812580347","0.4679664075374603,0.4191949665546417,-0.010575604625046253","0.46583300828933716,0.41828179359436035,-0.009978082031011581","0.4521087408065796,0.40810978412628174,-0.010029218159615993","0.45832401514053345,0.41556453704833984,-0.011590592563152313","0.46015840768814087,0.42323631048202515,-0.009735388681292534","0.4585190713405609,0.42311805486679077,-0.008490534499287605"
0.0,"0.46457964181900024,0.44282376766204834,-7.333282070476344e-08","0.47604501247406006,0.4393577575683594,-0.004819459747523069","0.487090528011322,0.4303170442581177,-0.008625185117125511","0.4865609407424927,0.42113977670669556,-0.012062102556228638","0.4761107861995697,0.4219471514225006,-0.014798583462834358","0.47790250182151794,0.3918718099594116,-0.003751241834834218","0.4857909679412842,0.402028352022171,-0.009651190601289272","0.4826327860355377,0.4131167232990265,-0.014398396015167236","0.4790157079696655,0.41249045729637146,-0.017920607700943947","0.4680076837539673,0.3919236660003662,-0.004921085201203823","0.47630155086517334,0.4038121700286865,-0.008806196972727776","0.47441762685775757,0.41481542587280273,-0.01056965347379446","0.47188711166381836,0.4137359857559204,-0.012167836539447308","0.45913276076316833,0.3980402648448944,-0.00684114545583725","0.4665316641330719,0.40955841541290283,-0.010108571499586105","0.46670001745224,0.41841331124305725,-0.009253556840121746","0.46452173590660095,0.4172302484512329,-0.008975216187536716","0.4521620571613312,0.4075351357460022,-0.009432903490960598","0.4576563835144043,0.41627880930900574,-0.010481023229658604","0.45890235900878906,0.4225040078163147,-0.008837683126330376","0.45709726214408875,0.4219661056995392,-0.007772521115839481"
0.0,"0.46469607949256897,0.44225406646728516,-6.087331883009028e-08","0.4763879179954529,0.4377089738845825,-0.004523780662566423","0.4873020648956299,0.42967844009399414,-0.008389639668166637","0.4858478307723999,0.42150625586509705,-0.011807387694716454","0.475352019071579,0.4222540259361267,-0.014620124362409115","0.4778415858745575,0.39111340045928955,-0.004389205481857061","0.4841097891330719,0.40480971336364746,-0.010208376683294773","0.48136892914772034,0.4156198799610138,-0.01517120748758316","0.4781550168991089,0.4146154522895813,-0.018886080011725426","0.4673996567726135,0.39187154173851013,-0.005538849625736475","0.4745347797870636,0.4069431722164154,-0.008982992731034756","0.47361400723457336,0.4171975553035736,-0.010827373713254929","0.47193941473960876,0.4163791537284851,-0.012797748669981956","0.45813196897506714,0.39854586124420166,-0.007313254289329052","0.4652443826198578,0.4133918285369873,-0.010198964737355709","0.4657254219055176,0.421493798494339,-0.009638400748372078","0.4638184905052185,0.4202471673488617,-0.009795031510293484","0.45072779059410095,0.4084185063838959,-0.009712070226669312","0.4561004936695099,0.4201083183288574,-0.010765893384814262","0.4576210081577301,0.4256910979747772,-0.00955217331647873","0.4561135172843933,0.42424720525741577,-0.008946469984948635"
0.0,"0.4651758372783661,0.4438796937465668,-4.415793597445372e-08","0.47677624225616455,0.439807653427124,-0.005815054755657911","0.48705825209617615,0.4306175410747528,-0.01036028377711773","0.4855070114135742,0.42245641350746155,-0.01438668929040432","0.4748627841472626,0.42407554388046265,-0.017810838297009468","0.4756835103034973,0.3909219205379486,-0.005025734659284353","0.4833882451057434,0.4014365077018738,-0.011634782887995243","0.48264971375465393,0.41261446475982666,-0.01688491925597191","0.4799177348613739,0.41384202241897583,-0.02053973637521267","0.4652433693408966,0.3919202387332916,-0.005863911006599665","0.4732550382614136,0.404822438955307,-0.010199321433901787","0.473575621843338,0.4162687659263611,-0.012241359800100327","0.4716547727584839,0.41628116369247437,-0.0140235535800457","0.45612823963165283,0.3993355631828308,-0.007571685593575239","0.4641636312007904,0.4122951030731201,-0.011492568999528885","0.46594664454460144,0.42142564058303833,-0.011079424992203712","0.46413642168045044,0.4206249415874481,-0.011024072766304016","0.4492894411087036,0.41003966331481934,-0.009987588040530682","0.45602720975875854,0.4199763238430023,-0.011735254898667336","0.45830583572387695,0.4264576733112335,-0.01050783134996891","0.4570862054824829,0.4257463812828064,-0.009686930105090141"
0.0,"0.4627874791622162,0.4466152489185333,-7.9015727294518e-08","0.4751588702201843,0.4426802098751068,-0.005365626886487007","0.4871450662612915,0.43335166573524475,-0.00929648894816637","0.4840395450592041,0.4251200258731842,-0.012783769518136978","0.47281667590141296,0.42545273900032043,-0.015418989583849907","0.47756630182266235,0.3961496353149414,-0.0039051075000315905","0.4817875325679779,0.4029197692871094,-0.010385013185441494","0.4808536171913147,0.41497355699539185,-0.01499946415424347","0.4790840148925781,0.41724246740341187,-0.017997009679675102","0.4666540324687958,0.3947943150997162,-0.004505949094891548","0.47109541296958923,0.40816134214401245,-0.009048639796674252","0.47132501006126404,0.4197881817817688,-0.011005758307874203","0.4703543186187744,0.41943517327308655,-0.012320470996201038","0.45715391635894775,0.3999609649181366,-0.005985164549201727","0.4620353877544403,0.41474494338035583,-0.009655589237809181","0.4635713994503021,0.4234269857406616,-0.008937987498939037","0.46255481243133545,0.4214857220649719,-0.008533831685781479","0.44947126507759094,0.40837380290031433,-0.008207724429666996","0.4539986550807953,0.4208650290966034,-0.009898950345814228","0.45606863498687744,0.4272800385951996,-0.008806153200566769","0.4550766348838806,0.42548200488090515,-0.007813135161995888"
