gesture,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.0,"0.40794748067855835,0.3867145776748657,-1.0198628785929031e-07","0.4197453558444977,0.3722400963306427,-0.006968080997467041","0.42824119329452515,0.3535006046295166,-0.010265025310218334","0.426248699426651,0.3364425301551819,-0.01346290111541748","0.4160165786743164,0.3286397159099579,-0.01489751972258091","0.42638176679611206,0.3310624957084656,-0.001395112369209528","0.4254544973373413,0.31433233618736267,-0.01027017179876566","0.4242636263370514,0.33094683289527893,-0.014370947144925594","0.4247330129146576,0.3369920551776886,-0.0159623846411705","0.4141016900539398,0.3318932354450226,-0.0015347918961197138","0.4119339883327484,0.31864193081855774,-0.0109483040869236","0.4130673110485077,0.33887624740600586,-0.012248924002051353","0.41456398367881775,0.3416600227355957,-0.01095179095864296","0.40286803245544434,0.3355959355831146,-0.0034152045845985413","0.4000699818134308,0.32579305768013,-0.012670825235545635","0.4026138186454773,0.3443325161933899,-0.008960622362792492","0.40398484468460083,0.34639737010002136,-0.004289403557777405","0.3919268548488617,0.3409304618835449,-0.005980484187602997","0.3913966715335846,0.3339681625366211,-0.010339785367250443","0.3942059576511383,0.34705230593681335,-0.006274599116295576","0.3953334093093872,0.3502757251262665,-0.0019713572692126036"
0.0,"0.4107779562473297,0.38055121898651123,-7.592645800968967e-08","0.4237196743488312,0.36772245168685913,-0.006839360576122999","0.43283575773239136,0.34763187170028687,-0.010114937089383602","0.42933228611946106,0.33044302463531494,-0.013108357787132263","0.4182370901107788,0.3239491581916809,-0.014280430972576141","0.4305579364299774,0.3250032663345337,-0.002325627487152815","0.429762065410614,0.3104853928089142,-0.01021262165158987","0.4282733201980591,0.32867926359176636,-0.01380453072488308","0.4285491704940796,0.333734929561615,-0.015493910759687424","0.4189854562282562,0.32551825046539307,-0.002603160683065653","0.41743993759155273,0.31482356786727905,-0.01078213844448328","0.41828593611717224,0.3350152373313904,-0.011540038511157036","0.4192929267883301,0.33649325370788574,-0.010357772931456566","0.407869428396225,0.3294800817966461,-0.004441268742084503","0.4062490463256836,0.32129576802253723,-0.0125462980940938","0.40868738293647766,0.3389670252799988,-0.008865727111697197","0.409816175699234,0.3396751284599304,-0.004734515678137541","0.39686864614486694,0.3349635601043701,-0.0069539532996714115","0.3969591557979584,0.32974550127983093,-0.010606436990201473","0.3998953700065613,0.34169796109199524,-0.0066429744474589825","0.40088334679603577,0.3436969518661499,-0.0027745766565203667"
0.0,"0.4161018133163452,0.37586721777915955,-7.349692765501459e-08","0.42882996797561646,0.36491474509239197,-0.007576457690447569","0.43772971630096436,0.346038281917572,-0.01127492357045412","0.4348786473274231,0.32812780141830444,-0.014410142786800861","0.4249798357486725,0.3190794289112091,-0.015689600259065628","0.4361390173435211,0.3223990499973297,-0.003879841649904847","0.43504416942596436,0.3075293302536011,-0.012287708930671215","0.4340881407260895,0.32499444484710693,-0.01603369414806366","0.43454816937446594,0.3301282525062561,-0.01768726110458374","0.4240877628326416,0.3231988549232483,-0.0038451706059277058","0.42234498262405396,0.31157535314559937,-0.012271239422261715","0.4236223101615906,0.3318627178668976,-0.012956012040376663","0.42442023754119873,0.33256763219833374,-0.011787811294198036","0.41257089376449585,0.32710886001586914,-0.005419391207396984","0.4115203619003296,0.31848427653312683,-0.013950349763035774","0.41402021050453186,0.33594176173210144,-0.0103365583345294","0.41465136408805847,0.33511197566986084,-0.006301985587924719","0.40132084488868713,0.33229392766952515,-0.007699879352003336","0.401942640542984,0.3265242278575897,-0.011905563063919544","0.40484029054641724,0.3385723829269409,-0.008109653368592262","0.40515127778053284,0.3399903476238251,-0.0043734111823141575"
0.0,"0.4214421808719635,0.3722911775112152,-8.10672844409055e-08","0.43492963910102844,0.3611697256565094,-0.005216407123953104","0.44502294063568115,0.3425803482532501,-0.0077901617623865604","0.4430021047592163,0.32496583461761475,-0.010408344678580761","0.43222153186798096,0.31715723872184753,-0.011566056869924068","0.4403558671474457,0.32140159606933594,-0.0021389368921518326","0.4409220814704895,0.30519238114356995,-0.009656681679189205","0.43987274169921875,0.3222164809703827,-0.012912582606077194","0.43953558802604675,0.328492671251297,-0.014215033501386642","0.42890357971191406,0.32186752557754517,-0.002894319361075759","0.4281141757965088,0.31002289056777954,-0.010467825457453728","0.42955517768859863,0.32970720529556274,-0.011144183576107025","0.4299033582210541,0.33157041668891907,-0.010140481404960155","0.417994886636734,0.3254442811012268,-0.0049081905744969845","0.41745343804359436,0.3153045177459717,-0.01275706384330988","0.42020729184150696,0.3331243693828583,-0.009062782861292362","0.4202515184879303,0.3349820673465729,-0.0050182524137198925","0.40684133768081665,0.3302629590034485,-0.00737486407160759","0.40812015533447266,0.3225943446159363,-0.011203381232917309","0.41134747862815857,0.33468425273895264,-0.00716682942584157","0.4114011526107788,0.3378128111362457,-0.0032462014351040125"
0.0,"0.4267054796218872,0.3708985149860382,-9.46815035263171e-08","0.440319687128067,0.3603055477142334,-0.005229293834418058","0.4519481360912323,0.34160974621772766,-0.0074302032589912415","0.449558824300766,0.3237402141094208,-0.009444036521017551","0.43903207778930664,0.3162170648574829,-0.009875886142253876","0.4468262791633606,0.3211996853351593,-0.0020614895038306713","0.4481884837150574,0.30405592918395996,-0.00938702654093504","0.4462186098098755,0.321272611618042,-0.012330659665167332","0.44529396295547485,0.3279299736022949,-0.013370330445468426","0.4351192116737366,0.3211606442928314,-0.0027922065928578377","0.43519800901412964,0.3078148663043976,-0.010279560461640358","0.4355368912220001,0.32801371812820435,-0.011004548519849777","0.4350804090499878,0.3304969370365143,-0.009903422556817532","0.42418062686920166,0.32420113682746887,-0.004734950140118599","0.42420196533203125,0.31316009163856506,-0.012479791417717934","0.42603668570518494,0.3316899538040161,-0.008826063014566898","0.42539361119270325,0.3333073556423187,-0.004753784276545048","0.4130634069442749,0.32898202538490295,-0.007092062849551439","0.4145428240299225,0.3205516040325165,-0.010775282047688961","0.4171876907348633,0.33341124653816223,-0.006573050282895565","0.41667449474334717,0.33644232153892517,-0.0025368996430188417"
0.0,"0.4327751100063324,0.37113264203071594,-9.365349740164675e-08","0.4465894401073456,0.3605915307998657,-0.004752810578793287","0.45838478207588196,0.3414818346500397,-0.006680745631456375","0.45618700981140137,0.323215514421463,-0.008523882366716862","0.44570285081863403,0.3153184652328491,-0.008912180550396442","0.45305508375167847,0.31949836015701294,-0.0016966138500720263","0.4545225501060486,0.303292453289032,-0.008267965167760849","0.4532342255115509,0.3209448754787445,-0.010949190706014633","0.45253950357437134,0.3269895911216736,-0.012013332918286324","0.44152626395225525,0.31949445605278015,-0.0025382107123732567","0.44160622358322144,0.3072465658187866,-0.00909371767193079","0.4423953890800476,0.3270992338657379,-0.009684368036687374","0.4417668879032135,0.3290364742279053,-0.008785252459347248","0.43054190278053284,0.3227418065071106,-0.004474324639886618","0.43055275082588196,0.31211814284324646,-0.01155849453061819","0.4329814910888672,0.33051711320877075,-0.008045227266848087","0.4325276017189026,0.3321613669395447,-0.004272182006388903","0.41924723982810974,0.3278330862522125,-0.006757361348718405","0.42087194323539734,0.31934767961502075,-0.010193344205617905","0.42392224073410034,0.3320172429084778,-0.006017874926328659","0.4234246015548706,0.33519721031188965,-0.002056647092103958"
0.0,"0.43777942657470703,0.36918994784355164,-9.377626497553138e-08","0.452192485332489,0.3590995967388153,-0.004973207134753466","0.46428346633911133,0.34086188673973083,-0.007083167787641287","0.46240273118019104,0.3225216269493103,-0.009091300889849663","0.4524748921394348,0.3134618103504181,-0.009570267051458359","0.45922061800956726,0.31940391659736633,-0.0017610432114452124","0.46164679527282715,0.3030551075935364,-0.008850072510540485","0.4597414433956146,0.3204595148563385,-0.011694613844156265","0.4586856961250305,0.3260556757450104,-0.012780380435287952","0.4477650821208954,0.3190264105796814,-0.002584286732599139","0.4486340880393982,0.3061404526233673,-0.009987540543079376","0.4490087032318115,0.326263964176178,-0.010755435563623905","0.4483968913555145,0.32853761315345764,-0.009734338149428368","0.4367929995059967,0.32173171639442444,-0.004579939413815737","0.4372018575668335,0.31103843450546265,-0.012408914044499397","0.4392106235027313,0.3295992314815521,-0.00887835118919611","0.43864676356315613,0.3313039541244507,-0.00487319752573967","0.4253496825695038,0.3261460065841675,-0.006937993224710226","0.42716118693351746,0.31836897134780884,-0.0107908695936203","0.43005797266960144,0.33123883605003357,-0.006745559629052877","0.42965176701545715,0.33429238200187683,-0.002790207741782069"
0.0,"0.44294774532318115,0.3689705729484558,-8.807391083109906e-08","0.45688575506210327,0.3580264449119568,-0.004129273351281881","0.46870285272598267,0.33976465463638306,-0.0057487692683935165","0.4686530530452728,0.3220834732055664,-0.007543961983174086","0.4589073956012726,0.31308817863464355,-0.007934869267046452","0.464939147233963,0.3193267285823822,-0.0004092338785994798","0.4686363935470581,0.30382513999938965,-0.007423128001391888","0.46623364090919495,0.31913435459136963,-0.01065277773886919","0.46408289670944214,0.3248860538005829,-0.01192708034068346","0.4533501863479614,0.3184666037559509,-0.0015835848171263933","0.45435863733291626,0.3067764937877655,-0.00861206091940403","0.45437949895858765,0.325675904750824,-0.009652531705796719","0.45381417870521545,0.3275127112865448,-0.008912766352295876","0.44206053018569946,0.3208937644958496,-0.003953275270760059","0.44278717041015625,0.3110869526863098,-0.011284658685326576","0.4445057213306427,0.32828131318092346,-0.008179564028978348","0.4440125524997711,0.3291153907775879,-0.004593591671437025","0.43042850494384766,0.32500535249710083,-0.0066660307347774506","0.4325941205024719,0.3176674246788025,-0.009994951076805592","0.4352266490459442,0.3294828236103058,-0.0060288445092737675","0.4349408745765686,0.3318503201007843,-0.0022326947655528784"
0.0,"0.4466065764427185,0.36811062693595886,-9.925864219439973e-08","0.4610986113548279,0.3599337637424469,-0.005870690103620291","0.4754194915294647,0.34023070335388184,-0.007962862960994244","0.47359827160835266,0.32038477063179016,-0.00964070949703455","0.4620618224143982,0.3122687041759491,-0.00960997212678194","0.4702700972557068,0.3172520697116852,-0.002110311295837164","0.47384944558143616,0.30264657735824585,-0.008759777992963791","0.47077426314353943,0.3212222456932068,-0.011313555762171745","0.4688228368759155,0.32454583048820496,-0.01250537484884262","0.45829156041145325,0.3164844214916229,-0.002507404424250126","0.46074599027633667,0.3055170476436615,-0.009526754729449749","0.4601539373397827,0.32705262303352356,-0.009981795214116573","0.4590464234352112,0.3268463909626007,-0.00894126296043396","0.44703444838523865,0.31898459792137146,-0.004130372777581215","0.4489046633243561,0.3094214200973511,-0.011836587451398373","0.4501088559627533,0.32927262783050537,-0.008088077418506145","0.44890737533569336,0.32932043075561523,-0.004121595993638039","0.4351854920387268,0.3226674497127533,-0.0061765084974467754","0.4382963478565216,0.3157757520675659,-0.009861702099442482","0.440476655960083,0.32987454533576965,-0.005555601324886084","0.4392654299736023,0.3322056233882904,-0.0015568319940939546"
0.0,"0.449354887008667,0.3675099015235901,-8.866282286135174e-08","0.4631653428077698,0.35780811309814453,-0.0054503618739545345","0.47636446356773376,0.33926859498023987,-0.007552082184702158","0.47754350304603577,0.3214709460735321,-0.009518036618828773","0.468222051858902,0.311708927154541,-0.009871240705251694","0.4722422659397125,0.3171149492263794,-0.001306687481701374","0.47717714309692383,0.3024282157421112,-0.008572350256145","0.4740176200866699,0.319733202457428,-0.011645336635410786","0.47131624817848206,0.32346364855766296,-0.012888223864138126","0.46102258563041687,0.3159868121147156,-0.001866077771410346","0.46382904052734375,0.30454814434051514,-0.009353815577924252","0.46277952194213867,0.32506251335144043,-0.010387415997684002","0.4613422751426697,0.32484281063079834,-0.00954507663846016","0.4499718248844147,0.31796011328697205,-0.0037319823168218136","0.4518822431564331,0.3085252046585083,-0.011853127740323544","0.452773779630661,0.3275529742240906,-0.008772366680204868","0.45172715187072754,0.3270933926105499,-0.005022868979722261","0.4384593069553375,0.32099348306655884,-0.005980164743959904","0.44133156538009644,0.3149937093257904,-0.009909627959132195","0.4433482885360718,0.32816562056541443,-0.0060591367073357105","0.44254201650619507,0.32992491126060486,-0.0022468070965260267"
