gesture,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.0,"0.3043777346611023,0.6311298608779907,-2.5406703230146377e-07","0.2741738557815552,0.5371178984642029,0.0010493919253349304","0.27940672636032104,0.42238351702690125,-0.011601528152823448","0.3220330476760864,0.34242066740989685,-0.025139693170785904","0.36403796076774597,0.31029897928237915,-0.03527985140681267","0.23743775486946106,0.3737625479698181,-0.024415481835603714","0.3102495074272156,0.2963829040527344,-0.0399860255420208","0.3214511275291443,0.3474561870098114,-0.04603254050016403","0.3089430630207062,0.38284727931022644,-0.05070734769105911","0.26480022072792053,0.3887042999267578,-0.03642686828970909","0.34132006764411926,0.3281751573085785,-0.045722637325525284","0.3470590114593506,0.37728360295295715,-0.045873843133449554","0.3306620121002197,0.400901198387146,-0.0485888347029686","0.29924699664115906,0.41097748279571533,-0.04748573154211044","0.36942458152770996,0.3595113158226013,-0.05098236724734306","0.368692547082901,0.40628743171691895,-0.042355142533779144","0.34784844517707825,0.4281994700431824,-0.03991100192070007","0.33604907989501953,0.4394870698451996,-0.05895006284117699","0.38647279143333435,0.40210944414138794,-0.05583047866821289","0.3840598165988922,0.4465896785259247,-0.04522746056318283","0.3668349087238312,0.46795839071273804,-0.039873555302619934"
0.0,"0.30491572618484497,0.6364660263061523,-1.8392634615338466e-07","0.27580368518829346,0.540880560874939,0.0007380422903224826","0.2805602550506592,0.4256339967250824,-0.0124698830768466","0.3236495852470398,0.34259864687919617,-0.026574457064270973","0.3652281165122986,0.30642494559288025,-0.03658803179860115","0.2292114496231079,0.38094615936279297,-0.022455895319581032","0.3006362020969391,0.2955157160758972,-0.03817485645413399","0.31470033526420593,0.34852200746536255,-0.04415447264909744","0.30351653695106506,0.3847484290599823,-0.04897705465555191","0.2544724941253662,0.392242431640625,-0.034273386001586914","0.33444252610206604,0.32564064860343933,-0.044543053954839706","0.34157946705818176,0.3813996911048889,-0.04337054118514061","0.3230513036251068,0.4075861871242523,-0.04509758576750755","0.2884593605995178,0.40967392921447754,-0.045526329427957535","0.36344876885414124,0.35470589995384216,-0.05022737756371498","0.36387625336647034,0.40846118330955505,-0.040955957025289536","0.34083181619644165,0.4310121536254883,-0.03807961940765381","0.3261129558086395,0.43265050649642944,-0.05733693018555641","0.3814578056335449,0.39426395297050476,-0.055397555232048035","0.3794322907924652,0.4446532428264618,-0.04555114731192589","0.36055877804756165,0.4676588773727417,-0.04070322588086128"
0.0,"0.30406251549720764,0.6369478702545166,-2.102855489738431e-07","0.27459296584129333,0.5404971837997437,0.00014050965546630323","0.2787987291812897,0.4255385994911194,-0.013278472237288952","0.3209463059902191,0.3418268859386444,-0.027536455541849136","0.36269405484199524,0.3076275885105133,-0.038022059947252274","0.2308201640844345,0.37695831060409546,-0.02198522537946701","0.30211392045021057,0.29470115900039673,-0.037785060703754425","0.31477251648902893,0.348550409078598,-0.04539809376001358","0.30289724469184875,0.38279107213020325,-0.051918067038059235","0.2567101716995239,0.390397310256958,-0.033733367919921875","0.3365781903266907,0.32482337951660156,-0.04331393167376518","0.34194502234458923,0.3788585066795349,-0.04326663911342621","0.3233203887939453,0.4041300117969513,-0.046370979398489","0.2911794185638428,0.40985479950904846,-0.04489251598715782","0.3643666207790375,0.35417789220809937,-0.0491550974547863","0.3633662164211273,0.40596461296081543,-0.04059578850865364","0.34065207839012146,0.42905816435813904,-0.03847651183605194","0.32839348912239075,0.433786004781723,-0.05670994520187378","0.38095152378082275,0.3934842646121979,-0.0544784776866436","0.37830597162246704,0.44181397557258606,-0.04462357237935066","0.35965925455093384,0.46462351083755493,-0.039894960820674896"
0.0,"0.30321577191352844,0.6349619626998901,-1.8844983173949004e-07","0.2736929953098297,0.5404859781265259,-0.0002831658930517733","0.27670276165008545,0.42659345269203186,-0.013791169971227646","0.3192591965198517,0.3432537913322449,-0.027987707406282425","0.3621044158935547,0.30861449241638184,-0.038261156529188156","0.22825078666210175,0.37839072942733765,-0.023877501487731934","0.2984252870082855,0.2920253276824951,-0.0397796668112278","0.3127082884311676,0.3449968695640564,-0.04615047946572304","0.3018396496772766,0.37974053621292114,-0.05145884305238724","0.2530937194824219,0.3899685740470886,-0.03496606647968292","0.3341810703277588,0.3213249444961548,-0.044925130903720856","0.3405824601650238,0.37538397312164307,-0.043738219887018204","0.3220688998699188,0.4009952247142792,-0.04577485844492912","0.2869362533092499,0.4073663055896759,-0.04547404497861862","0.3632141649723053,0.3527581989765167,-0.049782030284404755","0.3618442714214325,0.4054301977157593,-0.041070614010095596","0.33829808235168457,0.42860856652259827,-0.03882455453276634","0.32420581579208374,0.42955005168914795,-0.05667148903012276","0.3799320459365845,0.3934885561466217,-0.05445772409439087","0.3763839900493622,0.4431687593460083,-0.045288246124982834","0.3565974235534668,0.4655984044075012,-0.04106687009334564"
0.0,"0.30254775285720825,0.6343793272972107,-2.2421916412440623e-07","0.27300840616226196,0.5398825407028198,0.0007747882045805454","0.27740201354026794,0.4250231683254242,-0.012297535315155983","0.31870630383491516,0.3400944471359253,-0.02618168108165264","0.3583407700061798,0.3028414249420166,-0.036245107650756836","0.22762909531593323,0.3780656158924103,-0.023090919479727745","0.2983122169971466,0.29163309931755066,-0.03816355764865875","0.3118036687374115,0.34612542390823364,-0.04444315284490585","0.3008129298686981,0.3811601400375366,-0.049946825951337814","0.253734827041626,0.39104408025741577,-0.034851398319005966","0.3336653709411621,0.32314905524253845,-0.04370610788464546","0.3391885459423065,0.3778868019580841,-0.042705606669187546","0.3207750618457794,0.40334463119506836,-0.045303575694561005","0.28861066699028015,0.4099031686782837,-0.0458054356276989","0.3616012930870056,0.3521611988544464,-0.04954209923744202","0.36064842343330383,0.4043898284435272,-0.04046936705708504","0.3380383849143982,0.4276158809661865,-0.03824251890182495","0.326239675283432,0.4326522648334503,-0.05728825181722641","0.378890722990036,0.3911270797252655,-0.054818734526634216","0.37599119544029236,0.44015923142433167,-0.044704001396894455","0.3569781184196472,0.46331787109375,-0.03990267962217331"
0.0,"0.3015556037425995,0.6358269453048706,-2.158635084015259e-07","0.272076815366745,0.5409029126167297,0.0014751581475138664","0.2761232256889343,0.4255257546901703,-0.011245734058320522","0.3182424306869507,0.34116899967193604,-0.025077709928154945","0.3597043454647064,0.30466118454933167,-0.03508789464831352","0.22596625983715057,0.37755975127220154,-0.02127310074865818","0.29728561639785767,0.2920728921890259,-0.03632296621799469","0.3111514449119568,0.34590673446655273,-0.04249697923660278","0.3000541031360626,0.3809925317764282,-0.04788940027356148","0.25100770592689514,0.38968563079833984,-0.033428095281124115","0.3319002389907837,0.32255521416664124,-0.04246509447693825","0.33802783489227295,0.37768763303756714,-0.041345201432704926","0.3195876479148865,0.4030289351940155,-0.043683819472789764","0.2851908206939697,0.4083886444568634,-0.0449029840528965","0.36028528213500977,0.35121795535087585,-0.049084585160017014","0.3597441613674164,0.4043172597885132,-0.04039871320128441","0.33679795265197754,0.4272616505622864,-0.03822413086891174","0.3227728009223938,0.4314718246459961,-0.056866761296987534","0.37825673818588257,0.3910728394985199,-0.054687708616256714","0.37545421719551086,0.4410621225833893,-0.04507943615317345","0.3558048605918884,0.4642826318740845,-0.04058312997221947"
0.0,"0.30001604557037354,0.6365219354629517,-2.2431301260894543e-07","0.2714250981807709,0.5415405035018921,0.0019532085862010717","0.27625271677970886,0.42705801129341125,-0.01060737669467926","0.31792891025543213,0.3419358730316162,-0.02440342865884304","0.3580072522163391,0.30404284596443176,-0.03445408493280411","0.22558528184890747,0.3793286979198456,-0.021094409748911858","0.29537904262542725,0.2925819754600525,-0.035977981984615326","0.3098514974117279,0.3471207022666931,-0.041862424463033676","0.2995055317878723,0.38287225365638733,-0.047035764902830124","0.2501431703567505,0.39024031162261963,-0.03349369019269943","0.3301267623901367,0.3225237727165222,-0.04223106801509857","0.3369968831539154,0.3781186044216156,-0.04101311415433884","0.31906744837760925,0.40356072783470154,-0.043311864137649536","0.28415781259536743,0.40820640325546265,-0.04513627663254738","0.35850682854652405,0.3506155014038086,-0.04921917989850044","0.35859745740890503,0.40472695231437683,-0.0404200479388237","0.335994690656662,0.4280577600002289,-0.0382096953690052","0.3218076527118683,0.4306657910346985,-0.05722571536898613","0.3772914409637451,0.39131298661231995,-0.05493316054344177","0.37499141693115234,0.44223928451538086,-0.04523232579231262","0.35555633902549744,0.4654946029186249,-0.04070354998111725"
0.0,"0.30005770921707153,0.636745274066925,-2.269271561772257e-07","0.2707691490650177,0.5420093536376953,0.001309713814407587","0.2751866281032562,0.4274492859840393,-0.011576459743082523","0.3162088990211487,0.3417520821094513,-0.02554067224264145","0.3557690382003784,0.30318760871887207,-0.035808563232421875","0.22567501664161682,0.37797147035598755,-0.02225250005722046","0.29714393615722656,0.29284393787384033,-0.037566423416137695","0.31061577796936035,0.3471710979938507,-0.043886248022317886","0.2992156445980072,0.38259196281433105,-0.049377456307411194","0.2508709132671356,0.39056769013404846,-0.034455396234989166","0.3319464325904846,0.32424691319465637,-0.04343424737453461","0.3379996716976166,0.37895578145980835,-0.042375367134809494","0.31941449642181396,0.40409716963768005,-0.04496796801686287","0.28499162197113037,0.410010427236557,-0.04590149596333504","0.3592798709869385,0.35225117206573486,-0.0501977913081646","0.35915622115135193,0.405876100063324,-0.04107256233692169","0.3365895450115204,0.4292523264884949,-0.038733500987291336","0.32221949100494385,0.4337538778781891,-0.057837292551994324","0.3768863081932068,0.3925624191761017,-0.05591534823179245","0.37459346652030945,0.44262197613716125,-0.04594087228178978","0.3553864657878876,0.46591752767562866,-0.04119173437356949"
0.0,"0.29888224601745605,0.6375958919525146,-2.0483849993979675e-07","0.2702968418598175,0.5416771769523621,0.0006943540647625923","0.2743855118751526,0.42643967270851135,-0.012421329505741596","0.31655174493789673,0.3424680829048157,-0.026601234450936317","0.35838139057159424,0.30740028619766235,-0.03695988282561302","0.22425895929336548,0.3784573972225189,-0.021849585697054863","0.2959563732147217,0.2930867075920105,-0.037460263818502426","0.3090786039829254,0.3469270169734955,-0.04412614926695824","0.29742366075515747,0.38252025842666626,-0.049859751015901566","0.24910713732242584,0.39181768894195557,-0.03395751491189003","0.3304348289966583,0.3232172131538391,-0.04361520707607269","0.33631432056427,0.37785857915878296,-0.04285697266459465","0.31800416111946106,0.40376439690589905,-0.045395661145448685","0.28281721472740173,0.41118985414505005,-0.04550011456012726","0.3588005602359772,0.35249242186546326,-0.049843743443489075","0.35781925916671753,0.4053612947463989,-0.04118765518069267","0.33481043577194214,0.42836710810661316,-0.0390915647149086","0.3202529549598694,0.43472862243652344,-0.057677801698446274","0.37635892629623413,0.39303886890411377,-0.05567159131169319","0.373459130525589,0.4427672326564789,-0.04619750753045082","0.3539724051952362,0.46567457914352417,-0.04185936599969864"
0.0,"0.29897332191467285,0.6388998031616211,-2.173452600118253e-07","0.2705702483654022,0.5433639883995056,0.0017616574186831713","0.2748340964317322,0.4281984269618988,-0.010868458077311516","0.3165183663368225,0.34360557794570923,-0.02480616606771946","0.3574753999710083,0.3065376579761505,-0.03507570922374725","0.22427543997764587,0.3791317045688629,-0.020875833928585052","0.2959815561771393,0.29339173436164856,-0.0360504575073719","0.30989009141921997,0.3478616774082184,-0.04238830879330635","0.2987411320209503,0.38423001766204834,-0.047840457409620285","0.24863551557064056,0.3918139338493347,-0.033277686685323715","0.33047783374786377,0.3244962692260742,-0.04220770671963692","0.3370668888092041,0.379883736371994,-0.04114425554871559","0.31864237785339355,0.40600648522377014,-0.043630450963974","0.2822133004665375,0.4110770523548126,-0.044999588280916214","0.35808616876602173,0.3528437614440918,-0.04904735088348389","0.35817670822143555,0.40676289796829224,-0.04006990045309067","0.3356172740459442,0.4306158423423767,-0.03779040649533272","0.31932371854782104,0.434474378824234,-0.05722551792860031","0.3755405843257904,0.39240825176239014,-0.054835058748722076","0.3735407292842865,0.44285959005355835,-0.04482276737689972","0.35448381304740906,0.466573029756546,-0.04009975120425224"
