gesture,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0.0,"0.4998835623264313,0.3163928985595703,-0.2817161977291107","0.5062757730484009,0.29680636525154114,-0.25786685943603516","0.5104522109031677,0.2977938652038574,-0.25795629620552063","0.5145367383956909,0.29916584491729736,-0.25798481702804565","0.4946257472038269,0.29755234718322754,-0.2650732398033142","0.4909062385559082,0.2982589900493622,-0.26509395241737366","0.4872312545776367,0.29841992259025574,-0.2651698887348175","0.519698977470398,0.30728718638420105,-0.1284317523241043","0.48226553201675415,0.3060140907764435,-0.16273412108421326","0.5085871815681458,0.33671873807907104,-0.2340603619813919","0.4929041266441345,0.33640989661216736,-0.24407868087291718","0.5463576316833496,0.42059630155563354,-0.07751172035932541","0.4400980472564697,0.42354434728622437,-0.07721787691116333","0.611627459526062,0.475436270236969,-0.21306249499320984","0.421556293964386,0.5754678845405579,-0.04414072260260582","0.5668932795524597,0.3776727318763733,-0.4321165084838867","0.43323031067848206,0.709462583065033,-0.11567769944667816","0.5545051693916321,0.3553936779499054,-0.48237961530685425","0.4308609962463379,0.7518815994262695,-0.13223043084144592","0.5475649833679199,0.35502129793167114,-0.4534114897251129","0.43913689255714417,0.7513579726219177,-0.1589343100786209","0.5481165051460266,0.36204180121421814,-0.42608681321144104","0.4419645667076111,0.739088773727417,-0.12500032782554626","0.5321277379989624,0.705360472202301,-0.012411016039550304","0.47049346566200256,0.7061930894851685,0.0125289186835289","0.5267609357833862,0.9143905639648438,-0.03283388540148735","0.47974294424057007,0.91246497631073,0.003536742879077792","0.5264934301376343,1.053009271621704,0.22381968796253204","0.4843594431877136,1.06229567527771,0.20091530680656433","0.5266894698143005,1.072607398033142,0.24490857124328613","0.48785144090652466,1.0842427015304565,0.21722114086151123","0.5271268486976624,1.1191686391830444,0.1556805968284607","0.48127198219299316,1.1269185543060303,0.10377796739339828"
0.0,"0.5030651092529297,0.3150024116039276,-0.2528837323188782","0.5080211162567139,0.2962351143360138,-0.22647234797477722","0.5112247467041016,0.29741233587265015,-0.22657020390033722","0.5147705078125,0.29824307560920715,-0.22655455768108368","0.497391939163208,0.2945193946361542,-0.23456533253192902","0.4927559494972229,0.29401007294654846,-0.23457065224647522","0.48846206068992615,0.29336339235305786,-0.23463447391986847","0.5174869298934937,0.3063766658306122,-0.0961359292268753","0.4814900755882263,0.30189576745033264,-0.13447949290275574","0.5090476870536804,0.3366454243659973,-0.20439240336418152","0.4940420091152191,0.33538785576820374,-0.21618172526359558","0.544531524181366,0.41675931215286255,-0.04273533076047897","0.4381575584411621,0.42318853735923767,-0.05638653039932251","0.613144040107727,0.47533899545669556,-0.1619495302438736","0.4240396022796631,0.5781289339065552,-0.029552007094025612","0.5678092837333679,0.37658753991127014,-0.3783760666847229","0.43159621953964233,0.7151637673377991,-0.1081746444106102","0.5549967288970947,0.35499656200408936,-0.42771992087364197","0.4280227720737457,0.7566726803779602,-0.12607361376285553","0.546521008014679,0.35525384545326233,-0.4025176465511322","0.43680915236473083,0.7561612725257874,-0.1544983685016632","0.5473522543907166,0.36227861046791077,-0.3736625909805298","0.4400549530982971,0.7434377670288086,-0.11809533834457397","0.5305778980255127,0.710452675819397,-0.006099880672991276","0.4699631333351135,0.7136844396591187,0.00627091433852911","0.5267965197563171,0.9226593971252441,-0.057142067700624466","0.47846657037734985,0.9228406548500061,-0.014740700833499432","0.528654158115387,1.0814505815505981,0.19927245378494263","0.4803709387779236,1.0878156423568726,0.17100539803504944","0.5294696688652039,1.1012444496154785,0.22019541263580322","0.48112815618515015,1.1109154224395752,0.18592533469200134","0.5277317762374878,1.1468180418014526,0.1308998465538025","0.48504638671875,1.1527096033096313,0.07129229605197906"
0.0,"0.5035063624382019,0.3149561285972595,-0.2631780505180359","0.5083907842636108,0.2960664629936218,-0.23788674175739288","0.511622428894043,0.29694244265556335,-0.23797178268432617","0.5148281455039978,0.29767659306526184,-0.2379666268825531","0.4977744519710541,0.2939057946205139,-0.24675479531288147","0.4932052195072174,0.2932974398136139,-0.24675793945789337","0.48884692788124084,0.292964369058609,-0.24681851267814636","0.5174258947372437,0.3063301146030426,-0.10478143393993378","0.47967448830604553,0.3021751344203949,-0.14675548672676086","0.5091714859008789,0.33661890029907227,-0.21445231139659882","0.49524441361427307,0.335484117269516,-0.22697177529335022","0.5446187853813171,0.4152461588382721,-0.04708339646458626","0.43888482451438904,0.42189767956733704,-0.06781091541051865","0.6119529008865356,0.47836071252822876,-0.16812917590141296","0.42215806245803833,0.5775527954101562,-0.0327179990708828","0.5673059821128845,0.3788299560546875,-0.3880901038646698","0.43150654435157776,0.7135005593299866,-0.1059294119477272","0.5550934076309204,0.3573658764362335,-0.4373711943626404","0.4287409782409668,0.7553282976150513,-0.12255100160837173","0.5465705990791321,0.3581479489803314,-0.4120384752750397","0.4373728632926941,0.7554560303688049,-0.1521579921245575","0.5470853447914124,0.3656899034976959,-0.3831762969493866","0.44079700112342834,0.7426340579986572,-0.11602691560983658","0.5294092893600464,0.7118868231773376,-0.004433263558894396","0.46938467025756836,0.7151886820793152,0.004611375741660595","0.5267918109893799,0.925176739692688,-0.06600552797317505","0.4778572916984558,0.9252578020095825,-0.03021506406366825","0.5284608006477356,1.0902888774871826,0.18600475788116455","0.47874993085861206,1.094669222831726,0.14813236892223358","0.5290364027023315,1.1105899810791016,0.20611736178398132","0.4797334671020508,1.1184062957763672,0.16232848167419434","0.5259448289871216,1.156868815422058,0.11466515064239502","0.485747754573822,1.1600608825683594,0.043364472687244415"
0.0,"0.5033378601074219,0.3167094886302948,-0.28078749775886536","0.5083467960357666,0.2965049147605896,-0.2565382719039917","0.5112736225128174,0.29733023047447205,-0.25661569833755493","0.5140298008918762,0.29825037717819214,-0.2566235661506653","0.4976692795753479,0.2950532138347626,-0.26548415422439575","0.49325165152549744,0.29489925503730774,-0.26549485325813293","0.4890318810939789,0.29506680369377136,-0.2655598521232605","0.5159613490104675,0.3066747486591339,-0.12371733039617538","0.47958025336265564,0.30425718426704407,-0.16383394598960876","0.5086158514022827,0.3371417224407196,-0.2316143959760666","0.4950273633003235,0.3366829454898834,-0.24398979544639587","0.5460330843925476,0.41481924057006836,-0.062462083995342255","0.4390548765659332,0.4234568178653717,-0.08647273480892181","0.6108161211013794,0.478746235370636,-0.18554283678531647","0.42114701867103577,0.5750468373298645,-0.05177263543009758","0.5683881640434265,0.37964707612991333,-0.4098687767982483","0.432049036026001,0.7139350175857544,-0.12385399639606476","0.5569770336151123,0.35730302333831787,-0.46012449264526367","0.42951884865760803,0.7562394738197327,-0.14084886014461517","0.5486851930618286,0.3572707176208496,-0.43612581491470337","0.43810170888900757,0.7561549544334412,-0.1697639524936676","0.5489968657493591,0.3650970757007599,-0.40577882528305054","0.4418044090270996,0.7432636618614197,-0.13364341855049133","0.5289985537528992,0.7129201889038086,-0.0030196276493370533","0.4694586396217346,0.7166750431060791,0.0031674790661782026","0.5267943143844604,0.9248783588409424,-0.04380866885185242","0.4781084954738617,0.9238497614860535,-0.02034783363342285","0.5271130204200745,1.0894469022750854,0.20303599536418915","0.47915226221084595,1.0944573879241943,0.16221469640731812","0.5266053080558777,1.1111624240875244,0.2226286381483078","0.48036736249923706,1.1188913583755493,0.176105335354805","0.5255653858184814,1.153954029083252,0.12923166155815125","0.4856162667274475,1.1585372686386108,0.05640900880098343"
0.0,"0.5032547116279602,0.31684014201164246,-0.29892033338546753","0.5082820653915405,0.29641661047935486,-0.27497559785842896","0.5110594034194946,0.2970070540904999,-0.2750435173511505","0.5137081146240234,0.29763683676719666,-0.2750398814678192","0.4976862072944641,0.2949334979057312,-0.28391680121421814","0.49298596382141113,0.2949707806110382,-0.283933162689209","0.488595575094223,0.29534438252449036,-0.2839981019496918","0.5166763067245483,0.306366503238678,-0.1420665681362152","0.47912606596946716,0.30511459708213806,-0.17669835686683655","0.5083979368209839,0.3371507525444031,-0.24973627924919128","0.4946255683898926,0.3365812599658966,-0.2621508240699768","0.5461059212684631,0.41619735956192017,-0.07695934921503067","0.4400347173213959,0.42340269684791565,-0.09593109786510468","0.6101563572883606,0.48536068201065063,-0.19231507182121277","0.42053017020225525,0.574237585067749,-0.05992592126131058","0.5687033534049988,0.3806490898132324,-0.412543386220932","0.43154484033584595,0.7132841348648071,-0.1305590718984604","0.5581783056259155,0.3561222553253174,-0.46197572350502014","0.428386390209198,0.7537142634391785,-0.14775095880031586","0.5501912832260132,0.3566538989543915,-0.4400101602077484","0.4377799928188324,0.7535768151283264,-0.1777406632900238","0.5502150654792786,0.3653521239757538,-0.40913376212120056","0.44134241342544556,0.7408409118652344,-0.14092358946800232","0.5289362668991089,0.7137575745582581,-0.002241996582597494","0.46964582800865173,0.7176385521888733,0.0023806309327483177","0.5267013311386108,0.9240893125534058,-0.01653703674674034","0.47809702157974243,0.9220179319381714,-0.015448848716914654","0.528172492980957,1.057924509048462,0.22445929050445557","0.4819518029689789,1.091139554977417,0.16920728981494904","0.5268181562423706,1.0948512554168701,0.24344274401664734","0.484158992767334,1.1133471727371216,0.18298807740211487","0.5295479893684387,1.1481236219406128,0.14910876750946045","0.48553767800331116,1.1562714576721191,0.06015319377183914"
0.0,"0.5030474066734314,0.3165351152420044,-0.2831111252307892","0.508423388004303,0.2961374521255493,-0.2575988173484802","0.5112951993942261,0.2966667413711548,-0.2576809525489807","0.5139241218566895,0.2970440685749054,-0.25768032670021057","0.49740520119667053,0.29450076818466187,-0.266425758600235","0.49229973554611206,0.29465094208717346,-0.26644402742385864","0.487837016582489,0.2951086759567261,-0.26649728417396545","0.5172788500785828,0.3058636486530304,-0.12190983444452286","0.4787324368953705,0.3049335777759552,-0.16392973065376282","0.5082433223724365,0.33713197708129883,-0.23333725333213806","0.49370941519737244,0.3366559147834778,-0.24588899314403534","0.5462990403175354,0.4191710650920868,-0.060953058302402496","0.43995875120162964,0.4234018921852112,-0.07544932514429092","0.6107257008552551,0.49093690514564514,-0.16515468060970306","0.41871851682662964,0.5744174122810364,-0.02642058953642845","0.5684834718704224,0.3835384249687195,-0.3799954652786255","0.4313511252403259,0.7120632529258728,-0.0964108258485794","0.5583673715591431,0.35937029123306274,-0.42803579568862915","0.4308472275733948,0.7540513873100281,-0.11048565059900284","0.5505938529968262,0.359078586101532,-0.40475597977638245","0.4388229250907898,0.7527152895927429,-0.13996174931526184","0.5505978465080261,0.3673131763935089,-0.3756197690963745","0.44178882241249084,0.7398093342781067,-0.10615787655115128","0.5292383432388306,0.7155436873435974,-0.0027110863011330366","0.46955257654190063,0.7190737128257751,0.002784761833027005","0.526279866695404,0.9258188009262085,-0.037551529705524445","0.4774002134799957,0.9256027340888977,-0.006861949805170298","0.5250722169876099,1.072607398033142,0.24997517466545105","0.48103922605514526,1.0923455953598022,0.20510700345039368","0.5250739455223083,1.096228837966919,0.27403444051742554","0.482994943857193,1.11544668674469,0.22206613421440125","0.5235531330108643,1.1479103565216064,0.18823857605457306","0.4853716790676117,1.1592737436294556,0.10325582325458527"
0.0,"0.5033811926841736,0.31614530086517334,-0.3146405816078186","0.5088508129119873,0.29595282673835754,-0.28946036100387573","0.511809766292572,0.2963915169239044,-0.28953254222869873","0.5145863890647888,0.296573668718338,-0.28953978419303894","0.49748292565345764,0.2944699823856354,-0.2983792722225189","0.49224787950515747,0.294834166765213,-0.29838910698890686","0.48773807287216187,0.29552188515663147,-0.29844966530799866","0.5178308486938477,0.30564767122268677,-0.15231670439243317","0.47902044653892517,0.3058295249938965,-0.18415983021259308","0.5091167688369751,0.3371007442474365,-0.2636409401893616","0.4944572448730469,0.3367951214313507,-0.27648383378982544","0.547890841960907,0.42226046323776245,-0.0868423730134964","0.44053974747657776,0.4234478771686554,-0.09909390658140182","0.6129790544509888,0.4928112328052521,-0.20083525776863098","0.4200517237186432,0.5719209313392639,-0.04795186594128609","0.5692571401596069,0.3888069689273834,-0.42336297035217285","0.431154727935791,0.7119069695472717,-0.11963941901922226","0.5583276748657227,0.36654171347618103,-0.47267237305641174","0.43010011315345764,0.7529915571212769,-0.13553746044635773","0.551028311252594,0.3658222258090973,-0.45010533928871155","0.43849626183509827,0.7531960606575012,-0.16602447628974915","0.5515862703323364,0.37393829226493835,-0.41923269629478455","0.44170886278152466,0.7403317093849182,-0.1300874501466751","0.5283375978469849,0.7179116010665894,-0.0023937467485666275","0.4692416787147522,0.7192286849021912,0.0024484239984303713","0.5265392065048218,0.9261654615402222,-0.016319530084729195","0.47764450311660767,0.9252995848655701,-0.010441156104207039","0.5261430144309998,1.0727192163467407,0.2542498707771301","0.4817019999027252,1.0919387340545654,0.1966080516576767","0.5258623957633972,1.0922471284866333,0.27591225504875183","0.4839440882205963,1.114230751991272,0.21225638687610626","0.5272664427757263,1.1442610025405884,0.17970824241638184","0.48680877685546875,1.1596626043319702,0.08617712557315826"
0.0,"0.5043903589248657,0.3128499984741211,-0.29469865560531616","0.5096272230148315,0.29437896609306335,-0.26979580521583557","0.5125989317893982,0.29503995180130005,-0.26986926794052124","0.5152245759963989,0.29542142152786255,-0.26988545060157776","0.49834442138671875,0.2923600375652313,-0.27783969044685364","0.49314290285110474,0.2925233542919159,-0.2778407633304596","0.4884978234767914,0.29316645860671997,-0.2779054343700409","0.517584502696991,0.3051058053970337,-0.13438259065151215","0.47960466146469116,0.3037525415420532,-0.17251697182655334","0.5101491808891296,0.3357936143875122,-0.24484899640083313","0.49515804648399353,0.3346533179283142,-0.25623705983161926","0.546673059463501,0.4205823242664337,-0.06907222419977188","0.4409293532371521,0.42313113808631897,-0.0851612538099289","0.6121761798858643,0.48729372024536133,-0.18213582038879395","0.41893893480300903,0.5728588700294495,-0.04745272547006607","0.5697288513183594,0.3910638093948364,-0.40526723861694336","0.4308587908744812,0.7132586240768433,-0.11849062144756317","0.5587207674980164,0.3703480660915375,-0.4544637203216553","0.43134576082229614,0.7552965879440308,-0.13419605791568756","0.5510542988777161,0.3698181211948395,-0.4301277697086334","0.4390646815299988,0.7549916505813599,-0.16322435438632965","0.5519220232963562,0.3771859407424927,-0.40054410696029663","0.44211825728416443,0.7418966293334961,-0.1282588541507721","0.5293121337890625,0.7156441807746887,-0.001823686296120286","0.46960458159446716,0.7176476120948792,0.0018219187622889876","0.5264307260513306,0.9259601831436157,-0.034207288175821304","0.47747692465782166,0.9244899153709412,-0.0186325591057539","0.5257856845855713,1.0748411417007446,0.2187611311674118","0.4819035530090332,1.0913417339324951,0.17410030961036682","0.525295078754425,1.0932565927505493,0.23877088725566864","0.4841759204864502,1.11287522315979,0.18885910511016846","0.5272732377052307,1.1438374519348145,0.14411309361457825","0.4864336848258972,1.1591155529022217,0.06750579178333282"
0.0,"0.5046221017837524,0.31276074051856995,-0.27081093192100525","0.5094741582870483,0.29429104924201965,-0.2458217591047287","0.5124680995941162,0.294819712638855,-0.2459012269973755","0.5149794816970825,0.2951550781726837,-0.24591295421123505","0.49844130873680115,0.29248151183128357,-0.2531513273715973","0.4933275580406189,0.2928275167942047,-0.25315868854522705","0.48882466554641724,0.29362815618515015,-0.25321224331855774","0.5171521902084351,0.30497732758522034,-0.11293753236532211","0.48030924797058105,0.3048311769962311,-0.14917871356010437","0.5105676054954529,0.3356267809867859,-0.22239427268505096","0.49561262130737305,0.33435773849487305,-0.23275014758110046","0.5465108156204224,0.4207434356212616,-0.05391395092010498","0.44261693954467773,0.4232710599899292,-0.06509008258581161","0.6102985739707947,0.48398739099502563,-0.1694629192352295","0.42061686515808105,0.5696509480476379,-0.03034243918955326","0.5679218769073486,0.39183706045150757,-0.3920831084251404","0.43184882402420044,0.7098050117492676,-0.10449894517660141","0.555249035358429,0.3721424639225006,-0.44209957122802734","0.43325477838516235,0.7511848211288452,-0.12115119397640228","0.5476242899894714,0.37222835421562195,-0.41783562302589417","0.44021373987197876,0.752011775970459,-0.14888353645801544","0.5487805604934692,0.3792293965816498,-0.38745206594467163","0.4431142807006836,0.7393587827682495,-0.11402039229869843","0.5296980142593384,0.715539813041687,-0.0008645403431728482","0.46972838044166565,0.7162379622459412,0.0008770902641117573","0.526099681854248,0.925413191318512,-0.036588095128536224","0.47800788283348083,0.9243664145469666,-0.02170771174132824","0.5251770615577698,1.0761446952819824,0.21356168389320374","0.48166829347610474,1.0924714803695679,0.16358625888824463","0.524804949760437,1.0938013792037964,0.23389725387096405","0.48373904824256897,1.1136207580566406,0.17773450911045074","0.5260408520698547,1.1436290740966797,0.14164519309997559","0.4865773320198059,1.1600795984268188,0.05606890469789505"
0.0,"0.5050221681594849,0.3129594624042511,-0.25804802775382996","0.5099921822547913,0.29451093077659607,-0.23349308967590332","0.5131955742835999,0.29505956172943115,-0.23355574905872345","0.5158270001411438,0.29551583528518677,-0.23358114063739777","0.49892497062683105,0.2926570177078247,-0.24155426025390625","0.4939611852169037,0.29319605231285095,-0.2415410727262497","0.4895492494106293,0.29410213232040405,-0.24158251285552979","0.5181404948234558,0.305256724357605,-0.10406658798456192","0.48097795248031616,0.30519455671310425,-0.14227703213691711","0.5110661387443542,0.33552464842796326,-0.2109907567501068","0.4958319067955017,0.3343484103679657,-0.22234177589416504","0.5458630323410034,0.4196384847164154,-0.05279610678553581","0.44284629821777344,0.42479050159454346,-0.06605338305234909","0.6076409220695496,0.47811901569366455,-0.17362283170223236","0.42022213339805603,0.5703250765800476,-0.03885852172970772","0.5632027387619019,0.38732531666755676,-0.39634668827056885","0.43341064453125,0.7102956175804138,-0.1093675047159195","0.5510647296905518,0.370002418756485,-0.44784632325172424","0.4339752793312073,0.7509020566940308,-0.12692348659038544","0.5436841249465942,0.3710877001285553,-0.4220946729183197","0.4406868517398834,0.7507242560386658,-0.15290576219558716","0.5445588827133179,0.3779681622982025,-0.39162060618400574","0.44382745027542114,0.7381226420402527,-0.11860592663288116","0.5299714803695679,0.7116472721099854,-0.0004588106239680201","0.4699718952178955,0.7151356339454651,0.0004796945140697062","0.5257806181907654,0.9177076816558838,-0.003256357740610838","0.4778575897216797,0.9201405048370361,0.006457255221903324","0.5202455520629883,1.0068477392196655,0.26152557134628296","0.48148202896118164,1.0723665952682495,0.20684635639190674","0.5171593427658081,1.0661076307296753,0.28421902656555176","0.48356637358665466,1.0902652740478516,0.22273597121238708","0.5201003551483154,1.120262861251831,0.20062994956970215","0.48621049523353577,1.1435058116912842,0.10901935398578644"
