gesture,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0.0,"0.4664601683616638,0.24041076004505157,-0.24521775543689728","0.4747808873653412,0.2271360456943512,-0.22575049102306366","0.4784452021121979,0.22731463611125946,-0.22575776278972626","0.4821048378944397,0.22764697670936584,-0.22577472031116486","0.4666512906551361,0.22803455591201782,-0.22635026276111603","0.46423354744911194,0.22860431671142578,-0.22632722556591034","0.4616934359073639,0.22912567853927612,-0.22637192904949188","0.49194249510765076,0.23779867589473724,-0.11678572744131088","0.4633195996284485,0.23815332353115082,-0.11754932254552841","0.4725436270236969,0.2587875425815582,-0.20361952483654022","0.46281489729881287,0.2583707273006439,-0.20487093925476074","0.5187837481498718,0.3352033495903015,-0.0555582121014595","0.4276978373527527,0.335568904876709,-0.044072143733501434","0.5620595812797546,0.3939037024974823,-0.16380420327186584","0.4091041684150696,0.4471820890903473,-0.01307668350636959","0.5346820950508118,0.3201967179775238,-0.37065964937210083","0.408348947763443,0.567125678062439,-0.06957840919494629","0.5261548161506653,0.3042858839035034,-0.41508692502975464","0.40575337409973145,0.6030585169792175,-0.08632928878068924","0.5199019312858582,0.3030168116092682,-0.4042375683784485","0.412100613117218,0.6006236672401428,-0.1089177131652832","0.5204558372497559,0.30981045961380005,-0.3717372715473175","0.4144652485847473,0.5906923413276672,-0.07804540544748306","0.49231022596359253,0.5719829797744751,0.007002315483987331","0.44415831565856934,0.571025550365448,-0.007334334310144186","0.4785028398036957,0.7287766337394714,0.06517524272203445","0.44012880325317383,0.7285170555114746,0.06078895181417465","0.46502169966697693,0.8453022241592407,0.34775879979133606","0.4425523281097412,0.8485556840896606,0.3232121765613556","0.4581272602081299,0.8562967777252197,0.3731587827205658","0.44223180413246155,0.8602514266967773,0.34465292096138","0.4732546806335449,0.9038819074630737,0.2836807370185852","0.4527694582939148,0.9058985114097595,0.240889310836792"
0.0,"0.4676283299922943,0.23924022912979126,-0.2663494348526001","0.47554436326026917,0.2264280766248703,-0.2462652176618576","0.47860899567604065,0.22681674361228943,-0.2462664395570755","0.4818722605705261,0.22726856172084808,-0.24628834426403046","0.4668288230895996,0.22646357119083405,-0.2483212947845459","0.46394023299217224,0.22663606703281403,-0.24831192195415497","0.4609571397304535,0.22676046192646027,-0.24835991859436035","0.4906608462333679,0.23816198110580444,-0.12852299213409424","0.4624097943305969,0.23508168756961823,-0.1388857364654541","0.4733195900917053,0.25848114490509033,-0.2223748415708542","0.4626907706260681,0.2570115327835083,-0.2256586104631424","0.5179257988929749,0.33347442746162415,-0.06254653632640839","0.4258131980895996,0.3315056264400482,-0.0667228177189827","0.5641888380050659,0.3765997290611267,-0.1720036417245865","0.4052044451236725,0.4430783987045288,-0.035970453172922134","0.535694420337677,0.31316009163856506,-0.37136587500572205","0.406393826007843,0.5606207847595215,-0.09077920019626617","0.5259263515472412,0.3004511594772339,-0.4148046374320984","0.4053434431552887,0.5974000096321106,-0.10910683870315552","0.5198372602462769,0.2997969090938568,-0.4015651345252991","0.41053539514541626,0.5955278277397156,-0.13164667785167694","0.5208401679992676,0.30623659491539,-0.3713877201080322","0.4121413826942444,0.5853962898254395,-0.09938406944274902","0.4903686046600342,0.573333203792572,0.016365110874176025","0.44228577613830566,0.572210431098938,-0.016641881316900253","0.47968634963035583,0.7310276627540588,0.07923369854688644","0.43862852454185486,0.729591965675354,0.07372988760471344","0.4635348916053772,0.8440333604812622,0.38025519251823425","0.4434826374053955,0.851460874080658,0.3047390878200531","0.4572318196296692,0.853442370891571,0.4073677957057953","0.44247692823410034,0.8649757504463196,0.32512548565864563","0.47130313515663147,0.9013379216194153,0.3147677183151245","0.4530612528324127,0.9068337082862854,0.21595129370689392"
0.0,"0.4690856337547302,0.23803982138633728,-0.28197652101516724","0.47715407609939575,0.22588834166526794,-0.26315489411354065","0.48040875792503357,0.22622424364089966,-0.26314347982406616","0.4837791323661804,0.22662152349948883,-0.26316705346107483","0.4683353900909424,0.22555086016654968,-0.2629665434360504","0.46551164984703064,0.2253771722316742,-0.2629738450050354","0.46257448196411133,0.2251504510641098,-0.26300960779190063","0.4928397536277771,0.23698486387729645,-0.14816191792488098","0.46458783745765686,0.23387745022773743,-0.1499333381652832","0.4748571515083313,0.2572946846485138,-0.23968736827373505","0.46432924270629883,0.25510871410369873,-0.239886075258255","0.5203917026519775,0.3323393762111664,-0.08024491369724274","0.4271443486213684,0.3295745551586151,-0.07418408989906311","0.5666770339012146,0.36508065462112427,-0.19241979718208313","0.40561729669570923,0.437759131193161,-0.03817087784409523","0.531998872756958,0.3053933084011078,-0.36725547909736633","0.4085209369659424,0.5568183660507202,-0.09330185502767563","0.5214871168136597,0.29478681087493896,-0.40960031747817993","0.40690478682518005,0.5946961641311646,-0.11286240816116333","0.5166498422622681,0.29438793659210205,-0.3938273787498474","0.4124956727027893,0.5925120711326599,-0.1342838853597641","0.5178337693214417,0.3000220060348511,-0.36556217074394226","0.4144364297389984,0.5822330713272095,-0.10180677473545074","0.4904136657714844,0.5739909410476685,0.008787447586655617","0.4424653947353363,0.5723612308502197,-0.009016032330691814","0.47904688119888306,0.7319850325584412,0.0685550644993782","0.4407607913017273,0.7327706813812256,0.06900037080049515","0.46679338812828064,0.8438644409179688,0.3869187533855438","0.44586077332496643,0.8523573875427246,0.31387197971343994","0.46134647727012634,0.8537130355834961,0.416069358587265","0.4463045597076416,0.865669846534729,0.3355504870414734","0.4745035767555237,0.9016171097755432,0.3187788426876068","0.4562424123287201,0.9082605838775635,0.22407034039497375"
0.0,"0.4684295058250427,0.23726673424243927,-0.2984609305858612","0.4767496585845947,0.22546376287937164,-0.28032055497169495","0.4800926148891449,0.22601318359375,-0.28031855821609497","0.4834144711494446,0.22664915025234222,-0.28033530712127686","0.46828538179397583,0.22529126703739166,-0.27886393666267395","0.46551719307899475,0.22522231936454773,-0.2788692116737366","0.4631114602088928,0.2248164713382721,-0.2789110541343689","0.49267497658729553,0.23713268339633942,-0.16873495280742645","0.4660210609436035,0.23359377682209015,-0.16338391602039337","0.47436046600341797,0.25595802068710327,-0.2569182515144348","0.46379128098487854,0.2549991309642792,-0.25553232431411743","0.5218538045883179,0.33015531301498413,-0.1028996929526329","0.428130567073822,0.328488826751709,-0.08360028266906738","0.5713244080543518,0.349628210067749,-0.22563764452934265","0.4059343934059143,0.43422210216522217,-0.04901975765824318","0.5303709506988525,0.29613548517227173,-0.3992200791835785","0.4083724617958069,0.5554388165473938,-0.10263694822788239","0.5197848677635193,0.28773513436317444,-0.4407956600189209","0.40623849630355835,0.5933968424797058,-0.1214367002248764","0.515008807182312,0.28904223442077637,-0.4234401285648346","0.4119122624397278,0.590869128704071,-0.1417960524559021","0.5164035558700562,0.29468539357185364,-0.39669445157051086","0.41374215483665466,0.5803713202476501,-0.1106894239783287","0.4898788332939148,0.5709248185157776,0.006252759136259556","0.441862016916275,0.571690559387207,-0.006503159645944834","0.4796831011772156,0.7288112044334412,0.07725778222084045","0.4414101243019104,0.7320585250854492,0.06590275466442108","0.4667491316795349,0.84540855884552,0.376412570476532","0.4453231394290924,0.8508674502372742,0.3081476092338562","0.46125754714012146,0.8581889867782593,0.4036194384098053","0.44520068168640137,0.8650782108306885,0.3293527662754059","0.4736035466194153,0.9017590284347534,0.3068527281284332","0.4544646143913269,0.9062172770500183,0.21766190230846405"
0.0,"0.4675670564174652,0.2368660569190979,-0.3029080629348755","0.4756859242916107,0.22543956339359283,-0.2851831912994385","0.47919613122940063,0.2260306030511856,-0.285182386636734","0.48257309198379517,0.22676494717597961,-0.28519517183303833","0.4671470522880554,0.22520186007022858,-0.2825068235397339","0.46494802832603455,0.2252451628446579,-0.2825194001197815","0.46288400888442993,0.22509203851222992,-0.2825734317302704","0.4917679727077484,0.23780249059200287,-0.17550618946552277","0.46550649404525757,0.2348717749118805,-0.16435658931732178","0.4733006954193115,0.25577664375305176,-0.2622266411781311","0.4637584090232849,0.25514695048332214,-0.2590699791908264","0.5213605165481567,0.32846081256866455,-0.1111580953001976","0.4278589189052582,0.32784759998321533,-0.08870698511600494","0.5730674862861633,0.3295820653438568,-0.23638340830802917","0.40640789270401,0.43532803654670715,-0.05051235482096672","0.5277477502822876,0.28825610876083374,-0.3987414240837097","0.4077630043029785,0.5591372847557068,-0.10297326743602753","0.5168057084083557,0.28410467505455017,-0.4403292238712311","0.40636223554611206,0.5962105393409729,-0.12195112556219101","0.5118602514266968,0.28614383935928345,-0.4220942556858063","0.41251787543296814,0.5951414704322815,-0.14302825927734375","0.5133016109466553,0.29026153683662415,-0.39586663246154785","0.4143184721469879,0.5842837691307068,-0.11136630922555923","0.49120044708251953,0.57090824842453,0.008230413310229778","0.4427340626716614,0.571575939655304,-0.008463464677333832","0.4821934700012207,0.7291675209999084,0.07650066167116165","0.4427834451198578,0.7312209010124207,0.06340380758047104","0.4666415750980377,0.8449056148529053,0.3774126172065735","0.4457053542137146,0.8504208326339722,0.3127261996269226","0.4598115086555481,0.8561009764671326,0.40516987442970276","0.4441952109336853,0.863290548324585,0.33471953868865967","0.47305530309677124,0.9012786149978638,0.3114316165447235","0.4563082754611969,0.9062403440475464,0.22199392318725586"
0.0,"0.4656599462032318,0.23944909870624542,-0.31734246015548706","0.4743889272212982,0.2271527796983719,-0.30046600103378296","0.4780332148075104,0.22790828347206116,-0.3004646897315979","0.48177751898765564,0.22876261174678802,-0.30048006772994995","0.46599602699279785,0.22668857872486115,-0.29758524894714355","0.46399831771850586,0.22678589820861816,-0.2975975573062897","0.4618453085422516,0.2268226593732834,-0.29764705896377563","0.4905417859554291,0.24070534110069275,-0.19085313379764557","0.4640682637691498,0.2377929538488388,-0.17892654240131378","0.4710148274898529,0.2580079734325409,-0.27634698152542114","0.4625037610530853,0.25720295310020447,-0.272853821516037","0.5192796587944031,0.32508912682533264,-0.12354820966720581","0.42813438177108765,0.32557857036590576,-0.09852495044469833","0.5751391649246216,0.31269365549087524,-0.24738188087940216","0.4057021737098694,0.43538957834243774,-0.05632128193974495","0.5244854688644409,0.28183162212371826,-0.39508485794067383","0.4072790741920471,0.5583816766738892,-0.10709629207849503","0.5135380029678345,0.2805567979812622,-0.43531495332717896","0.4049918055534363,0.5941327810287476,-0.12547321617603302","0.5088221430778503,0.28301623463630676,-0.41797009110450745","0.4114474654197693,0.5928989052772522,-0.14741435647010803","0.5101309418678284,0.28658515214920044,-0.3926011323928833","0.41353124380111694,0.582667350769043,-0.1156732439994812","0.49277037382125854,0.5691317319869995,0.006338156759738922","0.44433116912841797,0.5706030130386353,-0.0065519982017576694","0.48305606842041016,0.7264280319213867,0.07231306284666061","0.4439789652824402,0.7297488451004028,0.056817859411239624","0.46806350350379944,0.8472853899002075,0.35200634598731995","0.4451914429664612,0.8496965765953064,0.29969343543052673","0.4614144265651703,0.8607260584831238,0.37721574306488037","0.4439532160758972,0.8637024164199829,0.3223535716533661","0.4745803475379944,0.9018357396125793,0.28485241532325745","0.45476359128952026,0.9053354859352112,0.20639893412590027"
0.0,"0.46676379442214966,0.24181275069713593,-0.29993534088134766","0.4748661518096924,0.22852502763271332,-0.2829359173774719","0.4787517189979553,0.229146808385849,-0.28294268250465393","0.48261767625808716,0.22991561889648438,-0.282969206571579","0.4666062891483307,0.22822992503643036,-0.2798033356666565","0.46441465616226196,0.22845730185508728,-0.2798100411891937","0.4624430537223816,0.2288247048854828,-0.2798466682434082","0.4910605847835541,0.2418351024389267,-0.175308957695961","0.4635690748691559,0.24061107635498047,-0.16191385686397552","0.4726327061653137,0.2601207494735718,-0.2598569989204407","0.46356940269470215,0.2591710090637207,-0.2558967173099518","0.5191828012466431,0.32374107837677,-0.11703779548406601","0.4284397065639496,0.3247936964035034,-0.08261014521121979","0.5740242004394531,0.3020952343940735,-0.2301531732082367","0.407021701335907,0.4319051504135132,-0.03462180495262146","0.523419976234436,0.280239999294281,-0.36504775285720825","0.4082423746585846,0.5547839403152466,-0.08686098456382751","0.5134309530258179,0.2848639488220215,-0.40586549043655396","0.4063822329044342,0.5914030075073242,-0.1059054285287857","0.5081711411476135,0.28830569982528687,-0.3911750912666321","0.41212302446365356,0.5906287431716919,-0.12919335067272186","0.508969783782959,0.29070740938186646,-0.363993376493454","0.4141665995121002,0.580505907535553,-0.09651905298233032","0.4931887686252594,0.5687897801399231,0.0019208828452974558","0.44485360383987427,0.5700241327285767,-0.0020651211962103844","0.4835287630558014,0.726497232913971,0.06169101595878601","0.44341039657592773,0.7293086647987366,0.060590047389268875","0.46796783804893494,0.8474060893058777,0.33485618233680725","0.44451165199279785,0.8492909669876099,0.2960454821586609","0.461470365524292,0.8604753017425537,0.3597090244293213","0.4435036778450012,0.8636347651481628,0.3157091438770294","0.474832683801651,0.9019158482551575,0.26819565892219543","0.45461565256118774,0.9050244092941284,0.20611488819122314"
0.0,"0.46775656938552856,0.24231956899166107,-0.2871646583080292","0.4757840037345886,0.2287050187587738,-0.2687438726425171","0.479758083820343,0.22925356030464172,-0.2687716484069824","0.4837096631526947,0.23001496493816376,-0.26881691813468933","0.4674399495124817,0.22859157621860504,-0.26708075404167175","0.4653070867061615,0.22898441553115845,-0.2670728266239166","0.463532030582428,0.22976015508174896,-0.26709625124931335","0.4917628765106201,0.24126380681991577,-0.15818072855472565","0.46382957696914673,0.24185477197170258,-0.15167579054832458","0.47381454706192017,0.26026076078414917,-0.24633023142814636","0.4642145037651062,0.2594274580478668,-0.2442585527896881","0.5173362493515015,0.32313260436058044,-0.09905797243118286","0.42861777544021606,0.32457852363586426,-0.068353071808815","0.5702255368232727,0.29821839928627014,-0.19381001591682434","0.40769338607788086,0.4324696958065033,-0.021335121244192123","0.5245116949081421,0.27875253558158875,-0.3019093871116638","0.4087020456790924,0.5524958968162537,-0.07023359090089798","0.5133386850357056,0.2817564606666565,-0.33999913930892944","0.4059065282344818,0.5881739854812622,-0.08859407156705856","0.5091286897659302,0.2845533788204193,-0.3268442451953888","0.41168203949928284,0.5877982378005981,-0.1112220510840416","0.5105286240577698,0.2871377170085907,-0.30143457651138306","0.41399842500686646,0.5781894326210022,-0.07958575338125229","0.49456048011779785,0.5679448843002319,-0.0006324202986434102","0.4458605647087097,0.5690958499908447,0.0005207048379816115","0.48465436697006226,0.7255725264549255,0.049892839044332504","0.44404950737953186,0.7279000878334045,0.06211435794830322","0.46905913949012756,0.8452369570732117,0.3279193937778473","0.4463633894920349,0.848358690738678,0.29345351457595825","0.4622321128845215,0.8569172620773315,0.3532335162162781","0.4458203911781311,0.8621366620063782,0.31140613555908203","0.4744528830051422,0.9018756151199341,0.2622700333595276","0.4562985301017761,0.9059586524963379,0.20744523406028748"
0.0,"0.46771541237831116,0.24184401333332062,-0.25712424516677856","0.4755447804927826,0.22875531017780304,-0.2375607043504715","0.47930818796157837,0.22922000288963318,-0.23761573433876038","0.4832635521888733,0.2298135906457901,-0.23765113949775696","0.46703773736953735,0.2286492884159088,-0.23687855899333954","0.46468132734298706,0.22913868725299835,-0.23683783411979675","0.4627676010131836,0.23010259866714478,-0.23684561252593994","0.49105796217918396,0.24099504947662354,-0.1279023140668869","0.46271657943725586,0.24201545119285583,-0.12679187953472137","0.4737071990966797,0.2598784267902374,-0.21789321303367615","0.46369272470474243,0.25944361090660095,-0.21686872839927673","0.5160778164863586,0.3244290351867676,-0.07813794165849686","0.4283958375453949,0.3252671957015991,-0.04818542301654816","0.5673266053199768,0.3063402771949768,-0.19261936843395233","0.4071783125400543,0.4300007224082947,-0.01780007593333721","0.5269666910171509,0.28231847286224365,-0.32061508297920227","0.4078318476676941,0.5480312705039978,-0.07397869229316711","0.5181100368499756,0.2838656008243561,-0.3598271608352661","0.4059215486049652,0.5856249332427979,-0.09262635558843613","0.5124221444129944,0.2856560945510864,-0.3457038700580597","0.411543071269989,0.584489107131958,-0.1161772608757019","0.5136296153068542,0.2886660397052765,-0.3199324607849121","0.41366061568260193,0.5742438435554504,-0.08360832184553146","0.4941785931587219,0.5670838952064514,-0.0020830142311751842","0.4457220435142517,0.5683936476707458,0.001959573943167925","0.4823945164680481,0.7222551107406616,0.05685948207974434","0.4416080117225647,0.7262986898422241,0.06069153547286987","0.46715059876441956,0.8459376692771912,0.29979628324508667","0.44440382719039917,0.8483604192733765,0.27956968545913696","0.4621230661869049,0.8587552309036255,0.32068324089050293","0.4439567029476166,0.86252760887146,0.2968141436576843","0.4746803343296051,0.9015039205551147,0.22864261269569397","0.45119509100914,0.9047921895980835,0.19060800969600677"
0.0,"0.4666249752044678,0.242693692445755,-0.22888359427452087","0.47396206855773926,0.22921261191368103,-0.21699336171150208","0.47772416472435,0.22961190342903137,-0.21685364842414856","0.4817333221435547,0.2301768660545349,-0.21683819591999054","0.46618443727493286,0.22958596050739288,-0.2149083912372589","0.46433067321777344,0.23056918382644653,-0.21504803001880646","0.4624032974243164,0.232223242521286,-0.21506710350513458","0.4910126328468323,0.24123245477676392,-0.11819764226675034","0.46331214904785156,0.24400199949741364,-0.1095404401421547","0.4724964201450348,0.26023340225219727,-0.19301483035087585","0.46381592750549316,0.2605319023132324,-0.19205516576766968","0.5143170952796936,0.32597365975379944,-0.06200907379388809","0.42884621024131775,0.32716289162635803,-0.04086711257696152","0.5552932620048523,0.3210432231426239,-0.2173101156949997","0.407723993062973,0.43148842453956604,-0.005096262786537409","0.5323371291160583,0.2897244095802307,-0.40153414011001587","0.40411633253097534,0.547916829586029,-0.06815969944000244","0.5284578800201416,0.2894795835018158,-0.4471747875213623","0.4020899832248688,0.5835132598876953,-0.08754298835992813","0.5199270248413086,0.28885528445243835,-0.43523311614990234","0.4077846109867096,0.5826966166496277,-0.11141475290060043","0.520125687122345,0.2916131615638733,-0.402630478143692","0.410277783870697,0.5733137130737305,-0.07802218198776245","0.4933280050754547,0.5670104026794434,-0.002866505179554224","0.44402527809143066,0.5681809782981873,0.002688765060156584","0.48279041051864624,0.7222659587860107,0.05644224211573601","0.44191449880599976,0.7260483503341675,0.06644097715616226","0.4675745964050293,0.8457863926887512,0.33569440245628357","0.4453865587711334,0.8479411005973816,0.30734875798225403","0.46163326501846313,0.8580227494239807,0.36042433977127075","0.4454866051673889,0.8613193035125732,0.32726144790649414","0.4741740822792053,0.9015382528305054,0.26404961943626404","0.45384079217910767,0.9048272967338562,0.21862563490867615"
