gesture,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0.0,"0.5184628367424011,0.3420553505420685,-0.26142197847366333","0.5235534906387329,0.3309090733528137,-0.24191924929618835","0.5273574590682983,0.3316316306591034,-0.24194791913032532","0.5314527153968811,0.332345575094223,-0.2419724017381668","0.5117968320846558,0.3297561705112457,-0.24270525574684143","0.5069921016693115,0.3298931121826172,-0.24272558093070984","0.5026583075523376,0.33037421107292175,-0.24279017746448517","0.537513256072998,0.34116050601005554,-0.1197342723608017","0.49397873878479004,0.3397757411003113,-0.12409496307373047","0.5245704650878906,0.35983699560165405,-0.21473431587219238","0.510413646697998,0.35933998227119446,-0.21653838455677032","0.5770589709281921,0.447934091091156,-0.050512123852968216","0.47126203775405884,0.4295281767845154,-0.1062348335981369","0.5937360525131226,0.5624919533729553,-0.0038871210999786854","0.455508291721344,0.4571560323238373,-0.33812716603279114","0.6066135168075562,0.6728596091270447,-0.012173628434538841","0.46074801683425903,0.3925950229167938,-0.6102790832519531","0.6107513308525085,0.7050359845161438,-0.01999235339462757","0.4556047022342682,0.37725380063056946,-0.6677717566490173","0.6042969226837158,0.7062603235244751,-0.04455051198601723","0.4599076807498932,0.3725226819515228,-0.6676270365715027","0.6017587780952454,0.6950572729110718,-0.021078526973724365","0.4642879366874695,0.3810272216796875,-0.6191709041595459","0.547461748123169,0.6638896465301514,0.009368309751152992","0.4846875071525574,0.6646832227706909,-0.009493193589150906","0.5477766394615173,0.8207827806472778,0.03032124601304531","0.4976199269294739,0.8281599283218384,0.05878979712724686","0.5433605909347534,0.9522261023521423,0.2914915084838867","0.5138778686523438,0.9413554072380066,0.35094404220581055","0.5404712557792664,0.9640546441078186,0.3095802068710327","0.5182264447212219,0.9513877034187317,0.37426522374153137","0.5414980053901672,1.0150630474090576,0.1726018637418747","0.5076876282691956,0.9917874932289124,0.2422388792037964"
0.0,"0.504955530166626,0.34208405017852783,-0.2605707347393036","0.5122426748275757,0.3306341767311096,-0.23650118708610535","0.5170957446098328,0.3312167525291443,-0.2365000694990158","0.5214360952377319,0.331832617521286,-0.2365269660949707","0.4992084503173828,0.32965341210365295,-0.23870234191417694","0.4950699210166931,0.32979393005371094,-0.23872606456279755","0.48995453119277954,0.3302970230579376,-0.23876261711120605","0.5274344682693481,0.3406597077846527,-0.09977055341005325","0.48284822702407837,0.3398694396018982,-0.10703917592763901","0.5112327337265015,0.36032629013061523,-0.2097339928150177","0.4988035559654236,0.3604014813899994,-0.21274766325950623","0.5648777484893799,0.43437865376472473,-0.05061626434326172","0.4449855387210846,0.4347339868545532,-0.10066939890384674","0.5800064206123352,0.5201006531715393,-0.04256496578454971","0.44854411482810974,0.48448362946510315,-0.3412931561470032","0.5881909132003784,0.6297906637191772,-0.07775282859802246","0.4453005790710449,0.4178963005542755,-0.6275168061256409","0.5900853276252747,0.6617377400398254,-0.0866771787405014","0.44320112466812134,0.4071260392665863,-0.6922603249549866","0.5844960808753967,0.66033536195755,-0.11769971996545792","0.4420536458492279,0.4038861095905304,-0.6922131776809692","0.5826942324638367,0.6496850252151489,-0.08933445811271667","0.4431450366973877,0.4083283543586731,-0.6381057500839233","0.5421882271766663,0.6691719889640808,-0.003370140213519335","0.4726841449737549,0.6705115437507629,0.003149996744468808","0.5343470573425293,0.8301531076431274,0.029323533177375793","0.476398766040802,0.834598183631897,0.06154114753007889","0.5311922430992126,0.9528483152389526,0.33872848749160767","0.49647244811058044,0.9517549276351929,0.35078802704811096","0.5305386781692505,0.9645944833755493,0.36247122287750244","0.5050869584083557,0.9628229141235352,0.3741677403450012","0.5278013944625854,1.0066970586776733,0.2271561324596405","0.4897422194480896,1.008408546447754,0.23489853739738464"
0.0,"0.506999135017395,0.3424488604068756,-0.25038808584213257","0.5136429071426392,0.33060982823371887,-0.22889503836631775","0.5176373720169067,0.3311951458454132,-0.22889113426208496","0.522100567817688,0.3318082094192505,-0.22891898453235626","0.5010381937026978,0.32954666018486023,-0.22657926380634308","0.4963620603084564,0.32957738637924194,-0.22662802040576935","0.4920949935913086,0.3299039602279663,-0.22664842009544373","0.5281348824501038,0.3406297564506531,-0.10497244447469711","0.48699623346328735,0.3393342196941376,-0.09366920590400696","0.513222873210907,0.36134663224220276,-0.2044747769832611","0.5000737905502319,0.36089399456977844,-0.20221388339996338","0.5689835548400879,0.43106862902641296,-0.051514238119125366","0.45570382475852966,0.43735724687576294,-0.05764750391244888","0.585884690284729,0.5386637449264526,-0.022389771416783333","0.4480431079864502,0.5010249614715576,-0.248374342918396","0.5953356623649597,0.6477470993995667,-0.03423759713768959","0.44575628638267517,0.41241931915283203,-0.5140877962112427","0.5983659029006958,0.6796595454216003,-0.039681319147348404","0.44234418869018555,0.395963191986084,-0.5705063343048096","0.5911828875541687,0.6796643137931824,-0.06946448981761932","0.44224613904953003,0.39346152544021606,-0.5753453969955444","0.5889911651611328,0.6690686345100403,-0.04414655640721321","0.44443684816360474,0.4009847044944763,-0.5258802771568298","0.5432630777359009,0.674225389957428,-0.009781773202121258","0.4771748483181,0.6742550730705261,0.00967433862388134","0.5354600548744202,0.8351766467094421,0.020764928311109543","0.48210129141807556,0.8366299271583557,0.06362421810626984","0.5277800559997559,0.9536121487617493,0.3203061521053314","0.5004814863204956,0.9546390175819397,0.34115299582481384","0.5278133153915405,0.9648991823196411,0.3394695520401001","0.5077600479125977,0.9660976529121399,0.3638678193092346","0.5307313203811646,1.010703682899475,0.2073555290699005","0.4879998564720154,1.0125012397766113,0.23685438930988312"
0.0,"0.5043440461158752,0.34185588359832764,-0.25925636291503906","0.5117058157920837,0.3293950855731964,-0.2373112440109253","0.5160335898399353,0.32995080947875977,-0.23731300234794617","0.5206340551376343,0.3303907811641693,-0.23732514679431915","0.4991437792778015,0.3284609913825989,-0.23673927783966064","0.4945327639579773,0.3285672068595886,-0.23678556084632874","0.4907076954841614,0.3288264870643616,-0.23680563271045685","0.5283705592155457,0.33986034989356995,-0.11270292103290558","0.4855937957763672,0.3388316333293915,-0.11130239814519882","0.5121092796325684,0.36106207966804504,-0.21326978504657745","0.4980929493904114,0.3605562746524811,-0.21324971318244934","0.5691050291061401,0.42995548248291016,-0.05553494766354561","0.44902172684669495,0.442487508058548,-0.07676025480031967","0.5879851579666138,0.543947160243988,-0.014168706722557545","0.45339733362197876,0.5375279784202576,-0.26913952827453613","0.6014600396156311,0.6521636843681335,-0.026595693081617355","0.43668556213378906,0.42830973863601685,-0.5503655076026917","0.6076081991195679,0.6821082830429077,-0.03148725628852844","0.4345795214176178,0.4111463129520416,-0.6078752875328064","0.5992979407310486,0.6826134324073792,-0.06062392517924309","0.4351620674133301,0.4064149558544159,-0.6148313283920288","0.5963371396064758,0.6735076308250427,-0.036317937076091766","0.436018168926239,0.41192716360092163,-0.5628878474235535","0.5442795753479004,0.6759825944900513,-0.011455981060862541","0.4797378480434418,0.6758968234062195,0.011217694729566574","0.5378673672676086,0.835474967956543,0.03712940961122513","0.4865543246269226,0.8370911478996277,0.06976138055324554","0.5309997797012329,0.9546302556991577,0.3319278359413147","0.5045556426048279,0.9569791555404663,0.33989188075065613","0.5304020047187805,0.9649633765220642,0.35434070229530334","0.5096844434738159,0.9683692455291748,0.36230528354644775","0.534119725227356,1.0113377571105957,0.23002853989601135","0.4945046901702881,1.0145059823989868,0.23968997597694397"
0.0,"0.5074135661125183,0.3416801989078522,-0.26072901487350464","0.5142004489898682,0.3287617266178131,-0.23825600743293762","0.5182093381881714,0.32926496863365173,-0.23825602233409882","0.5221909284591675,0.3296549916267395,-0.23827111721038818","0.501574695110321,0.3280948996543884,-0.2391456812620163","0.4964519143104553,0.3282942771911621,-0.23918560147285461","0.4924679696559906,0.32857778668403625,-0.23920126259326935","0.5286085605621338,0.3390646278858185,-0.1088457703590393","0.485682874917984,0.3387005031108856,-0.11424949020147324","0.5143868923187256,0.3607824444770813,-0.21278853714466095","0.5001561045646667,0.3605192303657532,-0.21453864872455597","0.570182740688324,0.43163612484931946,-0.04796797037124634","0.44851770997047424,0.440838485956192,-0.08160616457462311","0.5901423692703247,0.5444613099098206,0.016344845294952393","0.45178699493408203,0.5524345636367798,-0.26897087693214417","0.6026862263679504,0.6497387290000916,0.00725024426355958","0.4367675185203552,0.4298524260520935,-0.5396420359611511","0.6082900166511536,0.681684136390686,0.0035375342704355717","0.4342716634273529,0.41094955801963806,-0.5968420505523682","0.6007068753242493,0.6820285320281982,-0.025819599628448486","0.43549662828445435,0.4056535065174103,-0.6034665107727051","0.5980910062789917,0.6728565692901611,-0.002299952320754528","0.43664008378982544,0.4114963114261627,-0.5516747236251831","0.5433286428451538,0.6775112152099609,-0.00013744484749622643","0.4800048768520355,0.6770124435424805,-5.31842015334405e-05","0.538141131401062,0.8385159969329834,0.03301577270030975","0.4859447479248047,0.8394453525543213,0.07020071148872375","0.534268856048584,0.9549853205680847,0.3320769965648651","0.5053232908248901,0.9579585790634155,0.3765574097633362","0.5329301953315735,0.9638360142707825,0.35658153891563416","0.5096709132194519,0.965559184551239,0.4031498432159424","0.5389372110366821,1.015073537826538,0.23195262253284454","0.4988326132297516,1.0058140754699707,0.27731969952583313"
0.0,"0.5051360726356506,0.34157392382621765,-0.2970486581325531","0.5111571550369263,0.3283875584602356,-0.2775562107563019","0.5158815383911133,0.32877978682518005,-0.27756354212760925","0.5200945734977722,0.329236775636673,-0.2775689363479614","0.49820294976234436,0.32793721556663513,-0.27393999695777893","0.49358588457107544,0.3282012343406677,-0.2739950716495514","0.48897188901901245,0.32858219742774963,-0.27399176359176636","0.527582049369812,0.33871376514434814,-0.15959349274635315","0.48387107253074646,0.3390392065048218,-0.14347386360168457","0.5118677616119385,0.36071816086769104,-0.25339165329933167","0.4977060854434967,0.36095407605171204,-0.24884286522865295","0.5731118321418762,0.4326076805591583,-0.09760904312133789","0.45009130239486694,0.44182512164115906,-0.07591836154460907","0.5941686630249023,0.5483757853507996,-0.07049454003572464","0.4450928270816803,0.5509783625602722,-0.22092339396476746","0.6108051538467407,0.6542919278144836,-0.11586944013834","0.4265810549259186,0.44457414746284485,-0.5053887367248535","0.6148577928543091,0.6861543655395508,-0.128697007894516","0.4281007647514343,0.428259938955307,-0.5610520243644714","0.6068168878555298,0.6864041090011597,-0.1570717990398407","0.42914286255836487,0.4216833710670471,-0.5640774965286255","0.6040143966674805,0.6772796511650085,-0.12574614584445953","0.4291168749332428,0.4274348318576813,-0.5153957605361938","0.5487554669380188,0.6775804758071899,-0.0074811577796936035","0.4853631854057312,0.6774567365646362,0.007321653421968222","0.5398110747337341,0.8364028930664062,0.022761156782507896","0.48944440484046936,0.8388755321502686,0.0804625153541565","0.5347989201545715,0.953833818435669,0.31351757049560547","0.5066741704940796,0.9550877213478088,0.3605192005634308","0.5348513126373291,0.963109016418457,0.3352767527103424","0.5125870704650879,0.963754415512085,0.38414129614830017","0.5391336679458618,1.0131700038909912,0.2144743651151657","0.4964872896671295,1.0014842748641968,0.2666371464729309"
0.0,"0.5063790082931519,0.3413069546222687,-0.2861950099468231","0.51234370470047,0.3279551863670349,-0.26642054319381714","0.5169785022735596,0.32825180888175964,-0.2664368748664856","0.5212037563323975,0.3286828100681305,-0.26644477248191833","0.4991338849067688,0.32777395844459534,-0.26246315240859985","0.49434661865234375,0.3281281888484955,-0.26250025629997253","0.4896685481071472,0.3285526931285858,-0.2624967396259308","0.5278634428977966,0.33814048767089844,-0.1498035490512848","0.4841524064540863,0.3391555845737457,-0.13224825263023376","0.5135265588760376,0.360580712556839,-0.24303574860095978","0.49888142943382263,0.3609033226966858,-0.23809555172920227","0.5740861296653748,0.4341435730457306,-0.09083811938762665","0.453256219625473,0.44154101610183716,-0.06221931055188179","0.5977928042411804,0.5539494156837463,-0.05452491715550423","0.44165921211242676,0.553389310836792,-0.19591102004051208","0.6120617389678955,0.6575864553451538,-0.102406345307827","0.42546015977859497,0.4484396278858185,-0.4773806929588318","0.616150975227356,0.6874275207519531,-0.11573503166437149","0.42583099007606506,0.43146052956581116,-0.532659649848938","0.6076900362968445,0.6872949004173279,-0.14442798495292664","0.42910417914390564,0.4237643778324127,-0.535957396030426","0.605040967464447,0.6786057353019714,-0.1124885305762291","0.4299606680870056,0.4299110174179077,-0.4874599874019623","0.5487384796142578,0.6784018874168396,-0.009727554395794868","0.4873756468296051,0.6780707836151123,0.009562034159898758","0.5409929156303406,0.8364033102989197,0.02157834731042385","0.4890335500240326,0.8396730422973633,0.08438678085803986","0.5357862114906311,0.9573937058448792,0.31236156821250916","0.5070532560348511,0.9567312598228455,0.3622512221336365","0.5347086191177368,0.9664534330368042,0.3341641128063202","0.5126169919967651,0.9647177457809448,0.38564562797546387","0.5424628257751465,1.0175964832305908,0.21087703108787537","0.499260812997818,1.0036985874176025,0.26791685819625854"
0.0,"0.5059900879859924,0.3406088650226593,-0.28516027331352234","0.5123995542526245,0.327630877494812,-0.2662636935710907","0.517094075679779,0.3278818428516388,-0.2662796378135681","0.5216672420501709,0.3283007740974426,-0.2662753164768219","0.49890756607055664,0.3275246024131775,-0.26272499561309814","0.49389132857322693,0.32790467143058777,-0.26275748014450073","0.4893917143344879,0.3283778429031372,-0.2627469301223755","0.5281246304512024,0.33773666620254517,-0.1536942422389984","0.48305320739746094,0.33924543857574463,-0.13574960827827454","0.5130747556686401,0.3600662052631378,-0.24230852723121643","0.49792343378067017,0.36025571823120117,-0.2380242794752121","0.5723411440849304,0.43649470806121826,-0.09047577530145645","0.4535757005214691,0.44132310152053833,-0.06358332931995392","0.5967262983322144,0.5544238686561584,-0.05236697196960449","0.43843817710876465,0.5565109848976135,-0.18878348171710968","0.6131674647331238,0.6550451517105103,-0.10764360427856445","0.42247137427330017,0.4530036151409149,-0.46410202980041504","0.6163537502288818,0.6874589323997498,-0.12195996195077896","0.4244462549686432,0.43525269627571106,-0.5176965594291687","0.6089668273925781,0.6862232089042664,-0.15121063590049744","0.4282713532447815,0.42697715759277344,-0.5212264060974121","0.6065963506698608,0.6773722171783447,-0.11825605481863022","0.4290790557861328,0.4329603314399719,-0.4737943112850189","0.5489267110824585,0.6788082122802734,-0.006589693017303944","0.4865929186344147,0.6779376864433289,0.006426455918699503","0.5417270064353943,0.8346354961395264,0.03966815024614334","0.48977208137512207,0.8356818556785583,0.07708979398012161","0.5354920625686646,0.9600583910942078,0.31256765127182007","0.508611798286438,0.9581048488616943,0.343324214220047","0.5343714356422424,0.9691135287284851,0.332068532705307","0.5127819776535034,0.9665292501449585,0.36416593194007874","0.5452512502670288,1.0123554468154907,0.21230223774909973","0.4994470179080963,1.002534031867981,0.2445807009935379"
0.0,"0.5083326697349548,0.33996492624282837,-0.2918091416358948","0.5139466524124146,0.327295184135437,-0.2721845805644989","0.5186327695846558,0.3275577425956726,-0.27220702171325684","0.5229772329330444,0.32801616191864014,-0.2722097337245941","0.5002377033233643,0.3271658718585968,-0.2694645822048187","0.4950871467590332,0.32758191227912903,-0.2694858908653259","0.4903390407562256,0.3281289041042328,-0.2694813311100006","0.5284430980682373,0.3374275267124176,-0.15644754469394684","0.4831298291683197,0.33897727727890015,-0.14220193028450012","0.5150783658027649,0.3595729172229767,-0.24798159301280975","0.5000971555709839,0.3602186441421509,-0.24469482898712158","0.5736253261566162,0.4381321966648102,-0.09697114676237106","0.45186910033226013,0.442315012216568,-0.06852523237466812","0.5978387594223022,0.557479739189148,-0.06341885775327682","0.43713444471359253,0.5591267347335815,-0.19518396258354187","0.6138995289802551,0.6573117971420288,-0.12255465984344482","0.4221302568912506,0.4595066010951996,-0.47064128518104553","0.6168290376663208,0.6893109679222107,-0.13833478093147278","0.42435988783836365,0.44024643301963806,-0.5243829488754272","0.6093217134475708,0.6881104111671448,-0.1668137162923813","0.427319198846817,0.43155568838119507,-0.5283856391906738","0.6068341135978699,0.6793426871299744,-0.13301745057106018","0.42772188782691956,0.4384225010871887,-0.48053088784217834","0.5494152903556824,0.6790338158607483,-0.008408653549849987","0.4856920838356018,0.6780744194984436,0.008259222842752934","0.5406306982040405,0.8310725092887878,0.04558083415031433","0.4897059500217438,0.8349419832229614,0.08455036580562592","0.5366080403327942,0.9591628313064575,0.32039692997932434","0.5083727240562439,0.9564406871795654,0.35096830129623413","0.5365406274795532,0.9687337875366211,0.34052354097366333","0.5129512548446655,0.9655094146728516,0.372844934463501","0.543380618095398,1.0121901035308838,0.22036197781562805","0.4988183081150055,0.9982859492301941,0.2568855881690979"
0.0,"0.5083216428756714,0.33992326259613037,-0.3056923747062683","0.5134473443031311,0.327121764421463,-0.2877747714519501","0.5179617404937744,0.32741060853004456,-0.2878040373325348","0.5224061012268066,0.3278306722640991,-0.28780609369277954","0.49958115816116333,0.32717829942703247,-0.2832947373390198","0.49452248215675354,0.32786455750465393,-0.2833384871482849","0.4893651008605957,0.32881975173950195,-0.28332144021987915","0.527105450630188,0.3370436131954193,-0.17282429337501526","0.48153606057167053,0.3399299085140228,-0.151088148355484","0.5150582790374756,0.35928377509117126,-0.26164573431015015","0.4996172785758972,0.36044517159461975,-0.256082683801651","0.5756483674049377,0.4384394586086273,-0.1050272136926651","0.45136699080467224,0.4454365074634552,-0.06290221959352493","0.6005787253379822,0.5570670962333679,-0.06515426188707352","0.427310049533844,0.5668438076972961,-0.17221473157405853","0.6134326457977295,0.6541308164596558,-0.1369905024766922","0.40579739212989807,0.47921180725097656,-0.464588463306427","0.6154158711433411,0.6880946755409241,-0.1551303267478943","0.4140501618385315,0.4572261869907379,-0.5197016000747681","0.6080746650695801,0.6868007779121399,-0.1853879988193512","0.41871699690818787,0.44773757457733154,-0.5241290926933289","0.6058712601661682,0.6783591508865356,-0.14817239344120026","0.41808637976646423,0.4552549719810486,-0.47474855184555054","0.5516188740730286,0.6793688535690308,-0.0075173876248300076","0.486287921667099,0.6785833239555359,0.007345742546021938","0.5438410043716431,0.8348019123077393,0.032677121460437775","0.49306797981262207,0.8390234112739563,0.07357996702194214","0.5363342761993408,0.9560574293136597,0.36308878660202026","0.5083637237548828,0.956586480140686,0.35962337255477905","0.5345451235771179,0.965754508972168,0.38972532749176025","0.512406051158905,0.9657161235809326,0.38409990072250366","0.5441473126411438,1.0108088254928589,0.2670726776123047","0.5011199712753296,1.0077108144760132,0.26057690382003784"
