gesture,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0.0,"0.511337161064148,0.2618612051010132,-0.2768368721008301","0.5203463435173035,0.2385057806968689,-0.2584482431411743","0.5261192917823792,0.2393045276403427,-0.2587631642818451","0.5310347676277161,0.24058054387569427,-0.25882256031036377","0.5030525922775269,0.23828601837158203,-0.2559921145439148","0.4980301856994629,0.2388928234577179,-0.256342351436615","0.49340710043907166,0.24029305577278137,-0.256703644990921","0.5377187728881836,0.2515966296195984,-0.1476462036371231","0.48804035782814026,0.25149470567703247,-0.13479061424732208","0.520728349685669,0.28605639934539795,-0.23175625503063202","0.5010589361190796,0.28511562943458557,-0.22966280579566956","0.5786681771278381,0.40794193744659424,-0.06070374697446823","0.44001537561416626,0.39880409836769104,-0.05390788987278938","0.5940926671028137,0.5550329089164734,0.0865703746676445","0.3491373062133789,0.4703628420829773,-0.13795794546604156","0.562828540802002,0.6588008403778076,0.1712542623281479","0.4217342436313629,0.33971959352493286,-0.29614973068237305","0.5562527179718018,0.6901209950447083,0.17601852118968964","0.436943918466568,0.3202042579650879,-0.3380567729473114","0.5473801493644714,0.6720764636993408,0.15540555119514465","0.4414840340614319,0.3190566301345825,-0.3189280033111572","0.5472579002380371,0.6586804389953613,0.16761530935764313","0.44007033109664917,0.3306543529033661,-0.292983740568161","0.5431846380233765,0.7168464064598083,-0.010542660020291805","0.4692622125148773,0.7203309535980225,0.010457399301230907","0.5335856676101685,0.983315110206604,-0.026126449927687645","0.48369893431663513,0.9802669286727905,0.03794408589601517","0.5342921018600464,1.1700477600097656,0.20470955967903137","0.483318030834198,1.1691985130310059,0.27465513348579407","0.5380274057388306,1.199650526046753,0.22319550812244415","0.4884447157382965,1.202160120010376,0.29651471972465515","0.5144311785697937,1.2350785732269287,0.12542229890823364","0.47444552183151245,1.2296730279922485,0.2074524462223053"
0.0,"0.5106239318847656,0.2618604302406311,-0.327888160943985","0.519838809967041,0.23869310319423676,-0.31351104378700256","0.5257237553596497,0.23959745466709137,-0.3138684928417206","0.5307188630104065,0.24070289731025696,-0.3139267563819885","0.5030298233032227,0.23844878375530243,-0.31266921758651733","0.4980618357658386,0.23902621865272522,-0.31310418248176575","0.4934074282646179,0.2403467446565628,-0.31348752975463867","0.537540078163147,0.25171419978141785,-0.2123713493347168","0.4882734715938568,0.25151732563972473,-0.20909933745861053","0.5203100442886353,0.28598442673683167,-0.2856336236000061","0.5010597705841064,0.28451311588287354,-0.28642237186431885","0.5790373682975769,0.409946471452713,-0.12129206955432892","0.44008302688598633,0.3986930549144745,-0.14056237041950226","0.5922932028770447,0.5770998001098633,0.03810499981045723","0.3493984043598175,0.4688545763492584,-0.2504958510398865","0.5537325143814087,0.6652519106864929,0.1410205066204071","0.4213038980960846,0.33994781970977783,-0.43313202261924744","0.549789547920227,0.6997557878494263,0.1479071080684662","0.4369432330131531,0.3202206492424011,-0.4843233525753021","0.5418925881385803,0.6835722923278809,0.12595611810684204","0.4414035677909851,0.3190056383609772,-0.4624338746070862","0.5405995845794678,0.6684576869010925,0.13747276365756989","0.43968695402145386,0.33057284355163574,-0.42948660254478455","0.5430505871772766,0.7395931482315063,-0.0028011645190417767","0.4682394564151764,0.7404215335845947,0.0026900782249867916","0.5335201025009155,0.9840485453605652,0.01792856678366661","0.48356541991233826,0.9837704300880432,0.005494049750268459","0.5356730222702026,1.1934387683868408,0.29767167568206787","0.48289385437965393,1.1926002502441406,0.20661453902721405","0.5392265915870667,1.217833161354065,0.3214656114578247","0.4869135916233063,1.2262970209121704,0.22477810084819794","0.5181871652603149,1.2655603885650635,0.23950234055519104","0.4777098596096039,1.2564868927001953,0.12497683614492416"
0.0,"0.5093909502029419,0.2619960308074951,-0.3463417589664459","0.5186260342597961,0.23887288570404053,-0.32972514629364014","0.5249053239822388,0.23982574045658112,-0.3300977349281311","0.5298402905464172,0.24084879457950592,-0.33014193177223206","0.5026059746742249,0.2388695329427719,-0.32868731021881104","0.497714102268219,0.23960450291633606,-0.3291430175304413","0.4929583668708801,0.2408602237701416,-0.32956498861312866","0.5366097092628479,0.2520364224910736,-0.21947510540485382","0.48827052116394043,0.25180622935295105,-0.21487054228782654","0.5194271802902222,0.2859835922718048,-0.3005065321922302","0.5007768869400024,0.2844236195087433,-0.3010680079460144","0.5791763067245483,0.41076165437698364,-0.12582972645759583","0.4401888847351074,0.39894887804985046,-0.1354275792837143","0.5899769067764282,0.5875402688980103,0.04400157555937767","0.35032546520233154,0.4674844443798065,-0.21803753077983856","0.5499392747879028,0.6774659752845764,0.15081238746643066","0.42129698395729065,0.3401307761669159,-0.3654569387435913","0.5469353199005127,0.7132518291473389,0.16677787899971008","0.43691906332969666,0.3202233612537384,-0.4111874997615814","0.540284276008606,0.6994661092758179,0.14322124421596527","0.4413065016269684,0.3190050721168518,-0.3919462263584137","0.5385794639587402,0.6825605034828186,0.14835986495018005","0.43938785791397095,0.33056607842445374,-0.36218369007110596","0.5431165099143982,0.7516768574714661,-0.0035354953724890947","0.46763724088668823,0.7509833574295044,0.003429627511650324","0.5335241556167603,0.9841655492782593,0.02468070760369301","0.483181893825531,0.984819769859314,0.049350474029779434","0.5392704010009766,1.2037482261657715,0.2849750816822052","0.4828697144985199,1.1920098066329956,0.282945454120636","0.5433263778686523,1.229598879814148,0.306425541639328","0.4869750142097473,1.2253122329711914,0.30456170439720154","0.5213518142700195,1.276286005973816,0.21700286865234375","0.4775969088077545,1.2579892873764038,0.21386781334877014"
0.0,"0.5076629519462585,0.26197075843811035,-0.3433223366737366","0.5170857310295105,0.238861083984375,-0.32806605100631714","0.5236284732818604,0.23980291187763214,-0.3284372389316559","0.5285481810569763,0.2408088743686676,-0.3284898102283478","0.5017291903495789,0.2389344722032547,-0.3269142806529999","0.4968225955963135,0.23973555862903595,-0.32738715410232544","0.4921134114265442,0.2409471869468689,-0.3278122842311859","0.535805344581604,0.2520461082458496,-0.22406406700611115","0.4882698059082031,0.25182414054870605,-0.21878096461296082","0.5182021260261536,0.2855086624622345,-0.3000560402870178","0.5001436471939087,0.28410574793815613,-0.30037200450897217","0.5792667269706726,0.41122856736183167,-0.13134637475013733","0.44032779335975647,0.39894187450408936,-0.1487760841846466","0.5890735983848572,0.5965759754180908,0.021989572793245316","0.3503246605396271,0.46748003363609314,-0.24843034148216248","0.5439412593841553,0.6756737232208252,0.12418999522924423","0.42110905051231384,0.3401538133621216,-0.41218170523643494","0.5391953587532043,0.7122828364372253,0.13315708935260773","0.43708091974258423,0.32074177265167236,-0.4603433609008789","0.5345128774642944,0.6966333389282227,0.11214844882488251","0.44126448035240173,0.31903237104415894,-0.4381350874900818","0.5333493947982788,0.6813352108001709,0.12111425399780273","0.43908238410949707,0.33052337169647217,-0.40788960456848145","0.54315584897995,0.7572283148765564,-0.0033629853278398514","0.46736741065979004,0.7574822902679443,0.0032393988221883774","0.5335350632667542,0.9856575727462769,0.024265987798571587","0.4828220009803772,0.988434374332428,0.04746079817414284","0.5462106466293335,1.2189090251922607,0.27704793214797974","0.4829134941101074,1.211789608001709,0.2459455281496048","0.5506080389022827,1.2452112436294556,0.29754799604415894","0.48716703057289124,1.2483054399490356,0.26226845383644104","0.530462920665741,1.2929826974868774,0.20670299232006073","0.47753968834877014,1.280483603477478,0.15969040989875793"
0.0,"0.507421612739563,0.26201075315475464,-0.3270639181137085","0.5169132351875305,0.23888573050498962,-0.31047239899635315","0.5234940648078918,0.2398437261581421,-0.3108237385749817","0.5282948017120361,0.2408299297094345,-0.31087779998779297","0.5015515089035034,0.23896504938602448,-0.3090316355228424","0.4966532289981842,0.2397502213716507,-0.30946972966194153","0.49171894788742065,0.240923672914505,-0.309873104095459","0.5354422926902771,0.2522992491722107,-0.20578165352344513","0.4881196916103363,0.2515450716018677,-0.19596530497074127","0.5180021524429321,0.2853829562664032,-0.2828468084335327","0.5000106692314148,0.2837265729904175,-0.2825520634651184","0.5792034268379211,0.4128444790840149,-0.11950547993183136","0.44001907110214233,0.40019986033439636,-0.12250246107578278","0.5872754454612732,0.5968469977378845,0.02451566606760025","0.34987080097198486,0.46753475069999695,-0.22204354405403137","0.5429295301437378,0.6759201288223267,0.14062274992465973","0.41962528228759766,0.34041672945022583,-0.33607274293899536","0.5314677953720093,0.7268100380897522,0.1534743458032608","0.436798095703125,0.3215106129646301,-0.3777164816856384","0.5326672792434692,0.6969116926193237,0.1309443861246109","0.44056516885757446,0.31935515999794006,-0.3542937636375427","0.5315015912055969,0.6816193461418152,0.13702264428138733","0.43792009353637695,0.3305261433124542,-0.32999005913734436","0.5429091453552246,0.7634936571121216,-0.002376484451815486","0.4665658473968506,0.7631701231002808,0.002245137933641672","0.5335368514060974,0.9870139360427856,0.01970837265253067","0.4827882647514343,0.9925009608268738,0.050462763756513596","0.5451713800430298,1.2354594469070435,0.2772893011569977","0.48174652457237244,1.22645902633667,0.2463499754667282","0.5495353937149048,1.2614638805389404,0.29852959513664246","0.48553505539894104,1.2651206254959106,0.2629837691783905","0.5282899737358093,1.3084511756896973,0.209442138671875","0.47650113701820374,1.2921255826950073,0.16151241958141327"
0.0,"0.5072699189186096,0.2620089054107666,-0.3287568688392639","0.5169004201889038,0.23887600004673004,-0.31052154302597046","0.5234834551811218,0.23983559012413025,-0.3108861446380615","0.5282935500144958,0.2408260554075241,-0.3109229803085327","0.5014840364456177,0.23895002901554108,-0.30996137857437134","0.4965917468070984,0.2397097945213318,-0.31044310331344604","0.49155887961387634,0.24077527225017548,-0.3108711838722229","0.5353859663009644,0.2525925040245056,-0.19911880791187286","0.48806142807006836,0.2513699531555176,-0.19530797004699707","0.5179399847984314,0.28518763184547424,-0.28244441747665405","0.4998548924922943,0.2832639515399933,-0.2837112545967102","0.5793391466140747,0.41512271761894226,-0.10887336730957031","0.43990954756736755,0.4019910991191864,-0.12162576615810394","0.5857636332511902,0.6022482514381409,0.03831920027732849","0.3496912121772766,0.46746134757995605,-0.21257588267326355","0.5416043996810913,0.6777673959732056,0.1561921387910843","0.4196435511112213,0.3406203091144562,-0.3004631996154785","0.5339900255203247,0.7211673259735107,0.1710607409477234","0.4367969036102295,0.3215675950050354,-0.3396737575531006","0.5312467813491821,0.6970277428627014,0.14867502450942993","0.440366268157959,0.319338321685791,-0.31643861532211304","0.5302416086196899,0.6822404861450195,0.1531587541103363","0.43759673833847046,0.33039942383766174,-0.29426538944244385","0.5426729917526245,0.7711056470870972,-0.000122225537779741","0.46641039848327637,0.76923668384552,2.7858064640895464e-05","0.5335010290145874,0.9882129430770874,0.05220183730125427","0.482875257730484,0.9935851097106934,0.015496889129281044","0.545892596244812,1.2353755235671997,0.33103054761886597","0.4816800057888031,1.2317928075790405,0.20742888748645782","0.5503897666931152,1.261200189590454,0.3542354702949524","0.4853954315185547,1.2694209814071655,0.22426597774028778","0.5277431607246399,1.309541940689087,0.2656293511390686","0.4769442677497864,1.300781488418579,0.11672303825616837"
0.0,"0.5056454539299011,0.26228728890419006,-0.3253951072692871","0.5159987211227417,0.23894672095775604,-0.306639164686203","0.5228835344314575,0.23986203968524933,-0.3070119023323059","0.5275328159332275,0.240837961435318,-0.3070421814918518","0.4996233582496643,0.23926450312137604,-0.3051672875881195","0.4941355288028717,0.2399994134902954,-0.30563884973526","0.4895717203617096,0.24096590280532837,-0.3060619831085205","0.5339848399162292,0.2527611553668976,-0.19456371665000916","0.487027645111084,0.251568466424942,-0.19447575509548187","0.5167685747146606,0.28527578711509705,-0.27849674224853516","0.4977472424507141,0.2835339307785034,-0.2785797715187073","0.5784570574760437,0.4136752784252167,-0.10413811355829239","0.4400615692138672,0.4008295238018036,-0.11256680637598038","0.5858801603317261,0.5996605753898621,0.04640880972146988","0.3552226126194,0.4664725959300995,-0.15377606451511383","0.5437279939651489,0.6805922985076904,0.15456721186637878","0.4245379865169525,0.3406033515930176,-0.23460260033607483","0.5395384430885315,0.7267345786094666,0.16611923277378082","0.44042348861694336,0.32096949219703674,-0.2698725461959839","0.5322943329811096,0.7077211737632751,0.14176544547080994","0.44312262535095215,0.31887516379356384,-0.2491850107908249","0.5312473177909851,0.6908426284790039,0.15072187781333923","0.44053417444229126,0.33024197816848755,-0.2292368859052658","0.5425323247909546,0.7683414220809937,-0.0009190781274810433","0.4655863642692566,0.7669083476066589,0.0008103770087473094","0.5334914326667786,0.9879425764083862,0.035096220672130585","0.4828953742980957,0.991766095161438,0.08310586214065552","0.5464637875556946,1.2388098239898682,0.2972707748413086","0.4816861152648926,1.225887417793274,0.3168274462223053","0.5514026880264282,1.2659907341003418,0.318511039018631","0.485447496175766,1.262270212173462,0.33704036474227905","0.5272296667098999,1.311777949333191,0.22665898501873016","0.4769558906555176,1.292654275894165,0.23437204957008362"
0.0,"0.502225935459137,0.26344192028045654,-0.2891475260257721","0.512181282043457,0.24057112634181976,-0.268961638212204","0.5190237164497375,0.2407039850950241,-0.26934948563575745","0.5247254371643066,0.24124829471111298,-0.26935118436813354","0.4951191842556,0.24217936396598816,-0.2617567777633667","0.4901752471923828,0.2429095208644867,-0.2622600197792053","0.4863085150718689,0.2435106635093689,-0.26270246505737305","0.531404972076416,0.25331011414527893,-0.1592540144920349","0.48471975326538086,0.2542058229446411,-0.12737888097763062","0.5142406821250916,0.2855200171470642,-0.24455225467681885","0.49525362253189087,0.2847406566143036,-0.23745889961719513","0.5752695202827454,0.41081321239471436,-0.08037852495908737","0.4443693161010742,0.4002493619918823,-0.042787499725818634","0.586500883102417,0.5862448215484619,0.0677582323551178","0.3820152282714844,0.4624839723110199,-0.031318243592977524","0.547458827495575,0.6796281933784485,0.18976366519927979","0.4334251284599304,0.32815492153167725,-0.06673859804868698","0.5430413484573364,0.7246420383453369,0.20474669337272644","0.4473268985748291,0.3096458613872528,-0.09125861525535583","0.5347766876220703,0.7043765783309937,0.18178164958953857","0.4480564594268799,0.30885758996009827,-0.07623080164194107","0.5349941849708557,0.6881171464920044,0.1871642768383026","0.44540828466415405,0.3187447190284729,-0.06311625242233276","0.5420511960983276,0.7649989724159241,-0.005814109928905964","0.46528443694114685,0.7637628316879272,0.005747987423092127","0.533484160900116,0.9839308857917786,0.027118215337395668","0.48304128646850586,0.9826206564903259,0.07906190305948257","0.5461942553520203,1.2342710494995117,0.2624930739402771","0.4831417500972748,1.1890541315078735,0.2868575155735016","0.5508343577384949,1.2548680305480957,0.28166383504867554","0.48711371421813965,1.2205326557159424,0.3044528365135193","0.5238097906112671,1.307903528213501,0.18314728140830994","0.47866469621658325,1.26046884059906,0.2130354940891266"
0.0,"0.49966296553611755,0.2641984820365906,-0.2694435715675354","0.5084942579269409,0.24157102406024933,-0.24947786331176758","0.5146409273147583,0.24107259511947632,-0.2498653382062912","0.5204384326934814,0.24129557609558105,-0.24985094368457794","0.49192243814468384,0.24407246708869934,-0.24315932393074036","0.48758965730667114,0.24482326209545135,-0.24366220831871033","0.4838016927242279,0.2454507052898407,-0.2441004514694214","0.528468906879425,0.25323015451431274,-0.1420806646347046","0.48278555274009705,0.256623238325119,-0.11324969679117203","0.5118019580841064,0.28551653027534485,-0.22586879134178162","0.49352049827575684,0.2856080234050751,-0.21977920830249786","0.5718616247177124,0.4035564064979553,-0.06337063759565353","0.44980621337890625,0.39462628960609436,-0.034538861364126205","0.5881586670875549,0.5611662268638611,0.08438678085803986","0.41717538237571716,0.4594944715499878,-0.0017134174704551697","0.5548081398010254,0.6759587526321411,0.19825994968414307","0.44131341576576233,0.32924363017082214,-0.016740988940000534","0.5488153696060181,0.7236728072166443,0.2133851796388626","0.4483104646205902,0.30921417474746704,-0.03865307942032814","0.5398057699203491,0.7031277418136597,0.1872333586215973","0.44875630736351013,0.3070750832557678,-0.03141777589917183","0.5410019755363464,0.687341570854187,0.19410601258277893","0.44853052496910095,0.3172919452190399,-0.01577260158956051","0.5418200492858887,0.7646828293800354,-0.0071640112437307835","0.4653171896934509,0.7586286067962646,0.007108632475137711","0.5334652066230774,0.9789003729820251,0.00028645439306274056","0.4830305576324463,0.9751608371734619,0.06777063012123108","0.5456379652023315,1.2295620441436768,0.18978093564510345","0.4845505654811859,1.175640344619751,0.2847829759120941","0.5502748489379883,1.252030611038208,0.20396384596824646","0.4888588488101959,1.2076462507247925,0.29654085636138916","0.523111879825592,1.3013778924942017,0.101185642182827","0.4796176850795746,1.247462511062622,0.20785942673683167"
0.0,"0.498565137386322,0.264262318611145,-0.21935638785362244","0.5062484741210938,0.24194887280464172,-0.19806689023971558","0.511798620223999,0.24121356010437012,-0.19846458733081818","0.5174697041511536,0.24130037426948547,-0.19845689833164215","0.4903472363948822,0.2443731129169464,-0.1957537978887558","0.486133873462677,0.2451530247926712,-0.19621039927005768","0.48206543922424316,0.24591821432113647,-0.19660942256450653","0.5268706679344177,0.2530895173549652,-0.08835767209529877","0.481222003698349,0.25832679867744446,-0.07718674838542938","0.5101902484893799,0.28550079464912415,-0.17593201994895935","0.4923947751522064,0.2861182391643524,-0.17489676177501678","0.5697817802429199,0.40060311555862427,-0.023139890283346176","0.4526442885398865,0.3854292035102844,-0.042461249977350235","0.5877909064292908,0.5554533004760742,0.10139517486095428","0.4367765486240387,0.45159339904785156,-0.14904065430164337","0.5566766262054443,0.6763890981674194,0.17410102486610413","0.4516732692718506,0.3295149803161621,-0.3413780629634857","0.5516704320907593,0.7232471704483032,0.1806362122297287","0.4510452151298523,0.3094289302825928,-0.3954610824584961","0.5426406860351562,0.7056611180305481,0.1446819007396698","0.4512575566768646,0.3076847791671753,-0.3897818326950073","0.5432750582695007,0.6884084343910217,0.1632123440504074","0.4528256058692932,0.31799548864364624,-0.3468264937400818","0.5418441295623779,0.7598204612731934,-0.001843149191699922","0.4669763445854187,0.7560456991195679,0.0017469737213104963","0.5334898829460144,0.9733111262321472,0.010556889697909355","0.4830814301967621,0.9710863828659058,0.07664863765239716","0.5452694296836853,1.2229740619659424,0.20695379376411438","0.4851225018501282,1.1670169830322266,0.28452587127685547","0.5498645901679993,1.2467682361602783,0.2210294008255005","0.4892379343509674,1.2006289958953857,0.30009588599205017","0.5230251550674438,1.2972806692123413,0.1250588744878769","0.47954273223876953,1.235715389251709,0.2176344394683838"
